city,site_eui,energy_star_score,gross_floor_area_sqft,total_ghg_mtco2e,y_log_ghg
nyc,77.8,57.0,81600.0,370.3,5.917010361183034
nyc,65.4,64.0,50047.0,196.9,5.28776185260852
nyc,12.2,98.0,353342.0,309.7,5.738827816399001
nyc,236.5,1.0,33576.0,467.5,6.149536101678477
nyc,93.2,27.0,28000.0,195.7,5.281679725395013
nyc,22.1,100.0,44291.0,77.7,4.365643155423357
nyc,83.8,28.0,159610.0,794.2,6.678593655342365
nyc,113.8,7.0,67223.0,508.7,6.233822317345996
nyc,119.3,89.0,58370.0,520.8,6.257284372702628
nyc,58.2,92.0,45513.0,157.7,5.0670156275323635
nyc,64.8,22.0,95651.0,407.2,6.011757250375744
nyc,97.9,2.0,82000.0,508.4,6.233233562545356
nyc,47.5,33.0,55629.0,159.0,5.075173815233827
nyc,126.7,19.0,21070.0,153.0,5.0369526024136295
nyc,240.0,3.0,99769.0,1788.8,7.4898591607487575
nyc,117.8,44.0,80162.0,605.9,6.408364032841809
nyc,81.1,68.0,74640.0,398.1,5.989212012054688
nyc,56.2,66.0,134650.0,501.3,6.219197550755999
nyc,63.8,41.0,117260.0,503.1,6.222774661088585
nyc,53.8,75.0,460800.0,1480.2,7.300607849039458
nyc,62.0,35.0,28741.0,105.6,4.669083511731744
nyc,71.2,85.0,30480.0,124.0,4.8283137373023015
nyc,109.7,12.0,25600.0,158.2,5.0701612734102826
nyc,117.0,9.0,28800.0,191.5,5.260096153727839
nyc,50.0,90.0,75339.0,233.5,5.457455587886334
nyc,25.1,100.0,71071.0,116.7,4.768139014266231
nyc,61.5,97.0,28450.0,99.3,4.60816569496789
nyc,53.9,88.0,34097.0,115.4,4.757032535297338
nyc,119.9,6.0,36000.0,249.7,5.524257005164247
nyc,71.1,66.0,75833.0,306.1,5.727173427446777
nyc,77.0,44.0,33196.0,151.7,5.028475212224587
nyc,80.5,95.0,90000.0,546.9,6.30609278854437
nyc,1.2,100.0,88160.0,5.5,1.8718021769015913
nyc,87.3,38.0,28050.0,143.3,4.971894465779825
nyc,94.0,51.0,57740.0,314.1,5.752890048763229
nyc,104.2,30.0,35160.0,206.6,5.335613151291733
nyc,81.3,10.0,52000.0,257.5,5.554895693948484
nyc,72.7,64.0,35100.0,147.6,5.001258132283659
nyc,116.0,19.0,33300.0,227.7,5.432411101028736
nyc,62.8,55.0,35900.0,140.7,4.953712146696635
nyc,54.9,83.0,227688.0,843.9,6.739218277158799
nyc,53.6,80.0,173670.0,615.2,6.423571586162567
nyc,85.9,82.0,96600.0,483.7,6.18353014285133
nyc,37.7,84.0,48919.0,135.0,4.912654885736052
nyc,48.9,78.0,201000.0,730.3,6.594823772276905
nyc,60.3,69.0,47774.0,191.6,5.260615499364025
nyc,176.6,10.0,29375.0,351.7,5.865617837242007
nyc,62.5,81.0,89717.0,339.0,5.8289456176102075
nyc,66.4,78.0,80436.0,321.0,5.7745515455444085
nyc,120.6,25.0,30805.0,215.0,5.375278407684165
nyc,82.2,76.0,280358.0,1333.4,7.196237031604483
nyc,112.7,21.0,83904.0,547.6,6.307369578503503
nyc,67.3,62.0,148302.0,573.0,6.352629396319567
nyc,45.5,99.0,94050.0,270.1,5.60248775650462
nyc,47.6,55.0,129326.0,435.1,6.077871574848721
nyc,81.8,77.0,87001.0,408.4,6.014692673227189
nyc,28.9,98.0,52529.0,114.6,4.750135956238277
nyc,82.1,40.0,72486.0,358.2,5.883879336428045
nyc,76.4,73.0,96000.0,417.6,6.0369158100119
nyc,84.7,9.0,80657.0,454.2,6.120736882812121
nyc,72.4,85.0,57176.0,244.9,5.504924949222147
nyc,87.0,76.0,55500.0,280.7,5.640842674882327
nyc,74.0,84.0,47668.0,205.5,5.330300412401088
nyc,71.1,57.0,126353.0,549.9,6.311553304478671
nyc,68.1,81.0,80190.0,314.3,5.7535245665510155
nyc,74.0,67.0,76000.0,329.8,5.801513963149536
nyc,104.3,32.0,324000.0,1991.4,7.597095221199129
nyc,96.4,33.0,148800.0,844.4,6.739809888132689
nyc,131.5,11.0,33200.0,243.4,5.4988062272974405
nyc,15.7,100.0,63801.0,72.9,4.302712827954156
nyc,42.0,80.0,174192.0,478.1,6.171909343889077
nyc,19.7,100.0,73771.0,108.4,4.695010889987881
nyc,100.4,33.0,157850.0,903.9,6.807824440357088
nyc,93.9,34.0,36915.0,198.3,5.294811227218749
nyc,59.4,73.0,29054.0,110.2,4.711330381816482
nyc,85.9,49.0,121680.0,587.3,6.37723702187041
nyc,55.5,86.0,97462.0,336.6,5.821861762721802
nyc,77.8,80.0,85000.0,378.6,5.939118066735773
nyc,95.8,38.0,74645.0,417.5,6.03667688992953
nyc,87.0,60.0,68052.0,330.7,5.804230945953007
nyc,273.1,2.0,60919.0,974.8,6.883257647381737
nyc,53.8,89.0,44024.0,145.1,4.984291318756654
nyc,56.3,82.0,172065.0,658.2,6.491026978595262
nyc,81.6,68.0,70053.0,326.3,5.790877181507135
nyc,120.6,34.0,76027.0,531.6,6.277770673379832
nyc,75.8,60.0,119000.0,621.4,6.433582972864182
nyc,35.6,98.0,31704.0,77.7,4.365643155423357
nyc,108.5,36.0,180112.0,1516.3,7.324687718531195
nyc,56.7,74.0,345682.0,1260.6,7.140136035648829
nyc,65.6,88.0,118748.0,464.0,6.142037405587356
nyc,73.9,7.0,74779.0,363.0,5.8971538676367405
nyc,67.9,74.0,1143977.0,5543.4,8.620543688339199
nyc,71.7,75.0,47600.0,255.9,5.548686904115838
nyc,41.5,77.0,65600.0,195.5,5.280662431309316
nyc,120.1,55.0,481858.0,4182.6,8.338927398880113
nyc,56.1,90.0,151346.0,514.9,6.245912948250604
nyc,68.7,82.0,56300.0,285.3,5.65704021210407
nyc,78.1,66.0,27648.0,125.5,4.840242308167575
nyc,95.1,36.0,46160.0,250.3,5.526647444549546
nyc,82.7,67.0,88244.0,422.0,6.0473721790462776
nyc,32.9,100.0,39430.0,97.0,4.584967478670572
nyc,21.9,100.0,37600.0,58.7,4.089332020398556
nyc,70.0,73.0,41746.0,217.8,5.388158070547826
nyc,71.3,93.0,31553.0,129.9,4.874433672915854
nyc,63.8,76.0,63122.0,303.4,5.718342625987531
nyc,137.4,6.0,32500.0,249.9,5.525054453372377
nyc,146.8,4.0,53430.0,582.2,6.3685301806944485
nyc,72.6,66.0,70200.0,287.6,5.665041646339771
nyc,81.5,54.0,93480.0,439.9,6.0888180923638915
nyc,38.2,95.0,140450.0,375.7,5.931449114697996
nyc,89.9,62.0,55277.0,283.9,5.652138241503862
nyc,119.0,32.0,38320.0,282.7,5.647917341814805
nyc,127.6,5.0,48953.0,347.5,5.853638230200579
nyc,112.1,18.0,168990.0,1080.1,6.985734320298725
nyc,65.6,72.0,127050.0,461.4,6.136430317358168
nyc,102.1,46.0,32292.0,202.1,5.313698468586339
nyc,52.7,74.0,1184834.0,4830.5,8.482912257439363
nyc,71.2,71.0,177094.0,875.3,6.775708498061805
nyc,137.6,11.0,55340.0,435.9,6.07970433595739
nyc,0.0,100.0,167555.0,0.0,0.0
nyc,46.1,83.0,45216.0,136.1,4.920710586568268
nyc,37.3,91.0,52980.0,124.2,4.829912458665998
nyc,188.3,5.0,38259.0,500.4,6.217404185724193
nyc,28.0,75.0,1190400.0,2641.8,7.879594240155731
nyc,958.5,1.0,33000.0,2497.6,7.823485853997729
nyc,47.5,87.0,467000.0,1646.6,7.407074962561926
nyc,31.6,51.0,137699.0,332.9,5.810841546949609
nyc,72.2,65.0,175000.0,713.0,6.570882962339584
nyc,55.5,14.0,30357.0,133.8,4.9037921984782065
nyc,90.1,63.0,64921.0,334.3,5.8150256534721825
nyc,38.0,87.0,59820.0,180.5,5.201255653704905
nyc,49.3,99.0,204010.0,798.8,6.684361696412718
nyc,64.6,80.0,35600.0,172.0,5.153291594497779
nyc,272.1,1.0,31760.0,484.6,6.185385239745289
nyc,98.0,49.0,118300.0,758.5,6.632660322035828
nyc,61.6,64.0,53721.0,232.2,5.451896454476337
nyc,71.7,74.0,93600.0,404.9,6.006106823844852
nyc,50.8,57.0,103280.0,358.2,5.883879336428045
nyc,40.1,96.0,371973.0,1132.2,7.0328007679563616
nyc,50.6,68.0,154800.0,483.2,6.182498044503958
nyc,57.4,51.0,105600.0,406.8,6.010776858140355
nyc,108.3,5.0,37200.0,294.9,5.690021559406164
nyc,73.7,53.0,100925.0,524.7,6.264730707825403
nyc,75.5,45.0,26400.0,130.8,4.881285622068407
nyc,79.9,17.0,39279.0,204.2,5.323985113296614
nyc,62.5,85.0,80400.0,297.6,5.69910488510509
nyc,73.0,56.0,62400.0,343.1,5.840932312803435
nyc,36.5,94.0,214109.0,510.4,6.237152062857086
nyc,45.2,78.0,234800.0,672.2,6.512042462316651
nyc,6.5,100.0,130253.0,67.8,4.231203744939298
nyc,111.3,28.0,156000.0,1008.7,6.917408536010275
nyc,125.5,22.0,32976.0,311.4,5.744284417965531
nyc,48.8,64.0,126150.0,453.2,6.118537629671458
nyc,92.9,2.0,25065.0,155.4,5.052416828111211
nyc,106.1,33.0,116222.0,713.8,6.5720027832852725
nyc,110.4,16.0,36150.0,227.0,5.429345628954441
nyc,16.0,100.0,41400.0,52.7,3.983413001514819
nyc,155.3,5.0,153400.0,1332.8,7.195787290198206
nyc,198.6,38.0,13500.0,208.5,5.344723739362192
nyc,58.2,72.0,1096193.0,4891.7,8.495499577330982
nyc,59.0,87.0,43200.0,156.9,5.061961921261596
nyc,106.9,26.0,46917.0,297.8,5.699774453258662
nyc,65.1,90.0,147000.0,654.1,6.48478789573783
nyc,67.2,83.0,44000.0,204.9,5.327390614033744
nyc,40.1,65.0,55148.0,154.9,5.049214776063731
nyc,89.0,21.0,25811.0,130.3,4.877484781308751
nyc,65.8,76.0,27200.0,105.0,4.663439094112067
nyc,79.4,51.0,279194.0,1317.1,7.18394658471842
nyc,26.7,95.0,108000.0,229.4,5.439816928821736
nyc,59.4,87.0,119598.0,435.5,6.0787883752796565
nyc,68.7,46.0,30000.0,125.0,4.836281906951478
nyc,84.0,92.0,46900.0,216.0,5.37989735354046
nyc,109.7,9.0,25200.0,155.1,5.050496827521386
nyc,28.0,95.0,25230.0,56.1,4.044804116661965
nyc,73.3,73.0,39261.0,167.9,5.129306823813755
nyc,125.3,4.0,32800.0,234.9,5.463407986413629
nyc,91.5,36.0,33300.0,172.0,5.153291594497779
nyc,23.5,99.0,70885.0,127.9,4.859036909945142
nyc,40.1,69.0,34778.0,110.9,4.71760561531788
nyc,70.9,68.0,36297.0,148.3,5.005957704545144
nyc,64.8,93.0,1300000.0,5256.1,8.567334822894567
nyc,67.9,50.0,33208.0,176.3,5.177843213080163
nyc,50.4,82.0,548030.0,2141.5,7.669728650471935
nyc,53.8,86.0,77125.0,237.4,5.473949935191195
nyc,83.6,56.0,80847.0,386.8,5.9604897428085515
nyc,47.9,96.0,135300.0,385.1,5.956096403270191
nyc,50.6,97.0,58723.0,224.0,5.41610040220442
nyc,22.7,99.0,40691.0,70.0,4.2626798770413155
nyc,72.4,77.0,63288.0,261.5,5.570251082031678
nyc,63.5,83.0,162640.0,594.9,6.3900728677529335
nyc,83.7,29.0,48000.0,236.4,5.469746482175568
nyc,42.6,91.0,71644.0,198.0,5.293304824724492
nyc,81.0,69.0,89776.0,415.2,6.031165913959534
nyc,69.4,36.0,62612.0,293.4,5.684939386854721
nyc,73.2,33.0,29529.0,133.5,4.901564199041894
nyc,67.2,58.0,188480.0,768.3,6.645481010464889
nyc,69.6,90.0,49207.0,206.4,5.334649295795427
nyc,66.0,85.0,29773.0,120.5,4.799914262780603
nyc,100.2,34.0,26532.0,164.6,5.109575241951159
nyc,81.1,42.0,190400.0,898.2,6.8015054791394265
nyc,101.4,33.0,65875.0,388.1,5.963836379990508
nyc,43.4,99.0,42684.0,135.4,4.915591745409362
nyc,73.8,65.0,28524.0,130.0,4.875197323201151
nyc,70.9,73.0,249000.0,1034.2,6.942349923746636
nyc,68.1,82.0,93078.0,360.4,5.889985378158128
nyc,80.4,64.0,126063.0,576.5,6.358708442395948
nyc,96.6,52.0,68730.0,373.5,5.925591802957274
nyc,63.7,88.0,101535.0,378.7,5.939381467237757
nyc,78.6,79.0,86460.0,513.3,6.24280675278087
nyc,60.8,45.0,22899.0,105.2,4.665324108807838
nyc,103.2,43.0,30424.0,190.9,5.256974403013654
nyc,107.0,100.0,36700.0,248.6,5.519859636495273
nyc,61.8,71.0,81298.0,312.3,5.747161197958146
nyc,54.8,98.0,47933.0,167.0,5.123963979403259
nyc,101.8,51.0,2993388.0,21770.6,9.988361647164117
nyc,130.8,44.0,52575.0,440.1,6.089271607110894
nyc,67.3,77.0,59367.0,290.7,5.675725876873676
nyc,54.8,80.0,40003.0,163.5,5.1029105702054265
nyc,57.7,80.0,182000.0,695.2,6.545636975377339
nyc,55.5,60.0,27446.0,92.0,4.532599493153256
nyc,44.8,39.0,184903.0,488.0,6.192362489474872
nyc,94.8,39.0,438635.0,2405.1,7.785762458430684
nyc,64.8,84.0,43200.0,161.8,5.09252245356844
nyc,88.5,16.0,243000.0,1498.1,7.312620207018269
nyc,83.4,52.0,30745.0,146.9,4.996536369716754
nyc,35.9,96.0,100700.0,221.8,5.406274508053129
nyc,90.8,56.0,157721.0,844.6,6.740046434556028
nyc,76.4,86.0,52000.0,293.9,5.6866363158212305
nyc,87.5,56.0,44153.0,290.5,5.675040005790547
nyc,188.8,1.0,93570.0,981.3,6.8898967606808235
nyc,44.2,84.0,133154.0,372.5,5.922918004572872
nyc,71.6,74.0,109624.0,451.8,6.115450526888973
nyc,114.9,2.0,35200.0,246.4,5.511006459958388
nyc,20.6,100.0,42170.0,62.4,4.14946386144318
nyc,67.9,64.0,42800.0,206.0,5.332718793265369
nyc,123.8,19.0,29388.0,210.8,5.355642433167306
nyc,73.9,77.0,64416.0,287.4,5.664348405410794
nyc,80.0,81.0,156912.0,933.4,6.839904612073963
nyc,58.0,62.0,73107.0,282.9,5.648622063478926
nyc,52.1,82.0,315575.0,1192.3,7.08447785737561
nyc,62.5,80.0,487115.0,2102.6,7.651405441715189
nyc,88.5,27.0,119728.0,610.9,6.4165688704684944
nyc,157.5,2.0,32840.0,386.4,5.959457750972896
nyc,83.2,49.0,27585.0,170.1,5.1422481808981475
nyc,143.6,14.0,37000.0,394.4,5.979897910736517
nyc,17.1,100.0,52430.0,63.6,4.168214410788556
nyc,107.8,45.0,35568.0,285.4,5.657389435086491
nyc,89.0,49.0,41240.0,213.0,5.365976015021851
nyc,58.2,88.0,60749.0,202.1,5.313698468586339
nyc,102.7,62.0,30224.0,175.9,5.17558460116574
nyc,59.2,88.0,34775.0,118.7,4.784988612563928
nyc,158.5,1.0,77364.0,694.0,6.543911845564792
nyc,55.2,72.0,128931.0,438.8,6.086320078120661
nyc,85.3,66.0,35700.0,179.6,5.196284640982885
nyc,86.4,55.0,59446.0,293.6,5.68561850402853
nyc,84.9,51.0,374050.0,1932.0,7.566828479208331
nyc,67.3,32.0,86614.0,408.3,6.014448383498357
nyc,121.2,3.0,45564.0,349.6,5.859645972487134
nyc,53.1,74.0,44940.0,165.3,5.113793386198882
nyc,124.9,14.0,51182.0,370.1,5.916471568066552
nyc,21.9,100.0,27152.0,45.5,3.8394523125933104
nyc,74.5,63.0,25174.0,118.4,4.782479200958502
nyc,87.5,75.0,46752.0,303.0,5.717027701406222
nyc,108.2,41.0,50731.0,405.8,6.008321664174405
nyc,77.3,79.0,79328.0,346.6,5.851052393391237
nyc,61.5,93.0,50388.0,180.5,5.201255653704905
nyc,45.8,62.0,453927.0,1579.5,7.365496531655673
nyc,64.2,65.0,135000.0,519.9,6.255558084751145
nyc,12.5,100.0,150822.0,137.4,4.93014804318357
nyc,125.7,17.0,165466.0,1203.5,7.093819822054926
nyc,111.1,26.0,36000.0,244.8,5.504518197131935
nyc,67.3,80.0,338689.0,1326.3,7.190902082632157
nyc,73.3,69.0,146549.0,582.7,6.369387152209746
nyc,81.4,58.0,84307.0,520.8,6.257284372702628
nyc,107.1,34.0,68670.0,417.9,6.037632227952989
nyc,59.9,89.0,121710.0,515.0,6.246106765481563
nyc,43.4,96.0,118809.0,390.0,5.968707559985366
nyc,89.5,44.0,85904.0,435.8,6.079475424430695
nyc,88.1,45.0,63098.0,320.5,5.772997543677674
nyc,37.8,83.0,27000.0,75.7,4.33990170837321
nyc,111.7,22.0,54550.0,454.0,6.12029741895095
nyc,65.7,83.0,52314.0,237.6,5.474788509663815
nyc,88.4,44.0,62130.0,315.6,5.757639147446912
nyc,77.1,85.0,43173.0,188.6,5.244916589820922
nyc,45.0,100.0,37960.0,101.6,4.630837932736669
nyc,62.6,74.0,118384.0,424.4,6.053029902766137
nyc,71.7,83.0,28268.0,121.1,4.804840381116659
nyc,67.9,37.0,143562.0,732.8,6.598236511921182
nyc,61.0,83.0,171350.0,790.3,6.673677162615148
nyc,92.7,35.0,59000.0,398.5,5.990213765206329
nyc,74.5,45.0,70780.0,394.5,5.980150787207709
nyc,72.0,81.0,50506.0,269.4,5.599902344168809
nyc,23.8,100.0,61653.0,101.8,4.632785353021065
nyc,15.4,100.0,47680.0,54.4,4.014579593753238
nyc,90.9,82.0,66560.0,287.7,5.665388086668889
nyc,56.7,96.0,54600.0,176.3,5.177843213080163
nyc,101.3,35.0,42060.0,242.4,5.494706180553427
nyc,17.4,100.0,250000.0,335.0,5.817111159963204
nyc,74.4,25.0,412000.0,2186.2,7.690377465969685
nyc,125.2,15.0,285074.0,2080.2,7.640699929416148
nyc,75.0,44.0,85309.0,386.1,5.9586830575836025
nyc,80.8,66.0,112640.0,546.9,6.30609278854437
nyc,117.7,8.0,31689.0,225.8,5.4240685718535975
nyc,120.9,2.0,45160.0,323.5,5.782285536144145
nyc,90.5,41.0,46667.0,246.6,5.511814540810441
nyc,97.7,39.0,95671.0,540.2,6.293788896296633
nyc,14.6,100.0,49721.0,52.4,3.977810745966149
nyc,62.9,71.0,44296.0,170.2,5.1428324637076415
nyc,53.3,80.0,195678.0,640.7,6.46412090475647
nyc,74.9,59.0,115687.0,515.5,6.247075288559693
nyc,139.5,50.0,92038.0,714.0,6.5722825426940075
nyc,256.9,20.0,78369.0,1481.6,7.3015525822226195
nyc,61.0,71.0,150667.0,565.4,6.33930054237951
nyc,102.3,37.0,62032.0,368.6,5.912421339767529
nyc,54.3,68.0,95300.0,340.4,5.83305481036034
nyc,103.4,24.0,45000.0,274.2,5.617498106059188
nyc,27.4,79.0,33451.0,72.7,4.300002799195291
nyc,44.0,94.0,472059.0,1353.9,7.2114829298523855
nyc,44.6,84.0,988000.0,3356.6,8.118981712019382
nyc,77.9,69.0,568710.0,3192.3,8.068810143828955
nyc,46.7,85.0,122315.0,412.5,6.024657514463746
nyc,20.3,100.0,91260.0,141.5,4.959341999708705
nyc,70.5,95.0,42924.0,171.9,5.152713392689245
nyc,79.2,38.0,60000.0,275.4,5.621849091893515
nyc,89.0,80.0,43035.0,215.7,5.378513908542313
nyc,58.1,90.0,65360.0,279.5,5.636573724962751
nyc,151.7,2.0,49796.0,433.6,6.074426067822329
nyc,93.7,29.0,54419.0,386.1,5.9586830575836025
nyc,84.9,63.0,207418.0,1241.1,7.124558774550148
nyc,93.2,56.0,33695.0,180.4,5.200704537681037
nyc,118.9,30.0,53855.0,479.8,6.175451383220998
nyc,57.4,89.0,80328.0,271.6,5.6080055192624325
nyc,122.7,44.0,36700.0,258.2,5.557599964478119
nyc,52.6,95.0,114326.0,352.2,5.867034468729805
nyc,74.2,61.0,82103.0,365.0,5.902633333401366
nyc,118.3,2.0,56005.0,416.7,6.03476347150313
nyc,83.0,42.0,256334.0,1282.5,7.157346000311195
nyc,121.9,6.0,36480.0,328.9,5.798789578234536
nyc,165.7,11.0,25035.0,232.6,5.453610250954072
nyc,94.4,34.0,33055.0,181.6,5.207297968160868
nyc,38.1,97.0,93447.0,224.5,5.418320158942733
nyc,78.5,71.0,62409.0,288.7,5.668845904775305
nyc,88.4,66.0,50000.0,254.7,5.544004882297141
nyc,73.6,53.0,120905.0,539.9,6.293234418877382
nyc,65.5,18.0,92319.0,456.1,6.124902185337699
nyc,83.8,48.0,106615.0,511.8,6.23988590560646
nyc,96.7,38.0,39200.0,214.3,5.372032404370318
nyc,46.1,92.0,171462.0,545.5,6.3035343076165935
nyc,49.2,99.0,76302.0,218.6,5.391807709635375
nyc,49.8,92.0,188821.0,551.1,6.313729189289999
nyc,74.6,59.0,81726.0,423.6,6.051147549269156
nyc,57.4,82.0,210321.0,813.0,6.70196036600254
nyc,72.2,52.0,154080.0,731.5,6.596463340891223
nyc,191.9,1.0,38469.0,535.0,6.284134161070802
nyc,126.1,7.0,35952.0,335.0,5.817111159963204
nyc,72.9,70.0,84840.0,354.6,5.8738065036397495
nyc,100.8,51.0,90816.0,522.7,6.260919001285442
nyc,79.1,74.0,49009.0,220.9,5.402226829938548
nyc,13.7,90.0,28700.0,29.6,3.4210000089583352
nyc,101.2,16.0,36400.0,220.0,5.3981627015177525
nyc,125.8,37.0,132600.0,946.7,6.8540379964761495
nyc,107.3,17.0,402188.0,2516.1,7.8308627241832145
nyc,102.5,27.0,90211.0,527.3,6.26966430417027
nyc,24.7,100.0,46800.0,77.8,4.366912996863833
nyc,79.6,61.0,46750.0,273.7,5.615679593101228
nyc,24.1,97.0,29265.0,48.0,3.8918202981106265
nyc,58.0,81.0,133838.0,468.2,6.151029116779321
nyc,54.6,81.0,107535.0,410.1,6.018836493903833
nyc,69.1,56.0,52580.0,221.9,5.406723240391823
nyc,77.9,78.0,52017.0,244.1,5.501666290534067
nyc,74.6,66.0,70980.0,305.1,5.723911845951367
nyc,48.6,52.0,147496.0,570.1,6.347564325670818
nyc,118.0,24.0,134375.0,1017.2,6.925791641468236
nyc,157.0,1.0,74085.0,718.7,6.578834458513759
nyc,121.2,10.0,66960.0,474.6,6.1645771648166265
nyc,132.3,10.0,41780.0,314.7,5.754792395563946
nyc,71.3,67.0,47000.0,204.0,5.3230099791384085
nyc,97.6,26.0,38847.0,223.2,5.4125385106380595
nyc,70.8,1.0,83460.0,432.9,6.072814092804305
nyc,82.1,68.0,338016.0,1580.6,7.3661922718564075
nyc,69.2,38.0,307968.0,1496.4,7.3114855497965845
nyc,101.8,48.0,82978.0,492.5,6.2015228588735365
nyc,21.2,100.0,45000.0,68.8,4.2456340097683265
nyc,47.0,80.0,177516.0,545.1,6.302802109158108
nyc,75.2,71.0,243396.0,1053.8,6.961106454479132
nyc,86.1,56.0,53400.0,269.6,5.600641715736688
nyc,121.7,6.0,97000.0,666.2,6.503089851044537
nyc,16.5,100.0,76860.0,91.4,4.526126978647638
nyc,83.0,61.0,839931.0,4140.1,8.32871673201033
nyc,39.3,98.0,121750.0,288.6,5.668500660511562
nyc,124.3,11.0,82096.0,592.6,6.386205691853171
nyc,12.9,100.0,43700.0,43.2,3.7887247890836524
nyc,48.8,93.0,242697.0,725.0,6.587550014824796
nyc,118.7,7.0,46946.0,330.0,5.802118375377063
nyc,89.4,89.0,27967.0,132.8,4.896346147694128
nyc,55.0,82.0,106941.0,423.5,6.050912005751402
nyc,70.5,46.0,61000.0,312.3,5.747161197958146
nyc,15.6,98.0,102000.0,126.1,4.844974178195408
nyc,60.5,71.0,69905.0,242.5,5.495116942522644
nyc,66.5,92.0,151200.0,603.6,6.404567082345357
nyc,70.6,81.0,134645.0,633.4,6.452679670320638
nyc,112.9,22.0,45540.0,296.3,5.694741730004052
nyc,90.5,95.0,36000.0,174.1,5.165357239291806
nyc,50.4,81.0,128940.0,498.1,6.2128064764755635
nyc,98.9,42.0,91405.0,587.5,6.377576926700331
nyc,40.1,80.0,148292.0,472.6,6.160363083569796
nyc,92.6,15.0,25000.0,136.3,4.922168312773925
nyc,34.6,49.0,40795.0,85.3,4.457829598089382
nyc,19.4,100.0,72100.0,81.0,4.406719247264253
nyc,82.5,33.0,133583.0,686.7,6.533352696325791
nyc,78.6,43.0,35069.0,188.3,5.243333058215277
nyc,65.7,66.0,597467.0,2877.2,7.964920377736073
nyc,64.8,87.0,66577.0,324.4,5.785055194784937
nyc,64.8,67.0,49000.0,228.8,5.437209365414655
nyc,44.6,90.0,106200.0,327.9,5.795753753195012
nyc,29.5,99.0,406400.0,907.9,6.812235077124725
nyc,55.4,88.0,108000.0,455.2,6.122931309850288
nyc,31.8,91.0,60792.0,132.4,4.893352133481524
nyc,75.7,79.0,138125.0,624.7,6.438871023004318
nyc,65.0,85.0,117680.0,483.4,6.182911011678937
nyc,44.3,84.0,518929.0,1622.4,7.392277994327076
nyc,14.8,67.0,42763.0,50.1,3.933784497209659
nyc,89.5,55.0,169723.0,851.8,6.74852505341158
nyc,101.3,36.0,38614.0,220.9,5.402226829938548
nyc,22.6,100.0,32000.0,57.5,4.069026754237811
nyc,95.7,47.0,26969.0,165.9,5.11739483066779
nyc,73.0,70.0,38010.0,160.3,5.083265985131163
nyc,24.5,97.0,39000.0,75.9,4.3425058765115985
nyc,14.9,100.0,59982.0,71.0,4.276666119016055
nyc,88.8,24.0,356687.0,2404.0,7.785305182539862
nyc,182.6,2.0,48240.0,511.5,6.239300711012564
nyc,121.3,20.0,67582.0,476.2,6.167935690223761
nyc,85.2,68.0,67242.0,399.8,5.993462549770655
nyc,63.5,69.0,113900.0,422.4,6.048317358700765
nyc,147.0,100.0,85662.0,697.0,6.548219102762372
nyc,39.6,97.0,81065.0,248.7,5.520260197285728
nyc,32.6,85.0,154000.0,398.4,5.989963420981715
nyc,114.4,30.0,43902.0,286.7,5.661918270557503
nyc,67.4,57.0,63879.0,286.3,5.660526965985244
nyc,138.8,31.0,78843.0,742.4,6.611234257863152
nyc,53.2,65.0,58748.0,242.2,5.493884150092012
nyc,110.5,62.0,28570.0,233.8,5.458734087953942
nyc,80.0,53.0,27305.0,123.7,4.825910852685991
nyc,81.2,46.0,39600.0,182.1,5.210032451680465
nyc,50.9,98.0,110377.0,338.0,5.82600010738045
nyc,74.8,20.0,43676.0,200.0,5.303304908059076
nyc,112.7,16.0,27642.0,179.5,5.195730777772936
nyc,90.6,43.0,31030.0,162.1,5.094363509626968
nyc,100.1,30.0,27498.0,159.5,5.07829394257007
nyc,363.8,1.0,59121.0,1187.8,7.080699673963495
nyc,67.9,83.0,177000.0,727.4,6.590850347853453
nyc,79.7,60.0,53607.0,240.6,5.48728346606066
nyc,68.6,91.0,29739.0,118.6,4.784152841516532
nyc,67.0,73.0,455000.0,2077.0,7.639161171659173
nyc,111.1,3.0,44695.0,286.0,5.659482215759621
nyc,72.8,86.0,76670.0,321.3,5.775482788821392
nyc,116.4,6.0,28000.0,181.6,5.207297968160868
nyc,74.2,43.0,36000.0,161.5,5.090678001769792
nyc,111.1,15.0,27600.0,172.8,5.157905212831292
nyc,114.4,37.0,79932.0,531.8,6.27814611922618
nyc,67.9,53.0,54968.0,265.5,5.585374243605899
nyc,49.7,93.0,147524.0,565.8,6.3400065078165255
nyc,74.8,46.0,272443.0,1545.9,7.344008207242619
nyc,68.5,60.0,479349.0,2234.5,7.7122201956740355
nyc,75.1,58.0,87172.0,429.7,6.065411792060065
nyc,81.2,68.0,343305.0,2048.9,7.625546290454842
nyc,113.9,9.0,29000.0,241.7,5.491826112732555
nyc,44.2,98.0,241764.0,650.7,6.479584333338335
nyc,59.9,75.0,537135.0,2445.8,7.80253632736841
nyc,47.9,82.0,490800.0,1569.3,7.359021962890908
nyc,88.5,54.0,31785.0,173.8,5.163642463221435
nyc,3.8,100.0,64363.0,19.2,3.005682604407159
nyc,867.6,1.0,31250.0,300.0,5.707110264748875
nyc,41.5,64.0,74000.0,191.2,5.258536496536192
nyc,90.6,62.0,41712.0,279.0,5.634789603169249
nyc,70.2,78.0,42660.0,173.6,5.162497643405501
nyc,73.7,56.0,83062.0,367.8,5.910254491682439
