city,property_id,property_name,gross_floor_area_sqft,site_eui,energy_star_score,total_ghg_mtco2e,address,zip,year_built
philadelphia,773080200,St. Leonard's Court,52306.0,75.8,53.0,319.0,3819 Chestnut Street,19104,1985
philadelphia,773081005,4025 Chestnut (American Law Institute),75832.0,96.2,49.0,418.1,4023-27 Chestnut St.,19104,1968
philadelphia,773151500,Penn Alexander,84357.0,75.9,16.0,494.7,4209 SPRUCE ST,19104,2002
philadelphia,773151500,Divinty School,44143.0,92.3,,251.3,4201 Spruce Street,19104,1921
philadelphia,773151500,Berkshire,44900.0,90.9,,230.9,4101 Spruce Street,19104,1925
philadelphia,773542000,3601 Spruce Street,255000.0,285.3,,5957.0,3601 Spruce Street,19104,1894
philadelphia,773566000,Sansom Common,259330.0,319.8,1.0,5477.0,3600 Walnut Street,19104,1997
philadelphia,773579000,4015 Walnut Street,63316.0,47.4,,213.1,4015 Walnut Street,19104,1925
philadelphia,773594600,HMS SCHOOL,80000.0,62.1,,356.5,4400 Baltimore ave,19104,1885
philadelphia,773620005,CO/GLC 13090/3810 CHESTNUT ST/PHILADELPHIA/PA,75176.0,158.4,,1088.0,3810 CHESTNUT ST,19104,1905
philadelphia,773685500,Ralston House,71686.0,31.8,,169.9,3615 Chestnut Street,19104,1887
philadelphia,773687010,3930 Chestnut St.,67084.0,140.6,36.0,672.3,3930 Chestnut St,19104,1966
philadelphia,773702000,Monell Chemical Senses Center,60000.0,283.0,,1350.6,3500 Market Street,19104,1970
philadelphia,773717110,Translational Research Lab at University of Pennsylvania,125000.0,33.5,90.0,396.8,125 South 31st Street,19104,1948
philadelphia,773717120,TRL 31st Street,125000.0,593.8,,6061.1,125 S. 31st Street,19104,2004
philadelphia,773740100,Center for Advanced Medicine,1951601.0,155.5,49.0,23724.4,3400 Civic Center Blvd,19104,2005
philadelphia,773740401,3600 Civic Center Garage,546010.0,3.9,,204.6,3600 Civic Center Blvd.,19104,2014
philadelphia,774001000,Ralston Mercy Douglass,56784.0,83.7,4.0,363.2,3817 MARKET STREET,19104,2000
philadelphia,774002001,Penn Presbyterian Medical Center,1143882.0,209.0,57.0,16079.1,51 North 39th St,19104,1922
philadelphia,774513500,81-3201 Arch Street,72670.0,50.9,,326.6,3201-21 Arch Street,19104,1920
philadelphia,774516000,"1,2,3,4-Main,Randell,Curtis,Alumni",330200.0,111.5,,3126.4,3101 Chestnut Street,19104,1891
philadelphia,774517051 ; 774517200  ,"8,9B,9A,9C- Creese /MacAlister /Mandell / Handschumacher",217857.0,92.4,,1710.8,3200-60 Chestnut Street,19104,1973
philadelphia,774518010,"5,6,12,53,58,61-Quad Buildings",596958.0,112.0,,5465.1,3201 Chestnut Street,19104,1898
philadelphia,774525000,"27,27A-LeBow / CAT Engineering",126910.0,111.5,,1201.6,3100-16 Market Street,19104,1989
philadelphia,774526000 ; 774525100 ; 885633160 ,"7,7A-Bossone / Commonwealth",161154.0,193.0,,2223.1,3118-38 Market Street,19104,2004
philadelphia,774528000,13-Nesbitt,81853.0,106.9,,702.3,3201-47 Market Street,19104,1970
philadelphia,774530510,"14,14A-Daskalakis Athletic Center / Recreation Center",267003.0,99.1,,2112.4,3301 Market Street,19104,1976
philadelphia,774530700,"15,16,90-Haggerty/General Service/Law",477506.0,71.3,,1594.7,3300-3350 Market Street,19104,1971
philadelphia,774551000,"55,55A,55B,55C-Academic/DesignAnnex/MathForum/Police Station",117048.0,94.9,,854.7,101 North 33rd Street,19104,1926
philadelphia,774688100,Monell Center,61589.0,176.7,,900.1,3508 Market Street,19104,1970
philadelphia,774688600,National Board of Medical Examiners,165000.0,87.1,56.0,1207.9,3750 Market Street,19104,1980
philadelphia,774688700,71-URBN Center,146918.0,79.9,,1074.7,3501 Market Street,19104,2008
philadelphia,774737900,Center Post Apartments,80733.0,78.1,49.0,351.2,55 N 40th Street,19104,1940
philadelphia,783042200,Leidy,67000.0,,,0.0,1301 BELMONT AVE,19104,1963
philadelphia,783065600,Belmont,87000.0,70.0,32.0,372.2,4030 BROWN ST,19104,1927
philadelphia,783094601,evo at Cira Centre South - vc68,478494.0,42.3,,1733.7,2930 Chestnut St,19104,2014
philadelphia,783172380,School of the Future,162211.0,62.2,46.0,752.9,4021 PARKSIDE AVE,19104,2006
philadelphia,783206951,Locke,77000.0,62.1,67.0,368.7,4550 HAVERFORD AVE,19104,1965
philadelphia,783364400,Miller,67200.0,93.6,6.0,514.7,4300 WESTMINISTER AVE,19104,1967
philadelphia,783532000,Medical Exam Building,85000.0,128.2,,1017.3,321 University Ave,19104,1970
philadelphia,783631400,McMichael,100000.0,54.5,64.0,418.3,3543 FAIRMOUNT AVE,19104,1916
philadelphia,783691500,Washington Martha,71300.0,89.8,19.0,378.1,766 N 44TH ST,19104,1930
philadelphia,881108060,Vue32,193994.0,35.1,80.0,592.1,3201 Race Street,19104,2017
philadelphia,881111120,382 - The Summit at University City,582682.0,62.7,68.0,2784.4,3400 Lancaster Ave,19104,2015
philadelphia,881111127,The Old Quaker Building,85043.0,35.9,44.0,247.4,3514-30 Lancaster Ave.,19104,1870
philadelphia,881111200,Link University City,147135.0,25.5,99.0,356.9,3600 Lancaster Ave,19104,2019
philadelphia,881111200,Link University City,147135.0,25.5,99.0,356.9,3600 Lancaster Ave,19104,2019
philadelphia,881115750,385 - University Crossings,489553.0,37.6,95.0,1697.0,3175 JFK Boulevard,19104,1926
philadelphia,881115950; 881115975; 774517051,381 - Chestnut Square,368221.0,48.7,93.0,1441.3,3200 Chestnut Square,19104,2013
philadelphia,881116111,DOMUS,430880.0,36.0,93.0,1404.6,3401 L Chestnut St,19104,2008
philadelphia,881116125,3737 Chestnut,521869.0,29.9,86.0,1307.3,3737 Chestnut Street,19104,2015
philadelphia,881117050,Wallingford Apts.,11620.0,15.1,,10.1,20 S. 39th St.,19104,1920
philadelphia,881117100,Astor,19736.0,17.5,,20.8,123 S. 39th St,19104,1920
philadelphia,881117500,Chestnut Hall (ch84),268381.0,95.7,10.0,1809.8,3900 Chestnut St.,19104,1923
philadelphia,881117800,Chestnut Arms,43776.0,83.7,,203.6,4039 Chestnut St.,19104,1920
philadelphia,881121500,Fairfax Apartments Association,42485.0,339.8,,897.8,4231-41 Locust Street ,19104,1927
philadelphia,881121600,Surrey Hall,33600.0,90.5,,166.5,329 S. 42nd St.,19104,1920
philadelphia,881122800,Webster Manor,22916.0,148.0,,186.2,4224 Osage Ave,19104,1920
philadelphia,881437000,CSE Centennial Village,75972.0,106.1,29.0,642.2,4400 West Girard Ave,19104,1978
philadelphia,881442752,4210-16 Chestnut Street,8940.0,,,0.0,4210-16 Chestnut Street,19104,2019
philadelphia,881445700,4401 Haverford Avenue,93877.0,122.5,56.0,787.9,4401 Haverford Avenue,19104,1971
philadelphia,881600113,40th Street Promenade,88949.0,67.3,,547.1,3943-45 Chestnut Street,19104,2006
philadelphia,881601401,The Axis,65380.0,100.5,41.0,488.2,20 S. 36th Street,19104,1900
philadelphia,881812305,Mantua Presbyterian Apartments,71357.0,59.6,50.0,269.6,600-18 N. 34th Street,19104,2008
philadelphia,881822470,Left Bank (th111),672682.0,34.4,,1937.7,3131 Walnut St,19104,1999
philadelphia,881822850 ; 774554000,"20,22-Calhoun & Towers Hall",217153.0,54.0,,1081.5,101 N 34th Street,19104,1972
philadelphia,881822860 ; 774566000,17-Van Rensselaer,76594.0,94.6,40.0,566.7,229 N 34TH ST (3320 Powelton),19104,1931
philadelphia,881822870 ; 774588100,19-Kelly Hall,91520.0,103.7,42.0,735.5,201 North 34th Street,19104,1967
philadelphia,881822880 ; 774635000,26-Caneris Hall,110143.0,64.4,65.0,552.8,105-25 North 32nd Street,19104,2000
philadelphia,881822890 ; 774546010,24-North Hall,167102.0,40.2,81.0,591.3,3200 Race Street,19104,1998
philadelphia,881822890 ; 774552000,21-Myers Hall,93567.0,46.9,68.0,399.6,202-14 N 33RD ST,19104,1977
philadelphia,881822900 ; 774547005,29-Race Hall,135389.0,64.0,47.0,746.9,3300 Race Street,19104,2006
philadelphia,881822910 ; 774565000,31-Millenium Hall,104653.0,59.4,58.0,523.1,223 North 34th Street,19104,2009
philadelphia,882937900,Hamilton Village,82452.0,68.4,,533.8,220 S. 40th Street,19104,1974
philadelphia,883062400,CIRA CENTRE,788093.1,59.3,82.0,4474.5,2929 ARCH STREET,19104,2005
philadelphia,883063100,2970 Market Street,60000.0,310.7,1.0,1784.0,2970 Market Street,19104,1895
philadelphia,883063100,Cira Square (T165) (JV),1481088.0,70.4,82.0,5414.9,2970 Market Street,19104,1934
philadelphia,883063410,FMC Tower at Cira Centre South,1041889.0,70.6,52.0,6342.7,2929 Walnut St.,19104,2016
philadelphia,883071700,3020 MARKET,269854.0,177.4,39.0,3190.7,3020 MARKET STREET,19104,1959
philadelphia,883071800; 885501140,The Bulletin Building,648371.0,64.2,70.0,3045.4,3001-3101R Market Street,19104,1956
philadelphia,883072000,3401 Market St.,90817.0,99.6,15.0,770.6,3401 Market St.,19104,1930
philadelphia,883073000,3535 Market,503408.0,38.3,94.0,1728.7,3535 Market Street,19104,1973
philadelphia,883073300,3701 Market St.,140913.0,213.3,1.0,2876.4,3701 Market St.,19104,2000
philadelphia,"883073610; 883073620; 883073630; 883073640; 883073650; 883073660;
883073670; 883073680",3711 Market St.,155715.0,119.5,18.0,1647.8,3711 Market St,19104,2008
philadelphia,883073690,3737 Market Street,357847.0,103.0,68.0,3007.2,3737 Market Street,19104,2014
philadelphia,883073700,30 N 41st Street Philadelphia PA (2.0 University Place),108000.0,72.8,59.0,615.8,30 N 41st Street,19104,2013
philadelphia,883076510,3440 Market St,117848.0,74.0,42.0,1797.1,3440 Market St,19104,1981
philadelphia,"883076615; 883076635; 883076640; 883076675; 883076680; 883076685;
883076690; 883076695; 883076700; 883076620; 883076625; 883076630;
883076600; 883076645; 883076650; 883076605; 883076610",3600 Market St,189262.0,60.9,,1060.7,3600 Market St.,19104,1930
philadelphia,883080550,4100 Chester / 4101 Woodland Avenue,55847.0,46.0,,218.1,4116-18 Chester Avenue,19104,1920
philadelphia,883209520,3550 Market,96038.0,83.3,45.0,531.6,3550 Market Street,19104,1989
philadelphia,883730000,Sheraton University City Hotel,252880.0,70.6,80.0,1131.9,3501 Chestnut Street,19104,1976
philadelphia,883733000,169-HWSUniversityCity,110000.0,70.5,64.0,644.2,4109 Walnut Street,19104,2010
philadelphia,884220000,Devon/Belmont LLC,150000.0,33.2,,389.4,1300 Belmont Ave.,19104,1950
philadelphia,886506750,University Park Associate,325020.0,93.1,,2083.9,3901 Market Street,19104,1978
philadelphia,771004000,Hall Mercer at PAH,70902.0,102.7,60.0,596.6,251 south 8th st,19106,1980
philadelphia,771033000,700 Duncan Building,184383.0,109.4,,865.8,700 Duncan Building,19106,1979
philadelphia,771523010;771751700,American College of Physicians Headquarters,322610.0,56.2,79.0,1269.3,190 N. Independence Mall West,19106,1998
philadelphia,771613100,NMAJH,102000.0,164.5,,1254.1,101 S Independence Mall East,19106,2010
philadelphia,771702500,Old City Presbyterian Apartments,58000.0,78.9,25.0,313.7,25 North 4th Street,19106,1970
philadelphia,771735505,Science History Institute,115000.0,97.7,,822.5,315 Chestnut Street,19106,1953
philadelphia,771737000,National Liberty Museum,84410.0,21.2,,132.8,321 Chestnut Street,19106,1905
philadelphia,771738600,"WHYY, INC",83813.0,76.0,,568.0,170 N Independence Mall W,19106,1980
philadelphia,781004550,African American Museum,32100.0,87.8,,209.3,700 Arch St,19106,1976
philadelphia,781379300,Police Administration Building,126000.0,168.1,7.0,1865.1,750 Race Street,19106,1956
philadelphia,781518600,McCall,68076.0,60.0,56.0,249.4,325 SOUTH 7TH ST,19106,1909
philadelphia,881000437,Berger Building,72300.0,,,,229 Arch Street,19106,1874
philadelphia,881003335,Mercantile Building,58000.0,23.9,87.0,129.2,20 North Front Street,19106,1831
philadelphia,881006050,Pottery,51005.0,,,,105 N 2nd Street,19106,1940
philadelphia,881006201,The Chocolate Works,109374.0,47.6,40.0,498.7,231 N Third Street,19106,1911
philadelphia,881007100,Bridge on Race -CO (bg75),163749.0,49.2,50.0,635.2,205 Race Street,19106,2017
philadelphia,8811006319,Boekel,58928.0,73.8,1.0,377.5,509 Vine St,19106,1952
philadelphia,883002510,Curtis Center,1102992.0,62.2,65.0,4645.8,170 S Independence W ML,19106,1910
philadelphia,883006500,One Washington Square,1108655.0,54.1,77.0,4780.6,510 Walnut Street,19106,1932
philadelphia,883009505,03-1-Philadelphia Head Office,919707.0,123.9,33.0,7236.8,10 Independence Mall,19106,1976
philadelphia,883009530,Cast Iron Building,124000.0,35.6,92.0,379.6,718 Arch Street,19106,1881
philadelphia,883009700,Hotel Monaco Philadelphia,194128.0,93.4,45.0,1336.7,433 Chestnut Street,19106,2012
philadelphia,883010310,One Independence Mall,446086.0,38.0,90.0,1545.0,615 Chestnut Street,19106,1981
philadelphia,883011500,WTXF TV,84596.0,201.6,,1388.7,330 Market Street,19106,1971
philadelphia,883012000,400 Market,201828.0,63.6,69.0,959.6,400 Market St.,19106,1971
philadelphia,883013010,100 Independence- DOW Building,466088.0,67.2,55.0,2297.5,100 S Independence Mall West,19106,1965
philadelphia,883014000,Colonial Penn Life Insurance,153376.0,72.3,,744.0,399 Market Street,19106,1974
philadelphia,883014510,140399_Plaza,516562.2,170.6,27.0,6539.9,101 North Independence Mall E,19106,1972
philadelphia,883101010,Bourse Building,413228.0,42.7,,1382.5,111 S. Independence Mall East,19106,1895
philadelphia,883249500,The Lits Building,880000.0,53.0,71.0,4219.6,701 Market Street,19106,1986
philadelphia,883300400,CHUBB Philadelphia,350577.0,51.1,86.0,1437.7,436 Walnut Street,19106,1925
philadelphia,883400500,Walnut Towers,443793.0,156.6,11.0,3207.4,834 Walnut St,19106,1987
philadelphia,883400500,Walnut Towers,443793.0,156.6,11.0,3207.4,834 Walnut St,19106,1987
philadelphia,883409600,Bourse Garage,172322.0,7.2,,115.8,400 Ranstead St.,19106,1989
philadelphia,883710005,Marriott Old City,285000.0,77.6,61.0,1629.0,One Dock Street,19106,1985
philadelphia,883710500,Holiday Inn Express Penns Landing,87000.0,47.7,83.0,325.4,100 North Columbus Blvd.,19106,1986
philadelphia,883710700,Hilton Pennslanding Philadelphia,607800.0,64.8,94.0,2578.0,201 S Columbus Blvd,19106,1999
philadelphia,883711500,Renaissance Philadelphia,144500.0,71.8,38.0,828.1,401 Chestnut Street,19106,1989
philadelphia,884018803,(PA2420) - Pier 3 Condominiums,343800.0,41.6,17.0,1175.1,3 North Columbus Blvd,19106,1923
philadelphia,888035586,227-31 South 6th Street,61845.0,35.2,75.0,187.8,227-31 South 6th Street,19106,1900
philadelphia,888036248,(PA2407) - Old City 108 Condominiums,66000.0,44.6,65.0,251.2,108 Arch St.,19106,2004
philadelphia,888037050,(PA2414) - Metroclub Condominiums,167542.0,48.4,82.0,727.9,201 N 8th St,19106,2005
philadelphia,888037672,421 Chestnut Street,54000.0,69.0,,307.1,421 Chestnut Street,19106,1857
philadelphia,888051083,Hopkinson House,930000.0,33.6,100.0,1919.3,604 S Washington Square,19106,1963
philadelphia,888051126,Independence Place Owners Association,663502.0,39.8,46.0,2527.2,241 S. 6th St.,19106,1981
philadelphia,888056200,The WireWorks Historic Condominiums,68815.0,40.8,70.0,268.5,301 Race Street,19106,1899
philadelphia,888056500,Bridgeview Place,170000.0,49.7,59.0,630.7,315 New St.,19106,1990
philadelphia,888058116,National at Old City Condominiums,81616.0,37.1,95.0,250.0,113 N. Bread St. ,19106,2006
philadelphia,888059176,(PA2418) - Ayer Condominium,107879.0,124.1,1.0,1037.3,210 W. Washington Square,19106,1929
philadelphia,888060400,(PA2449) - Pier 5 COA,223950.0,28.5,80.0,560.1,7 N. Columbus Blvd,19106,1985
philadelphia,888110000,York Square Condominium Association,108000.0,32.7,94.0,274.3,319 Vine Street,19106,2005
philadelphia,771005500,Farm Journal,102855.0,186.7,30.0,1398.3,230 S. 7th St,19107,1910
philadelphia,771006900,JHN Building,329142.0,253.6,59.0,4852.4,900 WALNUT STREET,19107,1980
philadelphia,771016000,Hamilton Building,271786.0,94.4,67.0,1145.7,1001 Locust Street,19107,2007
philadelphia,771017500,901 Walnut Street Building,85000.0,114.6,47.0,758.8,901 Walnut Street,19107,2010
philadelphia,771035000  771005200,Parking Deck 1,220890.0,4.7,,100.4,317 south 8th st,19107,1963
philadelphia,771524000,PODIATRIC - UNIVERSITY,146805.0,83.7,,1047.6,800 RACE STREET,19107,2000
philadelphia,771618000,CO/GLC 16200/900 RACE ST/PHILADELPHIA/PA,488657.0,146.0,,6696.7,900 RACE ST,19107,1905
philadelphia,771695000,Nevil Building,135825.0,60.8,70.0,681.3,919 Walnut Street,19107,1906
philadelphia,771717000,"On Lok House, Inc.",51360.0,32.0,82.0,157.2,209-19 N. 10th Street,19107,1984
philadelphia,771739000,Historical Society of Pennsylvania,71316.0,88.5,,494.8,1300 Locust Street,19107,1910
philadelphia,772505410,Terra Hall,273901.0,82.3,,1819.2,201-11 South Broad Street,19107,1911
philadelphia,772508050,Spruce Residence Hall,79412.0,47.2,,317.7,1224-34 Spruce Street,19107,1922
philadelphia,772508070,Juniper Residence Hall,79233.0,43.0,76.0,300.8,311 South Juniper Street,19107,1923
philadelphia,781005600,Exhibit Hall && Train Shed Bldg,1100000.0,56.6,,4837.0,1101 Arch Street,19107,1993
philadelphia,781020810,PA Convention Center Annex,900000.0,39.0,,2884.2,111 N. Broad Street,19107,2011
philadelphia,781092450,Criminal Justice Center (CJC),600000.0,89.5,37.0,4553.0,1301 Filbert Street,19107,1994
philadelphia,881006372,Crane Chinatown,159485.0,33.8,92.0,462.3,1001 Vine Street,19107,2019
philadelphia,881008225,American Postal Workers House,217980.0,37.2,53.0,769.4,801 Locust Street,19107,1979
philadelphia,881008230,Saint George Senior Housing Corp,48000.0,141.7,6.0,486.4,850 Locust Street,19107,1973
philadelphia,881008255,Orlowitz Building,206891.0,39.2,93.0,618.6,"1000 Walnut St, ",19107,1967
philadelphia,881009435,Cosmopolitan Apartments,205200.0,37.1,73.0,622.8,205-27 S 12th Street,19107,1986
philadelphia,881011115,1213 Walnut,300000.0,46.3,68.0,1161.0,1213 Walnut Street,19107,2017
philadelphia,881014605,1011 Race St,50100.0,16.4,100.0,68.6,1011 Race St,19107,1980
philadelphia,881015000,Chancellor Apartments,128337.0,77.0,79.0,630.9,206 S. 13th Street,19107,1920
philadelphia,881519420,The Wolf Building,165000.0,18.5,100.0,283.0,330-48 N 12th Street,19107,1920
philadelphia,881519440,Goldtex,140363.0,65.6,6.0,880.8,315-23 N. 12th Street,19107,2014
philadelphia,"882018800, 881012001, 883401800",1102 Market,355718.0,72.5,20.0,1670.2,1100 Market Street,19107,2017
philadelphia,"882018810, 881012002",1150 Market,214097.0,126.5,1.0,1953.9,1199 Ludlow St,19107,2018
philadelphia,882497400,"Treeco Manor, LP",81423.0,56.4,,389.1,1330-1336 Chestnut Street,19107,1930
philadelphia,882901100,Meritis Group LLC,60000.0,216.0,,745.0,"1209 Vine Street, Philadelphia",19107,1908
philadelphia,883009600,801 Arch Street,195018.0,52.3,71.0,973.2,801 Arch Street,19107,1975
philadelphia,883010900,125 S. 9th (Sheridan Building),98866.0,48.4,72.0,446.9,125 S. 9th St.,19107,1916
philadelphia,883016200,"211 N. 13th Street Associates, LP",83059.0,58.5,27.0,384.2,211 N. 13th Street,19107,1920
philadelphia,883017900,34 S. 11th,228110.0,44.8,76.0,959.2,34 S. 11th St.,19107,2017
philadelphia,883021000,Goldman Properties - 1315 Walnut Street,246310.0,45.1,76.0,1026.3,1315 Walnut Street,19107,1923
philadelphia,883024500,121 S. Broad,143776.0,64.2,45.0,883.6,121 S. Broad St.,19107,1900
philadelphia,883026005,215 S. Broad,50456.0,80.7,29.0,359.9,215 S. Broad St.,19107,1930
philadelphia,883102000,301 Duncan,43739.0,45.0,80.0,188.2,301 South 8th st alt 716-30 Spruce,19107,1959
philadelphia,883308700,Jefferson Center,759072.0,60.3,80.0,3635.8,1101 Market Street,19107,1984
philadelphia,883309000,SEPTA Headquarters,801840.0,27657.2,1.0,1313508.0,1234 Market Street,19107,1973
philadelphia,883311000,1207 Chestnut,51676.0,69.3,48.0,313.5,1207-09 Chestnut Street,19107,1925
philadelphia,883311500,1211 Chestnut,100572.0,59.7,67.0,508.2,1211 Chestnut St.,19107,1919
philadelphia,883312000,The Widener Building,539110.0,62.8,49.0,2528.9,1327-39 Chestnut Street,19107,1914
philadelphia,883313700,925 Chestnut Street,262308.0,83.8,76.0,1851.2,925 Chestnut Street,19107,1931
philadelphia,883318500,One South Broad,517975.0,61.1,44.0,2770.9,1 South Broad Street,19107,1932
philadelphia,883401700,Urban Growth Property,220000.0,8.7,,182.6,107 South 10th Street,19107,2005
philadelphia,883402000,923 Walnut Street Garage,54575.0,7.1,,37.1,923 Walnut,19107,1960
philadelphia,883402500,UGP Juniper/Locust LLC,100000.0,5.5,,52.9,1327 Locust St,19107,1950
philadelphia,883430000,Stephen Pang,108108.0,26.7,,203.5,1030-38 Race Street,19107,1985
philadelphia,883430501,Parametric Garage Associates,301036.0,10.9,,305.0,1027 Filbert Street,19107,1983
philadelphia,883430501,Parametric Garage Associates,301036.0,10.9,,305.0,1027 Filbert Street,19107,1983
philadelphia,883430700,12th and Filbert,316013.0,5397.9,,113530.5,1201 Filbert Street,19107,2002
philadelphia,883700000,Holiday Inn Express Midtown,110000.0,52.1,68.0,486.7,1305 Walnut Street,19107,1964
philadelphia,883702001,Doubletree Hotel,565764.0,42.8,96.0,2059.9,233 South Broad Street,19107,1983
philadelphia,883704500,33703-Philadelphia,1294004.0,91.2,71.0,8548.4,1201 Market Street,19107,1995
philadelphia,883704600,57164- Residence Inn Philadelphia - Center City,243058.0,94.3,32.0,1934.3,One East Penn Square,19107,1990
philadelphia,883704700,The Notary Hotel - 27109,440000.0,71.9,85.0,2497.6,21 Juniper St. @ Filbert St.,19107,1999
philadelphia,883704760,097-HXPhiladelphia,159885.0,41.3,95.0,561.7,1301 Race Street,19107,2001
philadelphia,883704850,Aloft Philadelphia Downtown,101386.0,71.1,60.0,641.2,101 N Broad st,19107,1926
philadelphia,883741600,3132B-Courtyard Philadelphia South,107000.0,73.2,73.0,594.1,1001 Intrepid Ave,19107,2014
philadelphia,884033000,U-Haul Moving and Storage of Philadelphia (808042),97540.0,41.6,,326.9,31422 N 13th ST,19107,1910
philadelphia,886617600,Francis House of Peace,55000.0,81.6,37.0,345.2,810 Arch St ,19107,2015
philadelphia,886717500,Connelly House,60000.0,80.7,46.0,115.4,1212 Ludlow St,19107,2010
philadelphia,886806500,John C. Anderson Apartments,62925.0,31.6,88.0,172.4,249-57 S. 13th Street,19107,2013
philadelphia,886810726,Washington Square West (wh84),103673.0,38.7,86.0,319.6,220 S 11th Street,19107,1982
philadelphia,888030546,1027 Arch Street Lofts in the Pitcairn Building,106100.0,38.6,58.0,373.7,1027 Arch Street,19107,2001
philadelphia,888038054,Arch Street Exchange Condominium,60640.0,20.5,100.0,115.8,1230 Arch Street,19107,1912
philadelphia,888038512,The White Building,53591.0,76.2,,369.2,105 S. 12th St. ,19107,1900
philadelphia,888050493,Center City One,288000.0,49.2,79.0,903.9,1326 Spruce St,19107,1976
philadelphia,888052314,Strickland Condos,79733.0,75.9,38.0,411.9,1014 Spruce St,19107,1815
philadelphia,888053901,The Franklin Residences,478920.0,84.8,10.0,3289.8,834 Chestnut Street,19107,1925
philadelphia,888071554,(PA2492) - Bentwood Condos,58620.0,74.2,50.0,340.2,1010 Race Street,19107,1916
philadelphia,888071998,1100 Vine Street,248832.0,39.6,70.0,842.5,1100 Vine Street,19107,1900
philadelphia,888072274,Lenox Condominiums,79923.0,49.0,84.0,288.7,250 S. 13th Street,19107,1920
philadelphia,888110586,Victory Building,98656.0,69.8,,592.8,1001-13 CHESTNUT ST,19107,1891
philadelphia,888112952,(PA2422) - The Pearl,160920.0,23.7,93.0,365.6,111 N 9th Street,19107,2007
philadelphia,888115201,(PA2345) - Arts Condominium,232000.0,88.2,57.0,1335.3,1324 Locust Street,19107,1922
philadelphia,778024500,Jeanes Hospital,551473.0,399.2,,14716.8,7600 Central Avenue,19111,1926
philadelphia,778030510,Philadelphia,39600.0,304.0,1.0,889.2,6129 Palmetto St,19111,2000
philadelphia,778531800,Tacony Academy Charter School,76500.0,44.8,99.0,124.9,1330 Rhawn Street,19111,1978
philadelphia,778655005,CO/GLC 17120/7254 RISING SUN AVE/PHILADELPHIA/PA,55539.0,192.6,,992.7,7254 RISING SUN AVE,19111,1905
philadelphia,778788965,Gloria Dei Estates,122728.0,57.5,54.0,576.5,1304 Rhawn,19111,1998
philadelphia,786082200,Northeast,310296.0,76.9,53.0,1422.7,1601 COTTMAN AVE,19111,1957
philadelphia,786082400,Wilson W,139500.0,19.0,97.0,198.8,1800 COTTMAN AVE,19111,1928
philadelphia,786264650,Fels HS,249787.0,94.6,7.0,1880.2,1001 DEVEREUX AVE,19111,2009
philadelphia,786455000,Fox Chase,52500.0,50.3,53.0,209.9,700 RHAWN ST,19111,1949
philadelphia,786517600,Carnell,74885.0,3972.4,1.0,22074.7,1100 DEVEREAUX AVE,19111,1931
philadelphia,786543400,Moore,67701.0,50.6,62.0,214.0,6900 Summerdale Ave,19111,1980
philadelphia,881130500,Regency Park Apartments,298995.0,43.0,43.0,1066.9,800 Cottman Avenue,19111,1975
philadelphia,881159500,Duffield House Apartments,306629.0,88.1,32.0,1525.4,3701 Conshohocken Avenue,19111,1964
philadelphia,881168000,Algon Flats,83475.0,53.3,75.0,335.1,7810-20 Algon Ave,19111,1963
philadelphia,881169000,7801 Algon,61876.0,82.3,27.0,313.0,7801 Algon Avenue,19111,1966
philadelphia,881224350,Cedar Views Apartments,130300.0,11.8,100.0,77.6,300 Ernest Way,19111,2006
philadelphia,881449400,The Philadelphia Protestant Home,647165.0,51.4,69.0,2292.0,6401 Martins Mill Road,19111,1965
philadelphia,882172500,Sloane Toyota,231000.0,87.8,,351.1,1546 Cottman Ave,19111,1989
philadelphia,882842425,Shop Rite Oxford Ave.,63342.0,252.9,27.0,1289.1,6301 Oxford Ave,19111,1996
philadelphia,883812500,5 Crescent Drive,207000.0,41.2,82.0,791.7,5 Crescent Drive,19111,2013
philadelphia,884220900,23216-Philadelphia / Oxford AVE,103528.0,3.6,,35.4,6225 Oxford Ave,19111,2000
philadelphia,884220920,0981-Philadelphia - Oxford Ave.,62835.0,8.2,,49.6,6204 Oxford Ave,19111,2009
philadelphia,,Barringer Building,140000.0,41.4,90.0,440.3,950 Walnut Street,19114,1976
philadelphia,778017000,Torresdale Hospital,943136.0,252.5,67.0,9772.4,10800 Knights Road,19114,1970
philadelphia,778113000,Christ the King,100012.0,26.7,99.0,160.1,3252 Chesterfield Rd.,19114,1963
philadelphia,778501500,Nazareth Academy High School,88320.0,48.3,88.0,267.9,4001 Grant Avenue,19114,1920
philadelphia,786002100,Holme,73000.0,54.3,41.0,273.7,9120 ACADEMY RD,19114,1950
philadelphia,786332800,Hancock,66000.0,39.5,77.0,193.0,3700 MORRELL AVE,19114,1967
philadelphia,786441600,Swenson CTE,171922.0,85.6,16.0,1096.0,2750 RED LION RD,19114,1976
philadelphia,881189000,2555 Welsh Road - Atrium Apartments,148000.0,46.5,74.0,479.0,2555 Welsh Road,19114,1963
philadelphia,881191500,Welshwood Apartments,208761.0,70.9,45.0,948.4,2661-2669 Willits Rd.,19114,1967
philadelphia,881193500,Victoria Woods,256300.0,57.4,47.0,1108.0,9601 Ashton Rd.,19114,1971
philadelphia,881233101,Beacon Pointe Apartments,138166.0,27.3,100.0,222.0,9503 State Road,19114,1980
philadelphia,881233520,9951 Academy Road,133143.0,70.1,56.0,605.3,9951 Academy Road,19114,1960
