city,property_id,property_name,property_type,site_eui,energy_star_score,total_ghg_mtco2e,address,zip
denver,4525,Oneida Property LLC,Office,67.3,64.0,267.3,Portfolio Manager,80224
denver,1721,39th Avenue Business Park,Office,61.5,79.0,128.5,Portfolio Manager,80239
denver,2813,Mile High Thrift Store,Office,48.0,74.0,177.0,Portfolio Manager,80227
denver,5585,Columbine Place,Office,44.6,75.0,1172.1,Portfolio Manager,80202
denver,2402,Market Center,Office,65.4,89.0,674.7,Portfolio Manager,80202
denver,6017,HUB South,Office,42.4,94.0,1623.2,Portfolio Manager,80205
denver,2206,Enterprise Coworking,Office,50.6,97.0,235.6,Portfolio Manager,80205
denver,6106,CDOT HQ/R1 Building,Office,43.2,99.0,799.3,Portfolio Manager,80204
denver,1581,DENVER Enterprise Park #47154,Office,69.7,71.0,1364.3,Portfolio Manager,80238
denver,3166,1401 Zuni Street,Office,43.1,89.0,316.9,Portfolio Manager,80204
denver,5223,The Colorado Building,Office,77.3,64.0,451.3,Portfolio Manager,80202
denver,4441,Lewan Office Center,Office,89.3,77.0,532.8,Portfolio Manager,80222
denver,3646,1221 S. Clarkson St,Office,120.1,40.0,346.2,Portfolio Manager,80210
denver,6113,Financial House,Office,63.4,66.0,1021.3,Portfolio Manager,80206
denver,2252,Wazee Exchange,Office,45.4,82.0,339.7,Portfolio Manager,80202
denver,6022,"East 2nd Ave Investors, LLC",Office,76.1,55.0,288.2,Portfolio Manager,80206
denver,2203,Bindery,Office,68.1,80.0,348.5,Portfolio Manager,80205
denver,5383,"Q34, LLC",Office,101.8,19.0,1760.3,Portfolio Manager,80207
denver,4414,Midtown Investments,Office,74.6,54.0,261.4,Portfolio Manager,80246
denver,1595,Double MVJ Office Bldg,Office,113.3,43.0,819.6,Portfolio Manager,80239
denver,4462,BELLAIRE PLACE,Office,129.4,36.0,1004.3,Portfolio Manager,80222
denver,1467,Outdoor Systems,Office,72.9,60.0,149.9,Portfolio Manager,80216
denver,2455,1705 17th St,Office,59.6,70.0,1054.0,Portfolio Manager,80202
denver,3154,Hispanic Heritage Center,Office,69.9,75.0,229.2,Portfolio Manager,80204
denver,2227,711 Building,Office,83.1,58.0,376.5,Portfolio Manager,80202
denver,5136,"GAB Delaware, LLC",Office,86.0,64.0,191.8,Portfolio Manager,80204
denver,2217,2601 Blake St,Office,52.3,79.0,255.0,Portfolio Manager,80205
denver,3669,Acoma Street Campus,Office,37.1,84.0,182.6,Portfolio Manager,80223
denver,3470,90 Madison St.,Office,76.4,69.0,466.5,Portfolio Manager,80206
denver,2397,1730 Blake Street,Office,53.3,73.0,338.7,Portfolio Manager,80202
denver,2726,201 E. Colfax,Office,41.2,78.0,547.7,Portfolio Manager,80203
denver,5233,1644 Platte,Office,43.8,84.0,612.1,Portfolio Manager,80202
denver,5868,601 Broadway (Administration),Office,35.2,92.0,1429.4,Portfolio Manager,80204
denver,2041,Drive 2,Office,53.4,67.0,413.2,Portfolio Manager,80216
denver,5486,Administration and Education Building,Office,76.9,58.0,300.8,Portfolio Manager,80216
denver,5427,Westgold,Office,81.5,71.0,1155.9,Portfolio Manager,80237
denver,2574,621 Seventeenth Street,Office,55.4,78.0,3318.0,Portfolio Manager,80293
denver,2004,4045 Pecos St,Office,42.0,85.0,216.0,Portfolio Manager,80211
denver,2610,Writer Square,Office,156.4,18.0,1955.8,Portfolio Manager,80202
denver,2428,One Union Station,Office,106.2,29.0,1861.1,Portfolio Manager,80202
denver,2593,1600 Stout,Office,84.4,23.0,2810.6,Portfolio Manager,80202
denver,2406,"Carter Rice Building, LLC",Office,98.4,40.0,330.1,Portfolio Manager,80202-1337
denver,2040,Drive 1,Office,70.6,61.0,284.5,Portfolio Manager,80216
denver,3483,50 S Steele,Office,104.6,65.0,1191.2,Portfolio Manager,80209
denver,4123,"InnovAge Lowry, Bldg. ID 4123",Office,44.2,71.0,312.9,Portfolio Manager,80230
denver,2756,Downing NP Tower,Office,65.1,72.0,325.0,Portfolio Manager,80218
denver,5253,Employers Council,Office,111.4,0.0,343.6,Portfolio Manager,80203
denver,3141,DOTS,Office,137.8,31.0,865.6,Portfolio Manager,80203
denver,2226,2399 Blake st,Office,99.0,45.0,775.6,Portfolio Manager,80205-2101
denver,3506,CIRSA,Office,73.8,47.0,291.2,Portfolio Manager,80209
denver,1071,4555 Airport Way,Office,62.1,60.0,878.0,Portfolio Manager,80239
denver,5554,i3logix,Office,93.2,58.0,272.7,Portfolio Manager,80238
denver,5531,8269 E 23rd Ave.,Office,56.5,86.0,426.6,Portfolio Manager,80238
denver,2392,Grand Central Building,Office,47.3,93.0,276.2,Portfolio Manager,80202
denver,4826,iHeart Radio,Office,108.5,22.0,1103.1,Portfolio Manager,80237
denver,3133,Sherman Center,Office,84.6,59.0,975.9,Portfolio Manager,80203
denver,1664,Traffic Center,Office,171.8,51.0,357.1,Portfolio Manager,80239
denver,4380,"Forest Park Realty Investments, LLC",Office,98.2,42.0,744.1,Portfolio Manager,80246
denver,2585,Daniels and Fisher Tower,Office,61.5,57.0,348.6,Portfolio Manager,80202
denver,4460,Colorado Club Office Building,Office,128.7,62.0,1403.5,Portfolio Manager,80222
denver,2992,Brownleigh Court,Office,92.3,68.0,198.1,Portfolio Manager,80203
denver,4381,"Forest Park Realty Investments, LLC",Office,145.7,14.0,573.4,Portfolio Manager,80246
denver,3368,Fentress Architects,Office,99.2,34.0,476.4,Portfolio Manager,80203
denver,4348,6795 - 6825 East Tennessee Ave,Office,82.6,71.0,1058.4,Portfolio Manager,80224
denver,3011,Colorado State Capitol - 200 E. Colfax,Office,43.3,88.0,1487.4,Portfolio Manager,80203
denver,3690,Empire Park Realty Investments LLC,Office,96.5,48.0,1650.7,Portfolio Manager,80222
denver,5186,1430 Wynkoop,Office,66.2,51.0,362.0,Portfolio Manager,80202
denver,4778,Bevans Building,Office,44.5,51.0,201.5,Portfolio Manager,80224
denver,3439,299 Milwaukee,Office,121.5,25.0,453.5,Portfolio Manager,80206
denver,3054,Speer Office Tower,Office,96.5,71.0,1413.4,Portfolio Manager,80204
denver,5218,158 Fillmore St,Office,81.5,73.0,360.5,Portfolio Manager,80206
denver,2163,Monde Arts LLC,Office,49.4,89.0,180.1,Portfolio Manager,80205
denver,2289,Root Building,Office,95.5,25.0,671.9,Portfolio Manager,80202
denver,4499,Denver Options dba Rocky Mountain Human Services,Office,73.5,67.0,431.3,Portfolio Manager,80231
denver,3958,Vitalant,Office,191.6,0.0,2845.2,Portfolio Manager,80230
denver,3019,Bannock Building,Office,79.6,39.0,642.8,Portfolio Manager,80204
denver,4461,Tower Colorado,Office,70.0,86.0,1167.1,Portfolio Manager,80222
denver,5124,100 Fillmore,Office,73.4,77.0,855.9,Portfolio Manager,80206
denver,2480,1055 Auraria,Office,12.7,100.0,52.8,Portfolio Manager,80204
denver,5490,633 17th Street,Office,51.4,84.0,4378.1,Portfolio Manager,80202
denver,1542,Compliance Solutions Building,Office,34.5,95.0,138.9,Portfolio Manager,80207
denver,2716,120667_Denver Motorbank,Office,172.5,17.0,2459.7,Portfolio Manager,80274
denver,3736,2425 S. Colorado Blvd.,Office,108.7,48.0,297.3,Portfolio Manager,80222
denver,5830,50-Fifty DTC,Office,47.9,88.0,1271.4,Portfolio Manager,80237
denver,2482,1201 Auraria Parkway,Office,29.5,96.0,305.4,Portfolio Manager,80204
denver,2710,Emily Griffith Campus,Office,58.2,70.0,2667.2,Portfolio Manager,80203
denver,3400,MDC Nicola 101 University Blvd LP,Office,51.0,70.0,512.6,Portfolio Manager,80206
denver,4740,"O'Kane Family Partnership, L.L.L.P.",Office,47.3,83.0,180.1,Portfolio Manager,80237
denver,2932,Alta Court,Office,44.9,90.0,165.4,Portfolio Manager,80218
denver,3425,250 Steele,Office,101.0,19.0,460.2,Portfolio Manager,80206
denver,2037,Freight on the River,Office,52.0,84.0,134.5,Portfolio Manager,80216
denver,3051,CO0054ZZ-CESAR E. CHAVEZ MEMORIAL BUILDING,Office,37.1,94.0,1166.9,Portfolio Manager,80204
denver,5183,Adar Sheni,Office,78.2,48.0,389.0,Portfolio Manager,80202
denver,3445,Offices at 210 University,Office,62.4,86.0,1163.5,Portfolio Manager,80206
denver,4698,The Offices @ El Jebel,Office,81.6,59.0,294.0,Portfolio Manager,80231
denver,3968,Recovery Center,Office,72.5,62.0,890.4,Portfolio Manager,80220
denver,6024,Stapleton Office Building,Office,63.0,49.0,463.5,Portfolio Manager,80238
denver,3442,252 Clayton,Office,104.7,33.0,355.3,Portfolio Manager,80206
denver,2359,1525 Raleigh Street,Office,66.2,64.0,405.4,Portfolio Manager,80204
denver,3354,KUSATV,Office,130.6,20.0,1715.8,Portfolio Manager,80203
denver,5216,Zang Building,Office,85.7,42.0,444.0,Portfolio Manager,80202
denver,2825,DJCB LLC,Office,68.5,79.0,515.9,Portfolio Manager,80227
denver,1589,HAB Properties LLC,Office,79.5,81.0,557.1,Portfolio Manager,80239
denver,3554,Broadway Station - 900 and 990 S. Broadway,Office,162.8,81.0,7307.3,Portfolio Manager,80209
denver,2938,Emerson School,Office,44.2,84.0,130.1,Portfolio Manager,80218
denver,3464,The Citadel,Office,43.9,86.0,1081.8,Portfolio Manager,80209
denver,3846,Edmondson Evans,Office,39.1,90.0,107.1,Portfolio Manager,80223
denver,4520,Oneida Towers,Office,80.9,60.0,612.4,Portfolio Manager,80224
denver,3189,Prism Workspaces,Office,66.2,84.0,147.5,Portfolio Manager,80204
denver,2421,Elephant Corral,Office,34.7,87.0,252.5,Portfolio Manager,80202
denver,3453,One Fillmore,Office,100.2,0.0,496.7,Portfolio Manager,80206
denver,2149,The Source,Office,124.0,0.0,550.5,Portfolio Manager,80216
denver,3157,Bill Daniels Veteran Services Center - 3157,Office,49.3,0.0,185.1,Portfolio Manager,80204
denver,2408,Millennium Financial Center,Office,104.3,58.0,2310.1,Portfolio Manager,80202
denver,4150,CO0011 - REGIONAL OFFICE - COLORADO,Office,94.4,79.0,1278.6,Portfolio Manager,80247
denver,2594,Equitable Building,Office,61.1,82.0,1185.9,Portfolio Manager,80202
denver,3225,8th Ave,Office,38.5,84.0,145.9,Portfolio Manager,80204
denver,4741,Yosemite SPE LLC,Office,111.1,58.0,1580.3,Portfolio Manager,80237
denver,4828,Monaco Plaza,Office,56.9,54.0,552.6,Portfolio Manager,80237
denver,2396,Seventeen 55,Office,57.4,84.0,1012.6,Portfolio Manager,80202
denver,2705,Colorado Education Association,Office,86.9,31.0,411.9,Portfolio Manager,80203
denver,2811,EVstudio,Office,80.7,59.0,317.1,Portfolio Manager,80212
denver,3035,1375 Sherman,Office,76.1,78.0,859.0,Portfolio Manager,80203
denver,6068,Dahlia,Office,48.4,70.0,408.7,Portfolio Manager,80207
denver,3475,204102-DPF Cherry Creek LLC,Office,66.4,71.0,1134.8,Portfolio Manager,80206
denver,5653,Copy of One Belleview Station,Office,65.4,73.0,3589.6,Portfolio Manager,80237
denver,4040,200 Spruce LLC,Office,59.2,62.0,306.1,Portfolio Manager,80230
denver,3028,The Chancery Sentinel LLC,Office,72.9,79.0,2049.1,Portfolio Manager,80203
denver,3350,American Red Cross-Mile High Region Headquarters,Office,26.5,97.0,177.8,Portfolio Manager,80203
denver,3471,Young Americans Education Foundation,Office,81.3,29.0,390.9,Portfolio Manager,80206
denver,5611,700 17th St,Office,117.0,50.0,2623.8,Portfolio Manager,80202
denver,3527,Royal Crest Dairy,Office,105.2,36.0,553.1,Portfolio Manager,80209
denver,4343,Monaco Tower,Office,91.9,56.0,585.6,Portfolio Manager,80224
denver,3709,"Colorado Executive Club Building, LLC",Office,56.7,89.0,695.1,Portfolio Manager,80210
denver,5438,Frontier Airlines HQ,Office,159.9,10.0,2043.7,Portfolio Manager,80239
denver,1918,CRMF,Office,170.1,19.0,4236.2,Portfolio Manager,80216
denver,4907,Denver - Tech Center #06029,Office,106.8,35.0,530.0,Portfolio Manager,80237-192
denver,4451,Tower 1660,Office,92.2,60.0,1228.7,Portfolio Manager,80222
denver,5493,Belleview Corporate Plaza I - 6501 E. Belleview Ave,Office,54.8,65.0,845.5,Portfolio Manager,80111
denver,2764,1245 E Colfax,Office,55.8,69.0,341.9,Portfolio Manager,80218
denver,3253,Valiant,Office,61.2,78.0,220.4,Portfolio Manager,80204
denver,2213,2501 Blake St,Office,66.6,72.0,253.2,Portfolio Manager,80205
denver,3178,1600 W 12TH AVE,Office,21.1,0.0,1681.2,Portfolio Manager,80204-3412
denver,2405,JP Plaza,Office,89.4,14.0,949.6,Portfolio Manager,80202
denver,4695,Americenter I,Office,101.4,56.0,552.6,Portfolio Manager,80231
denver,3493,155 S. Madison,Office,83.4,56.0,396.6,Portfolio Manager,80209
denver,5842,Flight,Office,31.3,81.0,743.2,Portfolio Manager,80216
denver,2035,Taxi 1,Office,75.0,61.0,205.7,Portfolio Manager,80216
denver,3693,Belcaro Place,Office,80.0,62.0,1732.2,Portfolio Manager,80210
denver,5312,201 Columbine Street (2nd & Josephine),Office,116.6,33.0,464.1,Portfolio Manager,80206
denver,1119,Four Gateway Centre,Office,69.6,63.0,623.5,Portfolio Manager,80239
denver,2386,"Blake Street Terrace (Tax assessor 1836, Street address 1860)",Office,115.3,48.0,1407.9,Portfolio Manager,80202
denver,5492,620DC890 -- Denver-KS Dry Grocery Office,Office,57.9,73.0,1567.4,Portfolio Manager,80223
denver,5484,Colorado State Board of Land - 600 Grant,Office,46.4,79.0,1028.8,Portfolio Manager,80203
denver,5277,Colorado Center - Annex,Office,64.2,40.0,666.3,Portfolio Manager,80222
denver,3291,Dunkeld Co LLC,Office,50.0,83.0,169.2,Portfolio Manager,80204
denver,2996,The Salvation Army DHQ,Office,81.5,42.0,229.0,Portfolio Manager,80203
denver,4597,Dickenson Place,Office,84.5,58.0,415.8,Portfolio Manager,80222
denver,4854,Belleview Corporate Plaza II - 4900 S. Monaco St,Office,84.3,60.0,1142.5,Portfolio Manager,80237
denver,5873,Civica Cherry Creek,Office,56.9,56.0,1122.3,Portfolio Manager,80206
denver,5053,American Water Works Assocation,Office,57.8,88.0,562.4,Portfolio Manager,80235
denver,2707,Denver Tower,Office,61.4,81.0,420.3,Portfolio Manager,80203
denver,2559,CO0006ZZ-U.S. CUSTOM HOUSE,Office,57.3,85.0,1560.6,Portfolio Manager,80202
denver,5309,THE LAB,Office,58.9,88.0,754.3,Portfolio Manager,80202
denver,5850,Riverview @ 1700 Platte,Office,45.2,88.0,1439.4,Portfolio Manager,80202-1039
denver,3126,"899 Logan, LLC",Office,89.3,66.0,601.6,Portfolio Manager,80203
denver,5591,1899 Wynkoop,Office,52.4,89.0,1423.9,Portfolio Manager,80202
denver,2643,Denver Club,Office,88.3,58.0,2220.1,Portfolio Manager,80202
denver,5599,Petroleum Building,Office,63.7,78.0,1498.0,Portfolio Manager,80202
denver,2671,1800 Grant,Office,55.3,84.0,1107.6,Portfolio Manager,80203
denver,3036,1313 Sherman,Office,41.3,91.0,1082.7,Portfolio Manager,80203
denver,4811,4350 South Monaco,Office,50.2,75.0,1189.0,Portfolio Manager,80237
denver,5681,1144 15th Street,Office,29.2,96.0,3904.2,Portfolio Manager,80202
denver,2700,Logan Tower,Office,86.8,33.0,1053.6,Portfolio Manager,80210
denver,2566,1875 Lawrence,Office,55.1,67.0,1954.9,Portfolio Manager,80202
denver,2704,1570 Grant,Office,45.9,92.0,254.0,Portfolio Manager,80203
denver,3477,3300,Office,36.7,76.0,582.8,Portfolio Manager,80206
denver,2609,Park Central Denver-1515 Arapahoe,Office,58.2,90.0,3910.0,Portfolio Manager,80202
denver,4869,Stanford One,Office,43.7,87.0,2210.4,Portfolio Manager,80237
denver,2714,Lincoln Crossing,Office,53.6,81.0,3970.2,Portfolio Manager,80203
denver,1761,8000 E. 36th Ave Denver CO (FBI Denver),Office,43.5,88.0,1717.7,Portfolio Manager,80238
denver,2565,1800 Larimer,Office,57.6,82.0,4786.8,Portfolio Manager,80202
denver,2573,1801 California,Office,36.4,89.0,14619.8,Portfolio Manager,80202
denver,5668,Stanford Place III,Office,40.2,84.0,2765.7,Portfolio Manager,80237
denver,2583,Tabor Center - Office,Office,40.5,80.0,3994.7,Portfolio Manager,80202
denver,2401,Guaranty Bank Building (LoDo Towers),Office,36.7,95.0,1332.4,Portfolio Manager,80202
denver,2435,1515 Wynkoop,Office,39.3,89.0,2104.3,Portfolio Manager,80202
denver,4872,7979 E. Tufts,Office,54.1,81.0,3384.2,Portfolio Manager,80237
denver,2597,FSP 600 17TH STREET LLC,Office,42.0,81.0,4836.9,Portfolio Manager,80202
denver,5635,251910 - 1290 Broadway,Office,60.2,79.0,2582.2,Portfolio Manager,80203
denver,2731,Civic Center Plaza,Office,36.8,90.0,3922.6,Portfolio Manager,80202
denver,5441,Metropoint II,Office,58.5,89.0,1436.3,Portfolio Manager,80237
denver,4873,Metropoint I,Office,40.1,91.0,2069.9,Portfolio Manager,80237
denver,2635,Republic Plaza,Office,38.8,85.0,9086.1,Portfolio Manager,80202
denver,2557,FSP 1999 BROADWAY LLC,Office,44.7,79.0,5589.5,Portfolio Manager,80202
denver,5570,1670 Broadway,Office,58.0,86.0,5905.0,Portfolio Manager,80202
denver,5569,16 Market Square,Office,41.1,85.0,1766.5,Portfolio Manager,80202
denver,2582,Seventeenth Street Plaza,Office,40.4,89.0,5064.5,Portfolio Manager,80202
denver,2571,Denver Place,Office,47.8,77.0,9500.2,Portfolio Manager,80202
denver,2570,Granite Tower,Office,60.0,84.0,6161.2,Portfolio Manager,80202
denver,4890,4600 South Syracuse,Office,57.9,75.0,2875.8,Portfolio Manager,80237
denver,2575,Johns Manville Plaza,Office,51.6,84.0,4785.3,Portfolio Manager,80202
denver,5684,Wells Fargo Center (Denver),Office,35.2,88.0,7892.0,Portfolio Manager,80203
denver,2581,1125 Seventeenth Street,Office,55.5,84.0,3624.2,Portfolio Manager,80202
denver,2622,555 17th Street,Office,41.5,94.0,4259.5,Portfolio Manager,80202
denver,2586,Independence Plaza,Office,91.1,85.0,5213.9,Portfolio Manager,80265
denver,2138,Posner Center,Office,44.7,93.0,128.7,Portfolio Manager,80205
denver,1586,Northfield,Office,56.7,75.0,321.8,Portfolio Manager,80239
denver,5208,Alliance Center Operations,Office,30.2,85.0,207.8,Portfolio Manager,80202
denver,4639,Tamarac Plaza 3,Office,64.3,61.0,943.0,Portfolio Manager,80231
denver,3444,2401 East 2nd Ave (2nd & Josephine),Office,58.8,69.0,383.1,Portfolio Manager,80206
denver,5654,1401 Lawrence,Office,51.3,89.0,2231.3,Portfolio Manager,80202
denver,2068,Rino Station,Office,39.6,91.0,799.8,Portfolio Manager,80205
denver,5858,16 Chestnut,Office,40.0,85.0,2499.4,Portfolio Manager,80202
denver,2560,CO0039ZZ-BYRON G. ROGERS FEDERAL OFFICE BUILDING AND COURTHOUSE,Office,38.9,91.0,3897.6,Portfolio Manager,80294
denver,4656,Tamarac Plaza 2,Office,58.1,72.0,1362.0,Portfolio Manager,80231
denver,3473,DPF Cherry Creek 55 Madison,Office,61.8,85.0,1133.9,Portfolio Manager,80206
denver,4058,COPIC Building,Office,45.4,88.0,689.9,Portfolio Manager,80230
denver,5616,Triangle Building,Office,58.7,88.0,1722.2,Portfolio Manager,80202
denver,2192,Industry Denver,Office,58.5,88.0,994.6,Portfolio Manager,80216
denver,3708,Centerpoint I,Office,61.9,88.0,1200.5,Portfolio Manager,80210
denver,2721,1660 Lincoln,Office,51.5,87.0,1718.6,Portfolio Manager,80264
denver,4500,Two Denver Highlands,Office,59.7,85.0,1369.3,Portfolio Manager,80231
denver,2454,Wewatta Wynkoop,Office,45.1,81.0,2740.3,Portfolio Manager,80202
denver,4902,Denver Corporate Center II,Office,50.9,85.0,1341.9,Portfolio Manager,80237
denver,2411,1660 Wynkoop,Office,70.4,78.0,545.1,Portfolio Manager,80202
denver,2437,DaVita World Headquarters,Office,58.0,92.0,2050.3,Portfolio Manager,80202
denver,4456,Centerra,Office,51.0,80.0,1745.1,Portfolio Manager,80222
denver,4658,Tamarac Plaza 1,Office,58.0,64.0,1127.1,Portfolio Manager,80231
denver,2361,Diamond Hill Building B,Office,53.8,82.0,516.0,Portfolio Manager,80211
denver,4059,7901 East Lowry Blvd Denver CO (Quad at Lowry IV),Office,54.6,89.0,1301.0,Portfolio Manager,80230
denver,5194,Denver Metro Chamber of Commerce,Office,63.3,77.0,543.0,Portfolio Manager,80202
denver,4898,Crossroads at DTC,Office,27.2,99.0,627.2,Portfolio Manager,80237
denver,2588,US Bank Tower,Office,74.3,67.0,5371.6,Portfolio Manager,80202
denver,2362,Diamond Hill Building C-D,Office,61.7,80.0,1401.0,Portfolio Manager,80211
denver,5239,1700 Broadway,Office,75.4,67.0,3593.8,Portfolio Manager,80290
denver,2436,1900 16th St (EPL),Office,43.7,88.0,2950.9,Portfolio Manager,80202
denver,4876,Oracle Denver 2,Office,59.9,48.0,1689.8,Portfolio Manager,80237
denver,4855,4601 DTC,Office,49.3,75.0,2230.9,Portfolio Manager,80237
denver,3500,Ptarmigan at Cherry Creek,Office,84.5,93.0,6027.1,Portfolio Manager,80209
denver,5511,Pinnacol - Lowry,Office,45.7,92.0,1021.6,Portfolio Manager,80230
denver,3037,Ralph L. Carr Colorado Judicial Center,Office,39.9,91.0,3649.4,Portfolio Manager,80203
denver,2399,1401 17th Street Properties (LoDo Towers),Office,51.4,80.0,1715.1,Portfolio Manager,80202
denver,2689,"KWfundV-30317thAve,LLC",Office,43.6,84.0,2584.0,Portfolio Manager,80203
denver,4888,Denver Corporate Center III,Office,47.4,89.0,1267.4,Portfolio Manager,80237
denver,5612,the Office@dtc,Office,62.9,87.0,1506.9,Portfolio Manager,80237
denver,4867,8181 East Tufts Avenue,Office,89.2,67.0,1746.8,Portfolio Manager,80237
denver,5237,17th and Larimer,Office,40.8,85.0,834.1,Portfolio Manager,80202
denver,3712,Centerpoint II,Office,48.4,95.0,1151.5,Portfolio Manager,80210
denver,4877,Oracle Denver 3,Office,395.2,98.0,12467.8,Portfolio Manager,80237
denver,4581,Colorado Center - Tower 1,Office,56.3,78.0,1961.0,Portfolio Manager,80222
denver,4900,Belleview Tower,Office,40.5,90.0,1403.7,Portfolio Manager,80111
denver,2580,FSP 1001 17TH STREET LLC,Office,51.0,89.0,4538.4,Portfolio Manager,80202
denver,4875,CIO 7601 DTC,Office,52.2,90.0,1506.3,Portfolio Manager,80237
denver,2658,Denver Post Building,Office,87.4,94.0,4011.9,Portfolio Manager,80202
denver,2718,BOK Financial,Office,70.6,73.0,4114.2,Portfolio Manager,80202
denver,2576,707 17th Street,Office,46.0,90.0,7850.5,Portfolio Manager,80202
denver,2633,Denver Energy Center,Office,39.3,83.0,4327.7,Portfolio Manager,80202
denver,4582,Colorado Center - Tower 2,Office,59.5,77.0,2349.9,Portfolio Manager,80222
denver,5462,Kittredge Building,Office,44.0,82.0,717.1,Portfolio Manager,80202
denver,3531,601-COLLECTION,Other,,,,Portfolio Manager,80209
denver,6048,VILLAGE AT HILLTOP,Other,,,,Assessor Data,
denver,6013,CG CHERRY CREEK III LP,Other,,,,Assessor Data,
denver,1863,4801 North Colorado Boulevard,Other,,,,Portfolio Manager,80246
denver,6014,ENCORE AT BOULEVARD ONE LLC,Other,,,,Assessor Data,80202-5329
denver,6208,Modera Lohi (md197),Other,,,,Assessor Data,80211
denver,6045,MARRIOTT PARKING GARAGE CONDOS,Other,,,,Assessor Data,
denver,6128,1707 Chestnut Pl,Other,,,,Portfolio Manager,80202
denver,6029,EMERSON PLACE APARTMENTS LLC,Other,,,,Assessor Data,80218-1035
denver,6066,UVCOHOUSING LLC,Other,,,,Assessor Data,80202-1492
denver,2089,C-70 Jackson LLC,Other,,,,Portfolio Manager,80216
denver,6039,GRANVILLE WEST,Other,,,,Assessor Data,
denver,4436,HQ MAIN OFFICE,Other,,,,Portfolio Manager,80222
denver,6012,COMMERCIAL/RESIDENTIAL MASTER,Other,,,,Assessor Data,
denver,6044,STATE OF COLORADO,Other,,,,Assessor Data,
denver,6090,NAME RECORD NOT FOUND FOR,Other,,,,Assessor Data,
denver,2724,1576 Sherman Street,Other,,,,Portfolio Manager,80203
denver,5824,Rite Aid,Other,,,,Assessor Data,80222
denver,6210,Fairfield DTC,Other,,,,Assessor Data,80237
denver,4938,YMCA of Metropolitan Denver-Southwest,Other,,,,Portfolio Manager,80236
denver,6078,VILLAS AT STONEY BROOK,Other,,,,Assessor Data,
denver,6211,Homewood Suite / Tru by Hilton,Other,,,,Assessor Data,80249
denver,1417,Wendi Torres,Other,,,,Portfolio Manager,80216
denver,3742,YMCA of Metropolitan Denver ASO,Other,,,,Portfolio Manager,80222
denver,5686,,Other,,,,Assessor Data,
denver,6085,URBAN NEIGHBORHOOD MILE HIGH,Other,,,,Assessor Data,
denver,3743,YMCA of Metropolitan Denver-Schlessman,Other,,,,Portfolio Manager,80210
denver,6080,JASMINE PLACE ASSOCS LTD,Other,,,,Assessor Data,
denver,2713,1770 Sherman,Other,,,,Portfolio Manager,80203
denver,6119,ALL COPY PRODUCTS,Other,65.8,0.0,894.3,Portfolio Manager,80204
denver,3348,Tribune Media Company,Other,151.1,0.0,2943.7,Portfolio Manager,80203
denver,1925,Laradon/Laradon Real Estate,Other,97.7,0.0,692.7,Portfolio Manager,80216
denver,4021,24 Hour Lowry,Other,99.6,0.0,369.2,Portfolio Manager,80230
denver,4514,Bonsai Grow,Other,445.2,0.0,3002.9,Portfolio Manager,80231
denver,5481,CENTER & BANNOCK,Other,60.9,0.0,424.5,Portfolio Manager,80209
denver,1994,North Storage Warehouse,Other,32.9,0.0,145.0,Portfolio Manager,80211
denver,6064,Bayaud,Other,94.3,0.0,245.2,Portfolio Manager,80223
denver,4511,Cherry Creek Business Park,Other,55.8,0.0,679.3,Portfolio Manager,80231
denver,5844,Catalyst,Other,40.1,0.0,899.0,Portfolio Manager,80216
denver,1262,"Timken Motor and Crane Services, LLC (dba Wazee Electric)",Other,60.2,0.0,410.5,Portfolio Manager,80239
denver,5590,DDC WEST,Other,50.6,0.0,1147.0,Portfolio Manager,80209
denver,3557,Lifescape Development LLC,Other,56.0,0.0,246.8,Portfolio Manager,80223
denver,1850,Power Motive Corporation,Other,78.2,0.0,282.6,Portfolio Manager,80216
denver,3127,800 Grant Street,Other,91.0,0.0,386.8,Portfolio Manager,80203
denver,2537,231080,Other,318.3,0.0,2066.6,Portfolio Manager,802050000
denver,1875,JSW Properties,Other,214.5,0.0,798.8,Portfolio Manager,80216
denver,2058,4375 Brighton Blvd,Other,109.0,0.0,306.1,Portfolio Manager,80216
denver,1868,CMC Rebar Denver,Other,33.0,0.0,142.2,Portfolio Manager,80216
denver,4552,CAC Monaco,Other,103.7,0.0,957.8,Portfolio Manager,80222
denver,3252,Babich Enterprises,Other,48.9,54.0,295.3,Portfolio Manager,80204
denver,5130,Amick Building,Other,43.2,0.0,155.6,Portfolio Manager,80204
denver,1644,Havana 37 Business Center,Other,56.3,0.0,645.3,Portfolio Manager,80239
denver,6033,Arroyo Village Apartments,Other,52.5,45.0,922.9,Portfolio Manager,80204
denver,2092,4701 Colorado Blvd,Other,16.8,0.0,77.0,Portfolio Manager,80216
denver,3435,"201 Steele Investments, LLC",Other,75.8,0.0,237.3,Portfolio Manager,80206
denver,4038,Hangar 2 at Lowry,Other,41.1,0.0,498.7,Portfolio Manager,80230
denver,2782,The Gathering Place,Other,86.6,0.0,235.4,Portfolio Manager,80218
denver,4586,235030,Other,175.7,0.0,1128.7,Portfolio Manager,802220000
denver,5680,Pepsi Center,Other,64.1,0.0,5445.3,Portfolio Manager,80204
denver,1613,Allied Group,Other,49.7,0.0,216.7,Portfolio Manager,80239
denver,3585,Warehouse,Other,22.0,0.0,82.2,Portfolio Manager,80223
