city,property_id,property_name,property_type,site_eui,energy_star_score,total_ghg_mtco2e,address,zip
denver,2380,Turntable Studios,Apartment,47.1,83.0,752.5,Portfolio Manager,80204
denver,3411,77 Ogden,Apartment,65.7,94.0,257.4,Portfolio Manager,80209
denver,6115,Willow Street Apartments,Apartment,71.1,0.0,85.1,Portfolio Manager,80220
denver,4136,Pine Creek Apartments Bldg. 18,Apartment,94.5,46.0,248.2,Portfolio Manager,80247
denver,3681,Trivium Apartments,Apartment,65.5,77.0,429.2,Portfolio Manager,80210
denver,6016,TriVista on Speer,Apartment,37.1,100.0,1677.2,Portfolio Manager,80204
denver,5397,Chestnut Ridge (ch04),Apartment,129.7,10.0,937.9,Portfolio Manager,80273
denver,2221,Ball Park Lofts (bp08),Apartment,90.0,39.0,2697.3,Portfolio Manager,80205
denver,2542,827 Park Avenue West,Apartment,55.8,78.0,186.5,Portfolio Manager,80205
denver,5459,515 Park Ave West,Apartment,36.8,93.0,132.0,Portfolio Manager,80205
denver,5875,Gables Residences,Apartment,48.0,97.0,918.4,Portfolio Manager,80209
denver,5789,Bldg 62 - 9355 E. Center Ave.,Apartment,42.2,98.0,215.9,Portfolio Manager,80247
denver,3113,"990 Logan Residential, LLC",Apartment,100.8,56.0,458.5,Portfolio Manager,80203
denver,2871,1311 Cook,Apartment,115.4,71.0,321.6,Portfolio Manager,80206
denver,5760,Bldg 29 - 740 S. Alton Way,Apartment,63.2,86.0,120.2,Portfolio Manager,80247
denver,2750,The Clarkson,Apartment,46.2,97.0,260.5,Portfolio Manager,80218
denver,2280,Tallmadge and Boyer Block,Apartment,0.0,0.0,0.0,Portfolio Manager,80211
denver,5033,5033 Building 8,Apartment,25.9,0.0,74.9,Portfolio Manager,80123
denver,4539,Lakes at Monaco Pointe,Apartment,83.3,44.0,2196.9,Portfolio Manager,80222
denver,2563,Halcyon House,Apartment,111.6,47.0,944.3,Portfolio Manager,80202
denver,5638,Pearl DTC - pr039,Apartment,55.9,50.0,2884.1,Portfolio Manager,80237
denver,4719,Andante at Nine Mile Station,Apartment,64.9,68.0,1170.2,Portfolio Manager,80014
denver,6122,Modera Cap Hill (md065),Apartment,64.5,72.0,1059.0,Portfolio Manager,80203
denver,6206,Flats at VillaRosso,Apartment,39.1,97.0,134.2,Portfolio Manager,80237
denver,3155,North Lincoln Midrise,Apartment,56.8,84.0,342.1,Portfolio Manager,80204
denver,2620,Spire,Apartment,38.5,93.0,3633.0,Portfolio Manager,80202
denver,3406,La Fonda Apartments,Apartment,66.4,93.0,262.1,Portfolio Manager,80218-3887
denver,5800,Bldg 55 - 9180 E. Center Ave.,Apartment,51.0,95.0,224.4,Portfolio Manager,80247
denver,3102,Beauvallon Condominium Association,Apartment,36.4,100.0,1306.1,Portfolio Manager,80203
denver,2740,Barney Ford,Apartment,74.7,42.0,531.8,Portfolio Manager,80205
denver,2900,Warren Village,Apartment,76.2,73.0,647.6,Portfolio Manager,80218
denver,1830,Phoenix on the Fax-Sherman,Apartment,52.4,79.0,288.4,Portfolio Manager,80220
denver,4448,Korsakov DaVinci Apartments,Apartment,76.8,79.0,1299.7,Portfolio Manager,80222
denver,6207,Elevate @ Pena Station - lv017,Apartment,53.2,85.0,1031.7,Portfolio Manager,80249
denver,5768,Bldg 40 - 645 S. Alton Way,Apartment,52.8,93.0,238.0,Portfolio Manager,80247
denver,4435,Lodge at Aspen Grove,Apartment,62.0,95.0,1049.3,Portfolio Manager,80246
denver,3107,Executive House Apartments,Apartment,73.4,96.0,293.2,Portfolio Manager,80203
denver,3057,THE LINCOLN AT SPEER BOULEVARD - URBAN AMERICAN MANAGEMENT,Apartment,32.8,99.0,2299.0,Portfolio Manager,80204-3562
denver,5164,South Hall Apartments,Apartment,86.2,65.0,154.5,Portfolio Manager,80206
denver,6105,The Grafton,Apartment,61.2,79.0,140.4,Portfolio Manager,80218
denver,4129,Pine Creek Apartments Bldg. 8,Apartment,107.7,15.0,255.4,Portfolio Manager,80247
denver,5660,Gateway Park,Apartment,80.3,42.0,2108.3,Portfolio Manager,80239
denver,5303,2300 Welton LLC,Apartment,51.4,64.0,1129.7,Portfolio Manager,80205
denver,6006,The Ranch at First Creek (wt100),Apartment,46.3,81.0,1613.3,Portfolio Manager,80249
denver,3733,Heritage House Apartments,Apartment,73.3,91.0,580.0,Portfolio Manager,80210
denver,5856,Little Raven,Apartment,40.6,95.0,1021.3,Portfolio Manager,80202
denver,2546,Broadway Plaza Lofts,Apartment,0.0,0.0,0.0,Portfolio Manager,80205
denver,5522,Bank Lofts (bn005),Apartment,69.7,27.0,1129.4,Portfolio Manager,80202
denver,4832,Cielo - Greystar,Apartment,79.3,48.0,1364.4,Portfolio Manager,80237
denver,2218,Blake street apartments,Apartment,58.9,58.0,601.5,Portfolio Manager,80205
denver,6200,Sustainability Park,Apartment,41.4,89.0,803.1,Portfolio Manager,80205
denver,5776,Bldg 48 - 605 S. Alton Way,Apartment,53.6,92.0,245.7,Portfolio Manager,80247
denver,5722,Milehouse at Belleview Station,Apartment,60.0,65.0,2582.8,Portfolio Manager,80237
denver,5750,Bldg 11 - 665 S. Clinton St.,Apartment,42.2,98.0,131.5,Portfolio Manager,80247
denver,3032,Harcourt Arms,Apartment,59.8,82.0,206.7,Portfolio Manager,80203
denver,5636,Dylan-IRET Properties,Apartment,54.0,86.0,1416.0,Portfolio Manager,80216
denver,2982,Emerson Lofts,Apartment,60.0,91.0,155.0,Portfolio Manager,80218
denver,3095,Latitude 40,Apartment,58.7,91.0,331.4,Portfolio Manager,80203
denver,5431,Peregrine Place Apartments,Apartment,42.4,95.0,250.3,Portfolio Manager,80246
denver,5696,Infinity LoHi - CO (lh67),Apartment,55.6,97.0,1036.3,Portfolio Manager,80211
denver,5597,The Casey,Apartment,68.6,53.0,1205.7,Portfolio Manager,80202
denver,5265,WELLINGTON APARTMENTS,Apartment,82.2,69.0,167.2,Portfolio Manager,80227
denver,3732,Tabor House Apartments,Apartment,70.5,92.0,518.3,Portfolio Manager,80210
denver,2351,The Elements - ml089,Apartment,61.6,93.0,533.4,Portfolio Manager,80204
denver,2835,Bear Valley Park,Apartment,60.8,62.0,1709.7,Portfolio Manager,80227
denver,5927,Dwell Apts,Apartment,73.9,69.0,230.1,Portfolio Manager,80203
denver,3734,2550 South University Company,Apartment,80.4,79.0,526.7,Portfolio Manager,80210
denver,5774,Bldg 46 - 635 S. Alton Way,Apartment,56.1,91.0,250.6,Portfolio Manager,80247
denver,3025,Camellia House Apartments,Apartment,69.5,94.0,378.2,Portfolio Manager,80203
denver,3089,Acoma - Greystar,Apartment,75.6,15.0,2292.9,Portfolio Manager,80204
denver,2727,Argonaut / El Tovar,Apartment,108.7,19.0,670.5,Portfolio Manager,80203
denver,1706,CO - Montbello Manor: Montbello Manor,Apartment,74.0,51.0,364.6,Portfolio Manager,80239
denver,3932,Kittyhawk/Canterbury Renovations dba Hidden Brook II,Apartment,78.9,60.0,282.4,Portfolio Manager,80220
denver,3916,Summer Ridge Apartments,Apartment,71.8,73.0,289.5,Portfolio Manager,80236
denver,5362,Terraza Del Sol,Apartment,36.4,74.0,384.1,Portfolio Manager,80219
denver,5792,Bldg 65 - 9380 E. Center Ave.,Apartment,47.5,95.0,227.2,Portfolio Manager,80247
denver,2929,Amaranth - mh22,Apartment,33.7,100.0,570.1,Portfolio Manager,80206
denver,2315,Clay Street Residences,Apartment,68.3,20.0,445.6,Portfolio Manager,80211
denver,3396,CO - Westgate Tower Apartments: Westgate Tower Apts,Apartment,106.4,51.0,235.9,Portfolio Manager,80209
denver,3415,Country Club Gardens 5,Apartment,84.0,55.0,197.1,Portfolio Manager,80209
denver,2136,St. Martin Plaza,Apartment,65.5,62.0,295.3,Portfolio Manager,80205
denver,6060,Ashley Union Station (sh186),Apartment,51.8,68.0,631.6,Portfolio Manager,80202
denver,6027,CO - Boulevard One Residences: Boulevard One,Apartment,57.6,77.0,343.1,Portfolio Manager,80230
denver,1754,Greenbelt Apartments at Eastbridge (bt027),Apartment,47.7,89.0,515.8,Portfolio Manager,80238
denver,5190,Parkwood Plaza Apartments,Apartment,68.2,90.0,390.0,Portfolio Manager,80219
denver,3618,Brentwood Tower LLC,Apartment,146.5,12.0,671.7,Portfolio Manager,80219
denver,5564,The Logan Collection,Apartment,55.1,52.0,255.1,Portfolio Manager,80209
denver,3931,Kittyhawk/Canterbury Renovations dba Hidden Brook,Apartment,79.4,66.0,455.1,Portfolio Manager,80220
denver,3601,Paloma Villas II,Apartment,72.1,69.0,189.5,Portfolio Manager,80219
denver,4126,Pine Creek Apartments Bldg. 4,Apartment,81.1,74.0,228.3,Portfolio Manager,80247
denver,5395,Hampden Village Apartments,Apartment,68.2,75.0,533.9,Portfolio Manager,80237
denver,3195,Mariposa Phase II,Apartment,39.3,88.0,652.7,Portfolio Manager,80204
denver,3861,Willliamsberg Community,Apartment,36.9,88.0,213.9,Portfolio Manager,80219
denver,2307,LoHi Gold,Apartment,37.6,90.0,635.8,Portfolio Manager,80211
denver,5790,Bldg 63 - 9360 E. Center Ave.,Apartment,50.4,94.0,234.9,Portfolio Manager,80247
denver,3142,Sleek Lofts Apartments,Apartment,63.1,57.0,309.9,Portfolio Manager,80203
denver,3602,Paloma Villas III,Apartment,54.7,87.0,300.8,Portfolio Manager,80219
denver,5829,Tangent Apartments (tn003),Apartment,73.0,43.0,994.0,Portfolio Manager,80237
denver,3192,Mariposa Phase III,Apartment,49.2,70.0,602.5,Portfolio Manager,80204
denver,5366,Factory Flats,Apartment,46.5,76.0,238.3,Portfolio Manager,80205
denver,5593,Via Apartments,Apartment,44.4,100.0,585.8,Portfolio Manager,80203
denver,3355,My Block Wash Park,Apartment,33.1,100.0,334.1,Portfolio Manager,80209
denver,4835,Cierra Crest - tc99,Apartment,86.2,28.0,3395.7,Portfolio Manager,80237
denver,5753,Bldg 16 - 785 S. Alton Way,Apartment,50.3,97.0,110.8,Portfolio Manager,80247
denver,2774,The Edge Condominiums at City Park,Apartment,46.2,99.0,208.5,Portfolio Manager,80206
denver,5646,1000 Speer by Windsor,Apartment,75.3,48.0,1709.9,Portfolio Manager,80204
denver,5912,Sloans Affordable,Apartment,63.7,57.0,326.1,Portfolio Manager,80204-1980
denver,2668,Drehmoor,Apartment,89.7,63.0,288.8,Portfolio Manager,80203
denver,2569,1801 Skyline,Apartment,54.2,72.0,792.3,Portfolio Manager,80202
denver,4878,Edge DTC Building E,Apartment,60.7,77.0,208.5,Portfolio Manager,80237
denver,2223,The Douglas (61065),Apartment,49.5,85.0,1529.1,Portfolio Manager,80205
denver,2964,Beacon Hill Apartments: 1041 North Ogden Street,Apartment,73.1,86.0,172.8,Portfolio Manager,80218
denver,2842,Bear Valley LLLP,Apartment,0.0,0.0,0.0,Portfolio Manager,80227
denver,4130,Pine Creek Apartments Bldg. 10,Apartment,94.9,60.0,253.8,Portfolio Manager,80247
denver,4254,Twin Lake Towers,Apartment,88.2,70.0,1324.2,Portfolio Manager,80247
denver,2215,Hartley Flats-Simpson,Apartment,54.4,93.0,972.7,Portfolio Manager,80205
denver,5443,Odyssey,Apartment,36.8,94.0,174.2,Portfolio Manager,80216
denver,5876,The Henry - Greystar,Apartment,55.5,95.0,2127.2,Portfolio Manager,80209
denver,5288,University Lofts Apartments,Apartment,22.9,0.0,153.1,Portfolio Manager,80210
denver,2209,California Park East - 2770 California St.,Apartment,91.2,45.0,338.1,Portfolio Manager,80205
denver,2779,Thomas Connole,Apartment,57.9,67.0,566.0,Portfolio Manager,80218
denver,1816,Mashbill Olive,Apartment,70.3,73.0,155.7,Portfolio Manager,80207
denver,4489,Dayton Crossing,Apartment,68.7,76.0,1895.5,Portfolio Manager,80231
denver,5657,Skyhouse Denver - 24033,Apartment,44.6,86.0,2253.2,Portfolio Manager,80202
denver,5869,Mariposa Phase VII,Apartment,37.1,88.0,238.8,Portfolio Manager,80204
denver,5270,Shoshone Senior Residences,Apartment,27.2,96.0,141.0,Portfolio Manager,80211
denver,2344,Francis Heights,Apartment,106.2,36.0,2263.4,Portfolio Manager,80212
denver,5030,5030 Building 5,Apartment,38.6,92.0,111.6,Portfolio Manager,80123
denver,3648,Windsor at Broadway Station,Apartment,49.3,92.0,1999.8,Portfolio Manager,80210
denver,5643,1000 S Broadway (st309),Apartment,35.4,96.0,1134.6,Portfolio Manager,80209
denver,2255,One Wynkoop Plaza,Apartment,54.2,0.0,322.9,Portfolio Manager,80202
denver,5530,Boston Lofts (bs005),Apartment,79.9,26.0,1092.3,Portfolio Manager,80202
denver,3186,Joshua Station,Apartment,82.3,58.0,168.9,Portfolio Manager,80204
denver,4367,Denver Gardens Apartments,Apartment,72.3,84.0,310.1,Portfolio Manager,80224
denver,5841,Colewood apartments (cl082),Apartment,49.9,85.0,237.3,Portfolio Manager,80212
denver,5664,Radius Uptown - 24032,Apartment,55.4,90.0,2102.0,Portfolio Manager,80203
denver,5777,Bldg 49 - 610 S. Alton Way,Apartment,54.3,92.0,249.2,Portfolio Manager,80247
denver,5436,45-75 S Washington LLC,Apartment,59.4,95.0,206.8,Portfolio Manager,80209
denver,5526,MOTO - 820 Sherman St.,Apartment,85.5,40.0,447.9,Portfolio Manager,80203
denver,3347,Lincoln Terrace,Apartment,54.0,71.0,588.1,Portfolio Manager,80203
denver,2905,Metropolitan Apartments,Apartment,83.8,77.0,445.8,Portfolio Manager,80206
denver,5037,5037 Building 3,Apartment,40.1,92.0,117.9,Portfolio Manager,80123
denver,3597,Enclave,Apartment,45.0,98.0,159.6,Portfolio Manager,80219
denver,3740,Wellshire,Apartment,90.3,31.0,905.1,Portfolio Manager,80222
denver,3416,Country Club Tower I,Apartment,74.9,72.0,1251.2,Portfolio Manager,80209
denver,2229,Diamond at Prospect - dm03,Apartment,58.0,80.0,800.1,Portfolio Manager,80202
denver,4452,Mondrian Colorado Apartments,Apartment,54.5,83.0,247.6,Portfolio Manager,80222
denver,3122,Somerset Apartments,Apartment,97.0,67.0,569.9,Portfolio Manager,80203-3120
denver,3194,Tapiz,Apartment,54.9,70.0,571.4,Portfolio Manager,80204
denver,4425,Cambridge Place 1230,Apartment,76.8,75.0,251.7,Portfolio Manager,80246
denver,3807,Evans Station: 2134 S. Delaware St - vn129,Apartment,49.5,78.0,298.2,Portfolio Manager,80223
denver,3616,Louisiana,Apartment,62.1,85.0,211.5,Portfolio Manager,80219
denver,5892,16th and Pennsylvania Residences,Apartment,38.2,88.0,749.7,Portfolio Manager,80210
denver,5782,Bldg 54 - 595 S. Alton Way,Apartment,44.4,97.0,221.4,Portfolio Manager,80247
denver,3094,The Denver House,Apartment,42.1,100.0,600.2,Portfolio Manager,80203
denver,5937,Eliot Street Center,Apartment,92.0,12.0,247.9,Portfolio Manager,80211
denver,1759,Bluff Lake Apartments,Apartment,57.3,62.0,589.8,Portfolio Manager,80238
denver,4630,The Paramount,Apartment,0.0,0.0,0.0,Portfolio Manager,80231
denver,6219,Wrigley On Penn,Apartment,112.1,1.0,486.4,Portfolio Manager,80209
denver,5848,3618 Tejon LLC,Apartment,56.4,42.0,262.4,Portfolio Manager,80211
denver,2299,Julian 32,Apartment,94.4,53.0,600.1,Portfolio Manager,80211
denver,5446,South Lowell,Apartment,57.6,72.0,554.6,Portfolio Manager,80123
denver,5759,Bldg 28 - 715 S. Alton Way,Apartment,50.5,93.0,241.6,Portfolio Manager,80247
denver,5758,Bldg 27 - 750 S. Alton Way,Apartment,50.3,94.0,232.9,Portfolio Manager,80247
denver,3883,Golden Spike Apartments,Apartment,32.1,99.0,599.6,Portfolio Manager,80219
denver,5139,Mariposa Phase VI,Apartment,63.7,52.0,668.7,Portfolio Manager,80204
denver,1783,Clyburn at Stapleton,Apartment,61.2,76.0,468.5,Portfolio Manager,80205
denver,1797,Fusion Studios,Apartment,67.8,77.0,486.4,Portfolio Manager,80207
denver,5029,5029 Building 4,Apartment,46.3,82.0,127.7,Portfolio Manager,80123
denver,3645,Wash Park Station (wh98),Apartment,41.4,85.0,148.7,Portfolio Manager,80210
denver,1941,Aria Cohousing,Apartment,43.0,85.0,176.4,Portfolio Manager,80211
denver,5787,Bldg 60 - 9335 E. Center Ave.,Apartment,42.5,99.0,206.7,Portfolio Manager,80247
denver,4252,Meridian Garden - North,Apartment,115.6,32.0,591.8,Portfolio Manager,80012
denver,3097,Belmont Buckingham,Apartment,97.3,40.0,644.5,Portfolio Manager,80203
denver,5763,Bldg 34 - 705 S. Alton Way,Apartment,57.6,89.0,263.4,Portfolio Manager,80247
denver,2532,Benedict Park Place 4B,Apartment,38.4,95.0,616.3,Portfolio Manager,80205
denver,5357,Federal Terrace,Apartment,56.2,100.0,142.0,Portfolio Manager,80236
denver,2988,The Olin Apartments,Apartment,0.0,0.0,0.0,Portfolio Manager,80202
denver,5860,The Lydian,Apartment,65.5,23.0,1039.3,Portfolio Manager,80205
denver,2284,Confluence Heights,Apartment,61.6,28.0,248.7,Portfolio Manager,80211
denver,2457,The Manhattan Lofts by Windsor,Apartment,60.7,50.0,1051.1,Portfolio Manager,80202
denver,2173,City Gate,Apartment,57.1,70.0,1461.3,Portfolio Manager,80216
denver,2441,The Station at Riverfront Park (sv35),Apartment,66.5,85.0,1612.0,Portfolio Manager,80202
denver,2286,Dakota Lofts,Apartment,46.7,85.0,369.4,Portfolio Manager,80211
denver,5465,GardenCourt,Apartment,46.7,88.0,295.1,Portfolio Manager,80222
denver,4442,Peak 54 Apartments,Apartment,46.6,92.0,227.1,Portfolio Manager,80222
denver,5647,Alta City House (lt29),Apartment,44.2,95.0,1485.9,Portfolio Manager,80202
denver,6199,The Coloradan,Apartment,37.9,96.0,2483.7,Portfolio Manager,80202
denver,5273,Solera,Apartment,63.1,67.0,767.3,Portfolio Manager,80202
denver,5838,CO - Meadows At Montebello: Meadows At Montebello,Apartment,65.4,73.0,322.8,Portfolio Manager,80239
denver,6202,1616 S Broadway,Apartment,34.9,91.0,277.4,Portfolio Manager,80210
denver,5761,Bldg 30 - 725 S. Alton Way,Apartment,45.6,97.0,223.2,Portfolio Manager,80247
denver,5890,Mint Town Center,Apartment,21.2,100.0,1329.5,Portfolio Manager,80238
denver,5581,Tamai Tower,Apartment,80.5,30.0,1428.0,Portfolio Manager,80202
denver,3136,The Logan,Apartment,59.5,62.0,295.6,Portfolio Manager,80203
denver,4141,The Ridge at Lowry - st46,Apartment,70.2,64.0,1528.0,Portfolio Manager,80247
denver,5658,Emery West Highlands - Greystar,Apartment,54.2,76.0,2091.9,Portfolio Manager,80211
denver,5862,Alexan Arapahoe Square (lx045),Apartment,53.4,84.0,2226.3,Portfolio Manager,80205
denver,3737,Boulevard Park LLC,Apartment,62.4,85.0,632.6,Portfolio Manager,80222
denver,2316,Decatur Point Apartments,Apartment,45.3,98.0,928.6,Portfolio Manager,80211
denver,5267,Modera Observatory Park (mb80),Apartment,39.0,100.0,1051.9,Portfolio Manager,80210
denver,5656,2785 Speer - Greystar,Apartment,63.2,24.0,2376.3,Portfolio Manager,80211
denver,3717,50620-Brookdale University Park IL/AL (CO),Apartment,64.3,72.0,1673.9,Portfolio Manager,80210
denver,4713,Axis at Nine Mile Station (xs004),Apartment,37.2,94.0,1964.6,Portfolio Manager,80014
denver,3413,Country Club Gardens 3,Apartment,103.0,21.0,251.4,Portfolio Manager,80209
denver,2531,Benedict Park Place 3B,Apartment,57.1,59.0,637.9,Portfolio Manager,80205
denver,5930,Lincoln Center,Apartment,84.7,68.0,185.2,Portfolio Manager,80209
denver,3874,Boulevard Gardens,Apartment,71.5,71.0,208.3,Portfolio Manager,80236
denver,3409,El Greco Apartments,Apartment,105.1,73.0,270.9,Portfolio Manager,80218
denver,2254,CO - Sunset Towers: Sunset Towers,Apartment,71.2,77.0,445.1,Portfolio Manager,80202
denver,2694,1626 N Logan St,Apartment,80.5,77.0,179.5,Portfolio Manager,80203
denver,2773,Cruise Apartments,Apartment,45.1,83.0,273.1,Portfolio Manager,80206
denver,4132,Pine Creek Apartments Bldg. 12,Apartment,84.3,58.0,218.3,Portfolio Manager,80247
denver,2930,Manchester Apartments,Apartment,96.0,61.0,773.9,Portfolio Manager,80206
denver,2702,Cathedral Plaza,Apartment,70.1,77.0,646.4,Portfolio Manager,80203
denver,5617,The York on City Park (tk89),Apartment,50.7,84.0,1276.3,Portfolio Manager,80206
denver,3417,Country Club Towers 2&3,Apartment,34.8,95.0,4066.4,Portfolio Manager,80209
denver,2250,The Battery on Blake-Simpson,Apartment,48.3,95.0,869.6,Portfolio Manager,80205
denver,1962,Mirador at Tennyson,Apartment,19.4,100.0,69.9,Portfolio Manager,80212
denver,2602,Renew on Stout - Trinity,Apartment,69.4,12.0,1202.8,Portfolio Manager,80202
denver,2139,"Fourth Quarter Partners, LLLP",Apartment,55.1,21.0,318.7,Portfolio Manager,80205
denver,2776,City Park Residences,Apartment,74.9,38.0,357.9,Portfolio Manager,80206
denver,2906,Corsican Apartments,Apartment,79.8,83.0,576.3,Portfolio Manager,80206
denver,3627,Elm Creek,Apartment,56.9,92.0,173.6,Portfolio Manager,80219
denver,5751,Bldg 12 - 750 S. Clinton St.,Apartment,50.2,95.0,226.5,Portfolio Manager,80247
denver,3871,Autumn Ridge,Apartment,66.3,100.0,141.3,Portfolio Manager,80219
denver,3360,RW Flats,Apartment,93.1,54.0,422.4,Portfolio Manager,80203
denver,2283,2828 Zuni - zn000,Apartment,49.5,84.0,519.1,Portfolio Manager,80211
denver,2767,Residences at Franklin Park,Apartment,50.5,88.0,359.0,Portfolio Manager,80218
denver,6134,Brickstone Apartments,Apartment,46.1,89.0,744.9,Portfolio Manager,80249
denver,1388,Park Hill 4000,Apartment,46.6,91.0,898.3,Portfolio Manager,80216
denver,3964,Avenue 8 @ Mayfair,Apartment,45.8,91.0,817.4,Portfolio Manager,80220
denver,5388,Link 35 - 3462 Larimer St.,Apartment,37.3,96.0,272.7,Portfolio Manager,80205
denver,6028,1515 Flats - fx51,Apartment,45.5,97.0,329.4,Portfolio Manager,80204
denver,5779,Bldg 51 - 620 S. Alton Way,Apartment,45.9,97.0,218.2,Portfolio Manager,80247
denver,5640,Eviva on Cherokee - 24039,Apartment,70.9,51.0,2070.6,Portfolio Manager,80204
denver,4517,Monaco South: 6825-6875 E Iliff Ave,Apartment,88.5,56.0,768.2,Portfolio Manager,80224
denver,3726,Vista,Apartment,71.3,64.0,999.7,Portfolio Manager,80210
denver,6030,Ride at Rhino,Apartment,61.0,69.0,346.8,Portfolio Manager,80216
denver,1753,Greenbelt Apartments at Town Center (bt028),Apartment,56.7,84.0,392.5,Portfolio Manager,80238
denver,6120,SOVA - Greystar,Apartment,57.1,32.0,1748.4,Portfolio Manager,80203
denver,2975,Kensington Apartments,Apartment,95.0,67.0,375.1,Portfolio Manager,80218
denver,3207,Vesty Park Flats vk16,Apartment,89.6,78.0,1874.4,Portfolio Manager,80204
denver,4635,Prescott Apartments,Apartment,56.5,89.0,579.7,Portfolio Manager,80231
denver,3796,Alida Rae Apartments,Apartment,53.7,93.0,119.6,Portfolio Manager,80210
denver,4399,Vue at Cherry Creek (vt005),Apartment,67.9,97.0,311.8,Portfolio Manager,80246
denver,3393,6 Lincoln Property LLC,Apartment,77.7,62.0,174.1,Portfolio Manager,80203
denver,2278,Line 28 at Lohi (Whole Building),Apartment,45.2,89.0,900.7,Portfolio Manager,80211
denver,5631,Regatta Sloans Lake (xl04),Apartment,68.4,88.0,2057.5,Portfolio Manager,80214
denver,6023,155 Monaco,Apartment,32.6,100.0,191.0,Portfolio Manager,80224
denver,5891,Post River North,Apartment,44.7,97.0,1806.6,Portfolio Manager,80216
denver,5679,Union Denver,Apartment,67.3,75.0,5753.9,Portfolio Manager,80202
denver,5893,Outlook DTC,Apartment,48.1,90.0,1315.6,Portfolio Manager,80237
denver,5571,Gables Cherry Creek,Apartment,54.9,92.0,1952.4,Portfolio Manager,80209
denver,5247,7|S Denver Haus,Apartment,38.8,100.0,291.9,Portfolio Manager,80203
denver,6129,1777 Chestnut Pl,Apartment,22.6,100.0,1931.7,Portfolio Manager,80202
denver,3403,515 Clarkson,Apartment,60.0,99.0,400.8,Portfolio Manager,80218
denver,5857,AMLI Riverfront Green,Apartment,44.2,92.0,1902.0,Portfolio Manager,80202
denver,2739,"2160 Downing St. - Kappa Towers, Inc.",Apartment,47.5,88.0,220.9,Portfolio Manager,80205
denver,2949,1265 Downing,Apartment,39.1,100.0,203.6,Portfolio Manager,80218
denver,5676,Cortland Gateway Park,Apartment,47.2,81.0,2662.5,Portfolio Manager,80239
denver,5625,Gables Speer Blvd,Apartment,49.1,98.0,1143.9,Portfolio Manager,80203
denver,3984,825 Dahlia,Apartment,57.7,96.0,285.3,Portfolio Manager,80220
denver,5610,Point 21 Apartments,Apartment,66.3,74.0,1132.1,Portfolio Manager,80205
denver,3489,The Seasons of Cherry Creek,Apartment,29.8,98.0,3009.2,Portfolio Manager,80209
denver,3979,Broadstone on 9th,Apartment,42.2,100.0,1614.0,Portfolio Manager,80220
denver,3974,1190 Birch,Apartment,63.1,75.0,167.5,Portfolio Manager,80220
denver,5453,Northfield,Apartment,47.6,93.0,432.2,Portfolio Manager,80238
denver,5070,Westlake Greens,Apartment,67.5,70.0,2087.0,Portfolio Manager,80123
denver,5661,Alara Union Station,Apartment,80.8,74.0,3556.3,Portfolio Manager,80202
denver,2958,1044 Downing,Apartment,75.9,87.0,494.2,Portfolio Manager,80218
denver,2865,Blueprint Condominiums,Apartment,39.3,100.0,304.6,Portfolio Manager,80206
denver,5652,AMLI Denargo Market,Apartment,43.5,98.0,1599.6,Portfolio Manager,80216
denver,5644,Platform at Union Station,Apartment,48.0,88.0,1981.4,Portfolio Manager,80202
denver,2244,125010 - Premier Lofts,Apartment,39.0,97.0,1504.3,Portfolio Manager,80202
denver,2466,Cadence Union Station Apartments,Apartment,55.5,87.0,1336.3,Portfolio Manager,80202
denver,2243,AMLI Riverfront Park,Apartment,37.4,99.0,1145.5,Portfolio Manager,80202
denver,2451,Verve Apartments,Apartment,49.8,96.0,1549.1,Portfolio Manager,80202
denver,2660,AMLI Park Avenue,Apartment,35.2,99.0,1065.0,Portfolio Manager,80203
denver,1943,Regis University,College/University,,,,Portfolio Manager,80221-1099
denver,1821,Johnson & Wales University,College/University,,,,Portfolio Manager,80220
denver,3758,Hilltop Hall,College/University,,,,Portfolio Manager,80208
denver,3770,Driscoll North,College/University,,,,Portfolio Manager,80208
denver,3022,The Art Institute of Colorado (Main Campus),College/University,,,,Portfolio Manager,80203
denver,2021,CCD,College/University,,,,Portfolio Manager,80204
denver,5261,University Apartments North,College/University,36.9,100.0,69.1,Portfolio Manager,80208
denver,3794,Physics Building,College/University,173.4,0.0,637.4,Portfolio Manager,80208
denver,5269,Ridgeline,College/University,49.9,98.0,105.5,Portfolio Manager,80210
denver,3792,Olin Hall,College/University,168.3,0.0,570.9,Portfolio Manager,80208
denver,3749,Nagel Hall,College/University,66.9,0.0,1208.6,Portfolio Manager,80210
denver,3759,HRTM - Joy Burns Center,College/University,104.8,0.0,532.3,Portfolio Manager,80208
denver,3748,Daniels School of Business,College/University,84.3,0.0,1030.3,Portfolio Manager,80210
denver,3754,Frontier Hall,College/University,53.9,0.0,255.9,Portfolio Manager,80208
denver,3769,Ricketson Law Building,College/University,80.7,0.0,1684.6,Portfolio Manager,80210
denver,3763,Summit Apartments,College/University,44.2,98.0,90.4,Portfolio Manager,80210
denver,3795,Ammi Hyde,College/University,59.5,0.0,138.3,Portfolio Manager,80208
denver,2615,Business School,College/University,56.9,0.0,883.2,Portfolio Manager,80202
denver,3747,Johnson-McFarlane Hall,College/University,73.1,0.0,622.1,Portfolio Manager,80210
denver,3752,Craig Hall,College/University,68.1,0.0,382.7,Portfolio Manager,80210
