city,property_id,property_name,property_type,site_eui,energy_star_score,total_ghg_mtco2e,zip,gross_floor_area_sqft
nyc,6457261,1183 Gerard Avenue,Multifamily Housing,97.6,42.0,352.3,10452,61400.0
nyc,6176936,A01970 - 84 - 70 129th St Owners Corp,Multifamily Housing,112.5,35.0,699.8,11415,107250.0
nyc,2721212,3530 ASSOCIATES,Multifamily Housing,92.2,61.0,405.1,10467,77002.0
nyc,2661781,MACT Realty LLC,Multifamily Housing,67.1,69.0,621.8,11223,158250.0
nyc,6282610,Diamond: 83 W 188th St,Multifamily Housing,92.2,54.0,181.8,10468,34020.0
nyc,4037961,166 East 61st Street,Multifamily Housing,52.6,54.0,777.5,10065,206883.0
nyc,6670223,634 West 135th Street,Multifamily Housing,119.0,37.0,335.8,10031,37506.0
nyc,6553329,132-45 Maple Avenue,Multifamily Housing,19.0,100.0,209.0,11355,161520.0
nyc,15315760,20 Sherman Avenue,Multifamily Housing,79.0,62.0,189.8,10040,41000.0
nyc,8688503,679 48th Street,Multifamily Housing,154.3,2.0,278.5,11232,32004.0
nyc,2677893,(5530) - Linden Hill Section 2,Multifamily Housing,100.5,37.0,2218.0,11355,382500.0
nyc,10402967,Esat: 136 E 208th St.,Multifamily Housing,50.4,95.0,133.8,10467,36380.0
nyc,6301139,86 West 183rd Street,Multifamily Housing,26.8,100.0,84.7,10453,46980.0
nyc,6225095,2472 GRAND AVENUE - 37862,Multifamily Housing,115.9,32.0,245.7,10468,37359.0
nyc,6686990,Chestnut - 2835 Bainbridge Avenue,Multifamily Housing,80.0,73.0,152.9,10458,33400.0
nyc,2665733,DEPM 2302 - 215 West 91st St,Multifamily Housing,49.7,86.0,504.8,10024,156034.0
nyc,6403384,54-56 Franklin Street,Multifamily Housing,59.4,,132.1,10013,29575.0
nyc,2670499,550 Park Ave,Multifamily Housing,84.5,41.0,776.5,10065,153190.0
nyc,10396116,2968 Perry Avenue,Multifamily Housing,81.2,59.0,157.8,10458,34320.0
nyc,6301472,Sterling: 1059 Union St,Multifamily Housing,78.3,77.0,204.3,11225,45245.0
nyc,5857962,3525 Decatur Av.,Multifamily Housing,92.4,46.0,492.4,10467,92988.0
nyc,6587065,1363 FINDLAY HOLDING,Multifamily Housing,104.4,34.0,317.0,10456,52934.0
nyc,2661551,Pinnacle - 3410 Kingsbridge Ave,Multifamily Housing,75.5,62.0,672.7,10463,153900.0
nyc,6686980,Chestnut - 2390 Davidson Avenue,Multifamily Housing,92.9,65.0,145.4,10468,26780.0
nyc,2788234,2156 Cruger Avenue Devon Hall,Multifamily Housing,98.4,49.0,394.6,10462,70836.0
nyc,6311677,147 West 79th Street,Multifamily Housing,69.4,75.0,306.2,10024,75723.0
nyc,4945784,AKAM - 115 Central Park West,Multifamily Housing,69.4,62.0,2615.3,10023,636096.0
nyc,10063096,Andrews: 807 Riverside Dr,Multifamily Housing,85.1,68.0,304.0,10032,62306.0
nyc,2677062,Halstead - 301 East 48th St,Multifamily Housing,68.0,35.0,1095.7,10017,243425.0
nyc,7676152,"Lefrak City Section 1, Part 3 (Copenhagen and Rome) - Campus",Multifamily Housing,69.5,78.0,1907.7,11368,449870.0
nyc,4036626,Glenwood - Grand Tier,Multifamily Housing,95.0,34.0,2562.9,10023,424000.0
nyc,6265909,4923 8th Ave,Multifamily Housing,124.0,3.0,240.1,11220,33101.0
nyc,2817613,2705 Bainbridge,Multifamily Housing,131.0,11.0,598.8,10458,61115.0
nyc,3856062,"2690 WEBB REALTY, LLC",Multifamily Housing,37.2,98.0,159.1,10468,65931.0
nyc,6259891,373 96th st,Multifamily Housing,112.9,3.0,235.1,11209,34800.0
nyc,4043237,2160 Holland Ave,Multifamily Housing,87.3,42.0,417.2,10462,82548.0
nyc,4885944,Exclusive 3135 Godwin Terrace,Multifamily Housing,70.7,63.0,281.3,10463,69500.0
nyc,2812326,2 Minerva Place,Multifamily Housing,56.1,88.0,190.3,10468,58232.0
nyc,6688890,Fulton Heights Associates,Multifamily Housing,134.8,14.0,347.9,10456,34560.0
nyc,4407833,MP 1505 Towsend Ave,Multifamily Housing,121.8,6.0,534.3,10452,78000.0
nyc,6799846,Brooklyn View: 1780 76th Street,Multifamily Housing,116.7,,208.5,11214,31638.0
nyc,6269062,88 Bleecker Street,Multifamily Housing,100.4,37.0,505.5,10012,82483.0
nyc,6793563,13 Laight St,Office,10.3,,64.9,10013,79642.0
nyc,5634935,A&E - La Mesa - 34-18 91 Street (3),Multifamily Housing,101.6,,551.9,11372,95904.0
nyc,15624177,Canvas - 409 - 413 East 84th Street,Multifamily Housing,90.1,92.0,160.5,10028,31152.0
nyc,6664826,(7921) - Patachogue Homes Condo II,Multifamily Housing,83.8,58.0,954.5,11414,199444.0
nyc,4112409,Berkley Owners Corp,Multifamily Housing,71.7,85.0,496.5,10023,115000.0
nyc,6304428,9 Forty,Multifamily Housing,139.7,1.0,221.6,10460,26472.0
nyc,6699401,3905 Carpenter Avenue,Multifamily Housing,23.1,100.0,78.3,10466,48064.0
nyc,3119142,101 West 12th Street,Multifamily Housing,106.5,28.0,2111.2,10011,343110.0
nyc,4156458,NY525_Avalon Midtown West,Multifamily Housing,101.1,11.0,3386.5,10019,533099.0
nyc,4970955,"Genesis Homes, 330 Hinsdale St",Multifamily Housing,63.2,72.0,764.8,11207,196200.0
nyc,10853705,La Casa De La Luna,Multifamily Housing,116.4,79.0,1871.2,10456,273638.0
nyc,6686843,Chestnut - 652-666 Courtlandt Avenue,Multifamily Housing,127.8,9.0,288.6,10451,38875.0
nyc,2951796,79 West 182nd Street,Multifamily Housing,126.8,1.0,436.6,10453,57500.0
nyc,6818225,1786 Topping Ave,Multifamily Housing,33.1,99.0,83.0,10457,38000.0
nyc,12798945,98-104 Vermilyea Ave,Multifamily Housing,144.2,5.0,411.9,10034,38220.0
nyc,7064741,601 West 191st Street,Multifamily Housing,44.7,92.0,157.9,10040,47463.0
nyc,9138760,1 West End Avenue,Multifamily Housing,94.2,19.0,5623.4,10023,930605.0
nyc,11534265,181 West 238th Street AKA 3801 Bailey Ave,Multifamily Housing,104.5,30.0,353.2,10463,59057.0
nyc,9881939,Gershon: 2476 BROADWAY,Multifamily Housing,93.6,,396.8,10025,72711.0
nyc,6592352,DIPLOMAT TOWERS LLC,Multifamily Housing,117.5,,323.8,11105,37500.0
nyc,2789423,551 Wales Avenue,Multifamily Housing,94.5,27.0,465.4,10455,83725.0
nyc,4936678,301 West 53rd Street,Multifamily Housing,73.3,59.0,1724.0,10019,329598.0
nyc,12914173,Seward Park Housing (Bldg Retail Only),Retail Store,262.7,1.0,295.8,10002,18000.0
nyc,3127559,Hollis - 0007,Multifamily Housing,40.8,99.0,351.4,11364,145201.0
nyc,4125412,103 Hawkstone St,Multifamily Housing,23.1,100.0,95.1,10452,58740.0
nyc,6723191,Shore Haven Apartments,Multifamily Housing,79.6,82.0,4687.4,11214,1021940.0
nyc,6673691,1109-1125 E 73rd St - Georgetown Owners Association Inc.,Multifamily Housing,4.7,100.0,64.0,11234,170304.0
nyc,9297463,(6022) - Rego Park Owners,Multifamily Housing,71.8,85.0,2775.9,11373,699956.0
nyc,2809940,601 West 112th,Multifamily Housing,70.9,,217.1,10027,54643.0
nyc,11857404,Williamsburg Houses: Buildings 1 - 20 (Campus),Multifamily Housing,132.9,3.0,11217.8,11206,1468900.0
nyc,15273235,269 Associates LLC,Multifamily Housing,155.6,1.0,430.2,10003,37353.0
nyc,12410080,155 Schroeder’s Ave,Parking,,,0.0,11239,155792.0
nyc,6816036,1250 Waters Place,Office,,,0.0,10461,537556.0
nyc,6734617,1370 Lyman Pl,Multifamily Housing,,,0.0,10459,1050.0
nyc,15527410,Laundromat,"Personal Services (Health/Beauty, Dry Cleaning, etc.)",,,0.0,11226,3000.0
nyc,6682900,Garage: 160 W 10th St,Parking,6.4,,19.5,10014,38520.0
nyc,6382022,528 West 162nd Street,Parking,7.4,,17.5,10032,29776.0
nyc,6581964,2846 Webster Avenue,Parking,4.7,,10.6,10458,28200.0
nyc,6293908,ACS - 2001876 - Philip Michaels Day Care Center (LL84) (Leased In),Pre-school/Daycare,0.0,,0.0,10451,27629.0
nyc,16315839,A Duie Pyle,Distribution Center,44.3,,141.5,10474,40213.0
nyc,2816998,Building 6,Multifamily Housing,18.6,100.0,71.7,10463,48545.0
nyc,14359386,4370 Park Avenue,Manufacturing/Industrial Plant,20.7,,50.7,10457,30760.0
nyc,5876782,Holiday Inn Express Manhattan Midtown,Hotel,65.2,38.0,286.8,10036,61700.0
nyc,6294298,DCAS - 1079215 - Sun Building (LL84),Office,47.4,93.0,870.0,10007,242062.0
nyc,13055798,54 W 40th Street,Office,12.2,100.0,26.5,10018,40667.0
nyc,6727019,349 Canal Street,Parking,10.2,,31.1,10013,38308.0
nyc,7396547,429 12th Street,Parking,8.1,,22.4,11215,34610.0
nyc,3128927,K237-0301867,K-12 School,74.8,32.0,705.0,11204,133624.0
nyc,3128925,K366-0301859,K-12 School,75.9,26.0,342.1,11236,65203.0
nyc,10385883,716RR Substance Abuse Treatment Residential,Medical Office,87.7,66.0,126.1,10457,22387.0
nyc,6296788,EDC - 1087469 - Audubon Building (LL84),Medical Office,22.3,65.0,74.7,10032,42856.0
nyc,6297120,NYPD - 2003017 - 44th Precinct (LL84),Police Station,189.0,,575.7,10452,48200.0
nyc,6297155,NYPD - 3073816 - Brooklyn North Boro Command (LL84),Police Station,213.9,,219.6,11237,15205.0
nyc,15583490,"St. John's University, Off Campus 1",College/University,67.8,,193.3,11365,42000.0
nyc,6293889,ACS - 2003301 - Highbridge Advisory SRCC (LL84) (Leased In),Pre-school/Daycare,47.6,,143.7,10452,38860.0
nyc,8714792,801 Bergen LLC,Multifamily Housing,30.2,81.0,75.2,11238,31298.0
nyc,7067428,138-152 West 143rd Street HDFC,Multifamily Housing,69.2,93.0,139.8,10030,38017.0
nyc,6641316,The 5 Lorimer Street Condominium,Multifamily Housing,24.0,,54.9,11206,28727.0
nyc,16069233,211 West 29th Street,Multifamily Housing,49.5,79.0,170.7,10001,54441.0
nyc,2820273,Potamkin Developement LLC,Automobile Dealership,54.0,,316.4,10035,91256.0
nyc,14205837,450 Timpson Pl,Non-Refrigerated Warehouse,15.3,24.0,30.5,10455,27000.0
nyc,7407854,Walker Memorial Baptist Church - 116 e 169th st,Worship Facility,43.7,,77.7,10452,27846.0
nyc,15176241,SnL Bruckner Blvd,Self-Storage Facility,9.9,,36.1,10473,49625.0
nyc,8390280,FedEx Warehouse,Distribution Center,70.4,,1850.6,10036,419938.0
nyc,4495603,288 Kissel Avenue,Hospital (General Medical & Surgical),122.9,100.0,467.9,10310,67925.0
nyc,6294454,DPR - 1085632 - Thomas Jefferson Park - Recreation Center (LL84),Other - Recreation,173.8,,214.6,10029,21230.0
nyc,5851417,Omni Hotel,Hotel,39.3,98.0,674.3,10022,230654.0
nyc,3937736,Refinery: 63 West 38th Street,Hotel,105.3,45.0,884.2,10018,129534.0
nyc,4956373,119 West 24th Street,Office,61.6,83.0,671.8,10011,140000.0
nyc,12344485,"BBL 2-02717-0005: DPR, DOE (LL84)",K-12 School,32.9,94.0,324.1,10459,128850.0
nyc,1633150,K265-0300268,K-12 School,41.7,95.0,418.7,11205,166800.0
nyc,1634281,Q025-0400025,K-12 School,61.9,86.0,753.2,11358,161175.0
nyc,6635842,5411 Fort Hamilton Parkway,K-12 School,66.3,39.0,211.7,11219,48000.0
nyc,5052689,Heschel School - 20 West End Avenue,K-12 School,122.1,10.0,492.7,10023,58272.0
nyc,1633492,M048-0101323,K-12 School,51.0,80.0,406.8,10033,114821.0
nyc,1836800,K123-0300131,K-12 School,48.0,83.0,295.6,11237,103200.0
nyc,11655228,Block: 376 Bay 44th St,K-12 School,125.8,5.0,267.9,11214,34938.0
nyc,16852086,201 Beach 17th Street,K-12 School,78.6,11.0,233.9,11691,44939.0
nyc,15659169,MCL - Knapp Street Property,Office,25.9,92.0,90.5,11235,44000.0
nyc,11760466,GEC: 56-24 13th Ave,Pre-school/Daycare,52.9,,95.0,11219,32100.0
nyc,10317790,89-95 Madison Avenue,Office,36.6,98.0,405.8,10016,146161.0
nyc,6700178,6820 Ridge Boulevard,Multifamily Housing,109.7,11.0,166.4,11220,26710.0
nyc,3532547,Union Grove - 1468 Hoe Ave,Multifamily Housing,58.3,87.0,320.1,10460,90651.0
nyc,11548062,Brownstone Property Group - 1325 Herkimer st,Multifamily Housing,22.2,95.0,61.6,11233,34880.0
nyc,6785886,Congregation Chasidei Belz Beth Malka,Multifamily Housing,69.6,15.0,216.9,11218,46500.0
nyc,3248828,Lurting Gardens,Multifamily Housing,11.1,100.0,60.7,10461,97387.0
nyc,6685876,Brodsky - 19 West 69th Street,Multifamily Housing,78.5,88.0,246.4,10023,43500.0
nyc,10894160,Progressive - 266 East 169th Street,Multifamily Housing,95.5,45.0,158.3,10456,27750.0
nyc,12069225,River Crossing - 1952 1st Ave,Multifamily Housing,52.0,53.0,1534.1,10029,414444.0
nyc,6705794,8 Brighton,Multifamily Housing,110.6,61.0,224.0,11235,36000.0
nyc,6282838,Red Group:  1056 Neilson Street,Multifamily Housing,56.7,81.0,154.9,11691,43860.0
nyc,4952174,Tryad: 34-12 113th Street,Multifamily Housing,92.9,48.0,766.7,11368,142890.0
nyc,2796764,Jamaica Building,Multifamily Housing,66.8,93.0,287.6,11432,79885.0
nyc,2630965,675 Tysens Lane,Multifamily Housing,88.3,85.0,568.1,10306,117590.0
nyc,7417025,1534 PROSPECT PLACE,Multifamily Housing,118.1,9.0,288.6,11213,37454.0
nyc,2808712,401 Associate LLC,Office,98.7,15.0,471.3,10014,62199.0
nyc,10380601,150 Broadway NY Assoc. LP,Office,56.6,85.0,1162.5,10038,279669.0
nyc,8002418,Jonathan Furniture Corp.,Non-Refrigerated Warehouse,28.7,50.0,43.0,11232,25400.0
nyc,2819900,"Happyrock Partners, LLP",Non-Refrigerated Warehouse,6.4,93.0,43.4,11377,85000.0
nyc,4509447,CO/GLC 37208/71-40 164TH ST/FRESH MEADOWS/NY,Other - Technology/Science,327.8,,1842.5,11365,72110.0
nyc,6713176,CIN SIMA REALTY LLC,Multifamily Housing,62.8,97.0,318.9,10468,67320.0
nyc,11689970,2350 East 69 Street,Fitness Center/Health Club/Gym,27.0,,83.4,11234,48000.0
nyc,7275695,Bruce: 8805 18th Ave.,Manufacturing/Industrial Plant,61.9,,135.8,11214,34829.0
nyc,8688465,480 Van Brunt St,Manufacturing/Industrial Plant,15.2,,218.1,11231,210000.0
nyc,7400037,Church House,Pre-school/Daycare,73.9,,140.6,11201,34480.0
nyc,5041429,APT.& RESIDENTIAL BUILDING,Hospital (General Medical & Surgical),75.6,100.0,697.0,11219,166624.0
nyc,12417585,1563 Boone Ave,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",4.1,,8.2,10460,27000.0
nyc,3243083,L&L_222 Broadway,Office,75.6,82.0,4296.0,10038,736356.0
nyc,9036356,345 West 35th Street,Hotel,89.1,70.0,531.2,10001,93090.0
nyc,6272899,AST,Office,56.3,78.0,635.8,11219,147520.0
nyc,5789733,10 Jay Street,Office,64.7,61.0,770.1,11201,180000.0
nyc,6310491,GRE00030V Greystone 30 Vesey Street,Office,61.7,90.0,301.3,10007,71959.0
nyc,2811097,400 Eighth Ave,Office,102.1,49.0,604.2,10001,76638.0
nyc,6896880,229 49th Street LLC,Laboratory,127.9,,320.4,11220,33181.0
nyc,6786934,Anchor Inn,Hotel,94.3,44.0,180.8,11361,27000.0
nyc,6297094,NYPD - 1076682 - 26th Precinct (LL84),Police Station,168.2,,465.1,10027,36856.0
nyc,12069375,Church of the Lord Jesus Christ of the Apostolic Faith,Worship Facility,28.3,50.0,65.5,10035,33305.0
nyc,2636732,132 West 21st Street,College/University,88.5,,213.5,10011,51384.0
nyc,6549503,Marymount Manhattan College,College/University,90.2,,1164.6,10021,177183.0
nyc,6225132,5304 15th   AVENUE - 36379,Multifamily Housing,68.0,71.0,200.8,11219,51294.0
nyc,7105965,Tianfu Condo,Multifamily Housing,60.6,88.0,119.7,11368,33858.0
nyc,6260896,945 E. 26th st,Multifamily Housing,57.0,74.0,96.6,11210,28480.0
nyc,6587297,31-33 90th Street,Multifamily Housing,139.3,4.0,277.0,11369,35604.0
nyc,6810617,Lehavre: 162-40 9th Ave.,Multifamily Housing,77.6,38.0,196.6,11357,43540.0
nyc,6700979,255 Ocean Avenue,Multifamily Housing,84.0,81.0,199.3,11225,41444.0
nyc,6682468,RUMI,Multifamily Housing,89.0,28.0,139.4,11223,28000.0
nyc,12752476,CRA: 7040 COLONIAL ROAD,Multifamily Housing,98.7,41.0,383.3,11209,68469.0
nyc,6027793,BRG 32-30 93rd Street,Multifamily Housing,91.1,50.0,217.1,11369,41316.0
nyc,6683653,Pyramid -1322 44th St.,Multifamily Housing,127.2,6.0,202.9,11219,26700.0
nyc,10063244,Andrews: 1 North Moore St,Multifamily Housing,38.9,,84.7,10013,30431.0
nyc,5837686,BEN06052M 60-52 Madison Street,Multifamily Housing,40.7,94.0,400.7,11385,131104.0
nyc,6803436,800 East 17th Street,Multifamily Housing,132.9,52.0,190.3,11226,25560.0
nyc,11924140,"The Caledonian, LLC",Multifamily Housing,86.1,69.0,614.8,11355,125238.0
nyc,4021667,3111 Glenwood Road,Multifamily Housing,120.9,18.0,350.5,11210,51480.0
nyc,6147990,"133 EQUITIES, LLC - 229 West 121st Street",Multifamily Housing,98.7,,60.4,10027,10000.0
nyc,6282496,Bertuna: 1850 81 St,Multifamily Housing,100.3,16.0,202.1,11214,35952.0
nyc,6323748,Maxwell: 225 LINCOLN PLACE,Multifamily Housing,46.3,98.0,200.8,11217,74945.0
nyc,6426560,701 EQUITIES LLC,Multifamily Housing,71.5,60.0,173.5,11218,42000.0
nyc,12797212,144-27 SANFORD AVENUE,Multifamily Housing,1.6,100.0,20.4,11355,165486.0
nyc,6691734,Pinnacle - 706 Lefferts Avenue,Multifamily Housing,96.6,28.0,253.3,11203,45350.0
nyc,11609549,2859 Flatbush Avenue,Automobile Dealership,19.8,,188.1,11234,147187.0
nyc,6292589,Stop & Shop 539- 89-89 Union Turnpike,Supermarket/Grocery Store,331.0,69.0,1251.1,11375,56798.0
nyc,4695821,Kingsland 310 Realty Corp.,Wholesale Club/Supercenter,33.9,,148.6,11378,65000.0
nyc,6118578,CBA Insert Distrib System,Multifamily Housing,139.9,6.0,436.2,11232,49656.0
nyc,2668691,SW - 37-07 147th St,Multifamily Housing,88.5,63.0,375.5,11354,72773.0
nyc,2775457,CQ- 169-04 88th Avenue,Multifamily Housing,134.7,22.0,312.4,11432,40344.0
nyc,4560039,810 Humboldt St.,Manufacturing/Industrial Plant,12.3,,61.6,11222,80000.0
nyc,15357271,510 Chauncey Street,Multifamily Housing,89.7,65.0,158.7,11233,30800.0
nyc,2386534,250 East 87th Street,Multifamily Housing,89.0,35.0,1679.4,10028,316892.0
nyc,5807471,Halstead - 60 Remsen Street,Multifamily Housing,60.8,87.0,301.5,11201,84403.0
nyc,6782212,143 Alabama Ave,Non-Refrigerated Warehouse,90.1,,613.1,11207,122454.0
nyc,6346052,71-75 West Street,Multifamily Housing,62.0,43.0,1041.4,10006,258081.0
nyc,4923262,SL Green Realty Corporation 11 Madison Avenue,Office,59.4,80.0,10500.7,10010,2348153.0
nyc,6382023,506 West 181st Street,Parking,67.6,,51.1,10033,26254.0
nyc,6898036,Doubletree Financial District,Hotel,85.8,54.0,856.6,10004,143731.0
nyc,10063225,Andrews: 535 West 24 St,Office,35.4,91.0,83.2,10011,34694.0
nyc,6834938,32 Beadel Street,Wholesale Club/Supercenter,224.8,,443.5,11222,26000.0
nyc,10550278,The Brearley School - 590 East 83rd Street,K-12 School,85.4,13.0,479.3,10028,82374.0
nyc,16818875,54-27 Little Neck Parkway,Worship Facility,39.8,54.0,62.4,11362,26989.0
nyc,2658465,Butler Library,College/University,94.4,,3942.9,10027,646390.0
nyc,6292399,ZARA - Woodhull Park 191 - II LLC,Multifamily Housing,65.3,65.0,123.1,11423,32000.0
nyc,2669076,2601 Henry Hudson Parkway,Multifamily Housing,64.8,82.0,346.4,10463,92161.0
nyc,6664938,RUGBY REALTY ASSOC LLC: 630 Rugby Rd,Multifamily Housing,72.4,54.0,160.4,11230,38520.0
nyc,5869725,Lovett - 175-45 88th Avenue,Multifamily Housing,89.3,55.0,562.8,11432,110000.0
nyc,6303369,616 West 137th Street,Multifamily Housing,66.5,64.0,183.0,10031,37038.0
nyc,2810872,Lynda Simmons Homes-1581 Fulton Avenue,Multifamily Housing,75.5,77.0,263.6,10457,60720.0
nyc,4406973,ABH: 130 Fenimore Street,Multifamily Housing,79.7,74.0,364.4,11225,80088.0
nyc,6572042,8684 20th Avenue,Multifamily Housing,123.6,13.0,204.0,11214,28800.0
nyc,6750870,Total: 2661 MarionAve,Multifamily Housing,47.8,92.0,309.4,10458,87451.0
nyc,4558907,Gotham: 55 Austin Place,Multifamily Housing,75.5,65.0,805.5,10304,185294.0
nyc,6553330,132-57 Sanford Avenue,Multifamily Housing,84.9,87.0,514.7,11355,113348.0
nyc,2818879,6787 Realty Inc,Multifamily Housing,71.9,56.0,358.9,10467,86527.0
nyc,6810615,Lehavre: 167-15 12th Ave.,Multifamily Housing,18.9,100.0,57.0,11357,43540.0
nyc,13510784,79-81 Clifton Place,Multifamily Housing,71.3,91.0,237.0,11238,57937.0
nyc,6650162,Common: 577 Baltic St,Multifamily Housing,49.7,75.0,71.1,11217,20137.0
nyc,4381943,Triumph: 32-45 69th Street,Multifamily Housing,79.3,54.0,320.6,11377,67810.0
nyc,6381733,1236 Pacific Street,Multifamily Housing,87.6,75.0,152.8,11216,29712.0
nyc,6896041,Leiter: 580 Carroll St.,Multifamily Housing,38.5,,76.1,11215,28476.0
nyc,6312486,9430 Ridge Boulevard,Multifamily Housing,60.3,91.0,159.8,11209,45000.0
nyc,7380650,PERF00152M 152 Manhattan Ave,Multifamily Housing,26.4,93.0,78.7,11206,38250.0
nyc,3535469,Highbridge 1150 Tiffany,Multifamily Housing,84.0,36.0,320.4,10459,62890.0
nyc,6798035,118-65 Metropolitan Avenue,Multifamily Housing,104.3,22.0,229.6,11415,38812.0
nyc,3533624,800 Cortelyou Road,Multifamily Housing,88.5,64.0,419.7,11218,80604.0
nyc,6282691,Jalen: 7802 4 Avenue,Multifamily Housing,103.6,18.0,218.0,11209,37322.0
nyc,6573321,100 WINTHROP LLC,Multifamily Housing,83.0,69.0,225.4,11225,47400.0
nyc,4896927,A&E - Queens - 41-25 Case Street,Multifamily Housing,81.5,68.0,462.8,11373,97266.0
nyc,3935635,(7117) - Colonial Apt Corp,Multifamily Housing,57.1,95.0,470.7,11209,142396.0
nyc,8547722,Gershon: 360 Smith St.,Multifamily Housing,37.7,75.0,174.4,11231,69767.0
nyc,6750858,Spigro: 359 Ovington Avenue,Multifamily Housing,85.1,48.0,349.5,11209,70569.0
nyc,4044737,6255 Broadway,Multifamily Housing,68.8,72.0,219.3,10471,55400.0
nyc,6282883,Sandberg: 32 West 18th Street,Multifamily Housing,65.8,28.0,378.7,10011,83460.0
nyc,14083802,1189 Tinton Avenue: 1189 Tinton Avenue,Multifamily Housing,79.5,72.0,159.4,10456,32369.0
nyc,5091569,214 Rockaway Parkway,Multifamily Housing,97.4,35.0,343.8,11212,61620.0
nyc,2656346,Wallack - 530 East 86 St,Multifamily Housing,70.3,76.0,653.6,10028,124460.0
nyc,6382682,353 Cypress Avenue,Multifamily Housing,77.3,77.0,178.0,10454,38784.0
nyc,6554142,"FORTRESS STERLING, LLC 1389",Multifamily Housing,101.0,33.0,211.6,11213,35706.0
nyc,3523499,Landau: 8201 4th Ave,Multifamily Housing,90.8,46.0,289.7,11209,56710.0
nyc,4403242,446-460 7th Avenue,Office,42.5,89.0,1560.6,10001,491253.0
nyc,5723768,633 Court Street,Non-Refrigerated Warehouse,21.0,82.0,77.7,11231,56010.0
nyc,15363025,1195 SHERMAN AVENUE,Other - Lodging/Residential,58.1,,97.9,10456,28000.0
nyc,8460009,Woodside Terrace Condominiums,Multifamily Housing,109.7,6.0,125.0,11377,19362.0
nyc,2662172,Pinnacle - 470 Ocean Ave,Multifamily Housing,97.6,44.0,673.4,11226,121636.0
nyc,10778497,Bonita Management Corp.,Multifamily Housing,55.0,34.0,131.1,11238,33500.0
nyc,6232562,(7157) - 152 Elizabeth St condo,Multifamily Housing,123.9,,202.8,10012,26176.0
nyc,12914170,Tasma Realty Corp,Manufacturing/Industrial Plant,31.1,,131.7,10457,54700.0
nyc,12905450,59-05 52nd Avenue,Refrigerated Warehouse,76.4,39.0,166.1,11377,29400.0
nyc,10536648,487 Livonia Ave,Multifamily Housing,69.8,68.0,343.5,11207,79966.0
nyc,3107154,DEPM 1160 - 1050 Park Ave,Multifamily Housing,50.0,95.0,767.8,10028,202495.0
nyc,3537406,EJREAL00130 Lesser 130 East 18th St,Multifamily Housing,86.9,69.0,408.6,11226,81500.0
nyc,9972848,Steiner - 333 Schermerhorn,Multifamily Housing,63.1,,2653.6,11217,662532.0
nyc,4419541,Fisher: 9303 Shore Road,Multifamily Housing,82.9,58.0,392.2,11209,82458.0
nyc,10789043,Mink Building,Office,32.6,96.0,282.5,10027,124000.0
nyc,4835929,BRMC: 3288 RESERVOIR OVAL EAST,Multifamily Housing,73.8,68.0,602.4,10467,111670.0
nyc,3114784,815 East 14th Street,Multifamily Housing,65.2,82.0,321.8,11230,86580.0
nyc,4312395,1070 Washington Avenue,Multifamily Housing,51.1,97.0,144.8,10456,49097.0
nyc,3275224,620 East 29th St,Multifamily Housing,73.1,36.0,266.8,11210,62320.0
nyc,6361001,50 West 132nd Street,Multifamily Housing,114.5,31.0,256.8,10037,38680.0
nyc,2669747,325 East 57th St,Multifamily Housing,50.4,98.0,372.5,10022,98766.0
nyc,6237003,Mr.Bear LLC,Multifamily Housing,50.4,95.0,138.5,11201,47896.0
nyc,2609674,449 West 44th Street,Multifamily Housing,27.7,99.0,127.4,10036,65615.0
nyc,6271080,25 Moore Street - 44353,Multifamily Housing,146.0,5.0,6399.6,11206,773925.0
nyc,6283446,1000 Simpson Street,Multifamily Housing,295.8,1.0,1268.8,10459,73452.0
nyc,3122828,138 SHARP REALTY LLC,Multifamily Housing,131.0,6.0,1116.1,10454,145936.0
nyc,5857929,2310 Holland Av,Multifamily Housing,33.9,99.0,153.5,10467,65250.0
nyc,6826871,Pinnacle Parent,Multifamily Housing,79.0,54.0,1034.4,10002,175256.0
nyc,5857335,2145 Starling Avenue,Multifamily Housing,105.4,29.0,564.8,10462,93000.0
nyc,10171792,Erasmus Place Condo,Multifamily Housing,20.3,100.0,100.1,11226,68853.0
nyc,6282748,Louis Lefkowitz Realty: 37-15 82nd St,Retail Store,72.5,,253.4,11372,45494.0
nyc,3535483,Island Condo 2 Windham Loop,Multifamily Housing,38.0,71.0,433.4,10314,146722.0
nyc,6455128,476-480 Austin Place,Manufacturing/Industrial Plant,28.0,,77.7,10455,46070.0
nyc,5877204,225 Madison,Museum,,,0.0,10016,76900.0
nyc,15975775,640 Columbus Ave,K-12 School,,,0.0,10024,111200.0
nyc,16856246,1460 Pennsylvania Avenue,Multifamily Housing,,,0.0,11239,166775.0
nyc,5072182,Building 1,Multifamily Housing,,,0.0,11375,91257.0
nyc,2815578,Mar-Los I LP,Non-Refrigerated Warehouse,,,0.0,11101,65000.0
nyc,3128905,X236-0200246,K-12 School,28.6,88.0,22.3,10457,9779.0
nyc,15655370,Q483-0401872,Pre-school/Daycare,,,,11428,21148.0
nyc,11907355,75 Lewis,Multifamily Housing,0.0,100.0,0.0,11206,175798.0
nyc,14845410,K Zheng Test Property,Multifamily Housing,84.3,95.0,788.9,10462,126054.0
