city,property_id,property_name,property_type,site_eui,energy_star_score,total_ghg_mtco2e,zip,gross_floor_area_sqft
nyc,6664213,2330 Bronx Park East,Multifamily Housing,97.1,30.0,244.4,10467,39782.0
nyc,10656410,436 Albee Square,Multifamily Housing,51.3,64.0,594.3,11201,161272.0
nyc,8564836,202 Avenue F,Multifamily Housing,91.7,59.0,245.9,11218,47610.0
nyc,4414427,Wavecrest - 23-10 41st Avenue,Multifamily Housing,64.7,54.0,644.0,11101,159821.0
nyc,6812342,ABC: 2020 Broadway,Multifamily Housing,132.5,2.0,413.8,10023,52008.0
nyc,2637902,150 W 79 St.,Multifamily Housing,74.9,92.0,305.0,10024,70080.0
nyc,6810330,88-50 179th Street,Multifamily Housing,101.9,37.0,281.3,11432,47844.0
nyc,6306300,Harlem Dowling,Multifamily Housing,63.0,62.0,313.3,10027,76405.0
nyc,6296195,909 Kelly,Multifamily Housing,85.6,58.0,193.4,10459,38370.0
nyc,3526759,165 Charles Street,Multifamily Housing,91.4,19.0,566.5,10014,94439.0
nyc,6297150,"NYPD - c000014 - 84th Pct, Eng.207, Lad.110, Batt.31, Div.11 Campus (LL84)",Police Station,119.9,,416.5,11201,50000.0
nyc,4413421,ANASTASSIOS&BESSIE KASSAPIDIS REVOCABLE LIVING TRUSTEES,Multifamily Housing,97.1,28.0,620.1,11355,112713.0
nyc,2669096,6535 Broadway,Multifamily Housing,86.0,70.0,282.7,10471,60829.0
nyc,2653303,Chestnut - 2170 University Ave,Multifamily Housing,69.4,75.0,584.0,10453,144062.0
nyc,3527766,Coney 2035 East 7th St,Multifamily Housing,85.1,77.0,288.1,11223,59312.0
nyc,2363861,Irving Cancer Research Center,Medical Office,371.0,1.0,6866.3,10032,285532.0
nyc,3118029,Delta Management- 7901 4th Avenue,Multifamily Housing,69.6,79.0,575.8,11209,142190.0
nyc,4403129,Triumph: 62-95 Saunders St,Multifamily Housing,80.5,,455.9,11374,100080.0
nyc,6342019,East River Housing 453-457& 573&577,Mixed Use Property,92.8,,5396.3,10002,1008322.0
nyc,3319523,Prologis LOG-A 230-19 Rockaway Blvd.,Non-Refrigerated Warehouse,87.0,9.0,533.2,11413,99521.0
nyc,15070513,2260 Crotona (Twin Parks),Multifamily Housing,119.2,15.0,789.6,10457,108500.0
nyc,11668680,1050 Avenue of the Americas,Multifamily Housing,48.8,74.0,204.6,10018,60101.0
nyc,4843632,431 Avenue P,Multifamily Housing,53.6,66.0,383.1,11223,107175.0
nyc,2900352,121 West 27th Street,Office,40.9,92.0,372.4,10001,118785.0
nyc,6309412,75 East 95th Street,Multifamily Housing,163.5,1.0,328.8,11212,26928.0
nyc,6282536,C Uptown Realty: 51 Bennett Ave,Multifamily Housing,101.9,69.0,227.9,10033,39125.0
nyc,6601391,213 Madison,Multifamily Housing,70.4,52.0,296.3,10016,60820.0
nyc,15958688,Washington Heights Rehab - 503 WEST 177TH STREET,Multifamily Housing,180.6,2.0,284.1,10033,27730.0
nyc,14764485,130 W 143 St,Multifamily Housing,141.5,,134.4,10030,16704.0
nyc,2964670,102-40 67th Road,Multifamily Housing,84.5,46.0,672.4,11375,137700.0
nyc,3114396,310 West 79th Apartments Corp.,Multifamily Housing,63.7,86.0,303.2,10024,63121.0
nyc,7057616,M&I Management - 1692 Union Street,Multifamily Housing,115.6,6.0,274.0,11213,41055.0
nyc,4952041,AKAM - 55 West 95th Street,Multifamily Housing,51.9,87.0,209.2,10025,69305.0
nyc,2827474,1083 McDonald Realty Co,Multifamily Housing,76.4,1.0,266.2,11230,44900.0
nyc,6263045,30 West 181st Street,Multifamily Housing,152.0,,273.5,10453,31950.0
nyc,3533568,1916 Avenue K,Multifamily Housing,81.4,55.0,314.4,11230,67000.0
nyc,2679903,RY - 250 South End Ave,Multifamily Housing,72.3,46.0,517.3,10280,117045.0
nyc,4395915,353 Ocean Avenue,Multifamily Housing,65.2,68.0,234.8,11226,59825.0
nyc,3110858,DEPM 1956 - 1001 Fifth Ave,Multifamily Housing,94.2,24.0,682.9,10028,113439.0
nyc,6691574,Wavecrest - 501 East 165th Street,Multifamily Housing,115.3,34.0,286.2,10456,41000.0
nyc,4869191,64-41 Saunders Street,Multifamily Housing,96.0,52.0,582.3,11374,106140.0
nyc,7797032,Allbren: 25-31 30th Rd,Multifamily Housing,70.8,80.0,148.4,11102,36380.0
nyc,6261010,Mycak Associates LLC,Multifamily Housing,106.4,55.0,256.8,11106,32500.0
nyc,6684030,GG1 LLC,Multifamily Housing,26.3,91.0,54.3,10001,26027.0
nyc,4408060,DEPM 1782 - 209-90 23rd Avenue,Multifamily Housing,87.7,54.0,5307.5,11360,1008893.0
nyc,6213405,(7307) - Penelope Condominium,Multifamily Housing,112.3,18.0,381.7,11377,61413.0
nyc,6466437,559 West 190th Street,Multifamily Housing,100.4,47.0,169.9,10040,29155.0
nyc,6676638,10 Adrian Avenue,Multifamily Housing,107.0,80.0,203.0,10463,33070.0
nyc,4442227,First Housing Company,Multifamily Housing,116.7,18.0,2402.8,11365,350000.0
nyc,6168939,68-12 Yellowstone Boulevard,Multifamily Housing,83.8,64.0,996.4,11375,166137.0
nyc,8647998,The 23 South 10th Street Condominium,Multifamily Housing,47.2,,100.2,11249,33600.0
nyc,2659852,Wallack - 47 East 87th St,Multifamily Housing,87.7,65.0,941.5,10128,144246.0
nyc,5734170,1825 Atlantic Avenue: 1825 Atlantic Avenue,Multifamily Housing,68.0,79.0,666.8,11233,161967.0
nyc,6632073,54 Associates,Office,104.4,,345.0,10022,44150.0
nyc,5802736,(7361) - One Brooklyn Bridge Park,Multifamily Housing,56.7,80.0,3377.4,11201,919170.0
nyc,4934457,Century - 110 West 86th Street,Multifamily Housing,61.3,87.0,348.9,10024,96724.0
nyc,10720089,108-114 Wooster St,Multifamily Housing,49.4,68.0,161.6,10012,54300.0
nyc,3129683,106 West 116th Street,Multifamily Housing,59.1,72.0,223.5,10026,60290.0
nyc,4952043,AKAM - 102 West 85th Street,Multifamily Housing,80.1,81.0,389.5,10024,64429.0
nyc,10395764,2791 Grand Concourse,Multifamily Housing,80.3,68.0,243.8,10468,52758.0
nyc,2672562,DEPM 1712 - 450 East 52nd St,Multifamily Housing,61.9,,312.8,10022,67096.0
nyc,4414282,Century - 41-02 Queens Boulevard,Multifamily Housing,65.2,50.0,221.3,11104,53500.0
nyc,5786679,(5754) - Inwood Heights,Multifamily Housing,87.1,60.0,1452.3,10040,222714.0
nyc,14840455,331 East Houston Street,Multifamily Housing,73.6,66.0,263.1,10002,57128.0
nyc,6319534,996-1000 Ocean Parkway,Multifamily Housing,79.7,50.0,714.6,11230,154378.0
nyc,4939800,301 E 22 St,Multifamily Housing,85.4,25.0,964.2,10010,189616.0
nyc,5810710,Sebastian Capital - 417 5th Avenue,Office,55.2,67.0,1764.6,10016,423771.0
nyc,2731797,3450 Wayne Ave,Multifamily Housing,64.7,53.0,2768.8,10467,673910.0
nyc,6664931,Pinnacle: 23-49 Borden Ave,Manufacturing/Industrial Plant,42.1,,65.3,11101,27419.0
nyc,6580606,37 Murray St,Multifamily Housing,94.3,,180.2,10007,26620.0
nyc,12049813,29-15 Queens Plaza North,Multifamily Housing,78.1,56.0,1083.0,11101,203184.0
nyc,2683792,56 7th Avenue,Multifamily Housing,81.6,47.0,746.4,10011,149314.0
nyc,6159457,150 East 18th Street,Multifamily Housing,68.1,76.0,892.1,10003,234664.0
nyc,2734732,ADI: 172-90 Highland Ave,Multifamily Housing,55.5,,315.5,11432,97673.0
nyc,3375433,305 Broadway,Office,69.4,76.0,706.3,10007,132600.0
nyc,2665508,Stellar - 44-50 West 28th St,Office,50.1,91.0,493.0,10001,141830.0
nyc,4474514,Norwest: 3433 Dekalb Ave,Multifamily Housing,79.0,59.0,434.8,10467,95498.0
nyc,4406635,MP 4575 Park Ave,Multifamily Housing,140.5,7.0,420.1,10458,52547.0
nyc,6702262,543 W 146th St,Multifamily Housing,127.0,17.0,396.0,10031,42705.0
nyc,6686981,Chestnut - 2420 Davidson Avenue,Multifamily Housing,98.4,19.0,177.1,10468,30200.0
nyc,10822864,3810 Greystone Ave,Multifamily Housing,79.7,61.0,217.6,10463,50575.0
nyc,6284592,WH - 555 W. 170th Street,Multifamily Housing,102.3,61.0,184.7,10032,31902.0
nyc,3523309,31-62 29th Street - 7264,Multifamily Housing,77.1,78.0,411.6,11106,93964.0
nyc,6381714,720 West 173rd Street,Multifamily Housing,100.0,62.0,305.7,10032,40720.0
nyc,4043240,3070 Hull Avenue,Multifamily Housing,84.4,55.0,349.0,10467,56000.0
nyc,7118627,11-15 St Nicholas Avenue - 45210,Multifamily Housing,95.6,55.0,238.2,10026,33500.0
nyc,6699359,3036 Bailey Avenue,Multifamily Housing,102.6,36.0,234.3,10463,39904.0
nyc,6212665,935 Ogden Ave.,Multifamily Housing,140.1,11.0,173.6,10452,22260.0
nyc,6352624,289 Convent Avenue,Multifamily Housing,83.2,79.0,200.8,10031,41982.0
nyc,7118585,30 Magaw Place,Multifamily Housing,99.0,52.0,258.4,10033,35320.0
nyc,6227871,THE BAR BUILDING CONDOMINIUM,Office,39.3,87.0,490.8,10036,158917.0
nyc,4783717,Weeks Lerman: 58-38 Page Place,Non-Refrigerated Warehouse,55.1,28.0,424.8,11378,97650.0
nyc,6274254,4966 Broadway,Multifamily Housing,81.9,76.0,195.1,10034,41720.0
nyc,12500111,736 Broadway,Mixed Use Property,115.5,,254.6,10003,29485.0
nyc,4402457,Buchbinder: 172 East 4th,Multifamily Housing,53.2,,405.4,10009,126826.0
nyc,15279851,College Point Green Villa,Multifamily Housing,52.1,,85.0,11364,26300.0
nyc,6282543,Chatam: 2475 Tiebout Avenue,Multifamily Housing,90.3,92.0,226.5,10458,43645.0
nyc,6225069,1385 NELSON AVENUE - 43076,Multifamily Housing,121.0,29.0,342.4,10452,38063.0
nyc,6750821,Cornerstone: 22 Wooster,Multifamily Housing,53.2,,145.0,10013,45197.0
nyc,6288736,35-03 29 Street,Multifamily Housing,108.9,11.0,244.1,11106,38532.0
nyc,6587680,1245 HOLDING LLC,Multifamily Housing,113.1,37.0,337.9,10456,53375.0
nyc,6775019,2816 Roebling Ave LLC:  2816 Roebling Avenue,Multifamily Housing,83.2,55.0,269.0,10461,53500.0
nyc,2595904,"Tee-Lex Operating, Inc.",Multifamily Housing,70.5,77.0,345.0,10016,65000.0
nyc,6633374,Poker Realty Corp,Multifamily Housing,70.0,85.0,178.6,10128,44917.0
nyc,6596275,M and O Estates Inc - 35-63 90 st,Multifamily Housing,99.8,5.0,205.6,11372,34470.0
nyc,3072363,501 NEW YORK AVENUE,Multifamily Housing,103.3,,600.7,11225,89390.0
nyc,4043730,Halstead - 56 Pine Street,Multifamily Housing,68.5,19.0,440.2,10005,86839.0
nyc,6741696,Arrow Building,Office,27.2,91.0,64.1,11106,34000.0
nyc,2815960,1220 Morris Ave,Multifamily Housing,112.2,9.0,461.2,10456,54646.0
nyc,6282866,Salon: 109 Spring Street,Multifamily Housing,51.1,,98.4,10012,27018.0
nyc,6572973,2300 Loring Place North,Multifamily Housing,117.3,12.0,331.7,10468,48500.0
nyc,6273161,2075 Creston Avenue,Multifamily Housing,96.9,29.0,161.0,10453,29001.0
nyc,6802739,1350 Shakespeare Avenue,Multifamily Housing,129.1,8.0,313.3,10452,42456.0
nyc,2814430,TAS: 63-19 AUSTIN ST,Multifamily Housing,17.3,100.0,102.0,11374,77040.0
nyc,2964327,365 West End LLC,Multifamily Housing,74.1,63.0,961.9,10024,172225.0
nyc,10396944,3425 Gates Place,Multifamily Housing,84.4,47.0,334.1,10467,68500.0
nyc,6790037,2965 DECATUR AVENUE,Multifamily Housing,146.2,3.0,429.2,10458,39550.0
nyc,6225654,MHP Realty,Multifamily Housing,100.8,42.0,227.2,11106,39549.0
nyc,2707991,Esquire - 155-31 155th Ave,Multifamily Housing,137.1,4.0,899.3,11414,113625.0
nyc,6403424,250 East 105th Street,Multifamily Housing,134.4,19.0,266.3,10029,28014.0
nyc,4951955,AKAM - 200 East 27th Street,Multifamily Housing,36.6,94.0,639.2,10016,247044.0
nyc,10417720,Boulevard Towers,Multifamily Housing,120.0,6.0,741.4,11375,98394.0
nyc,3110618,DEPM 1644 - 188 East 64th St,Multifamily Housing,115.0,10.0,2008.8,10065,244305.0
nyc,2743978,760 Grand Concourse,Multifamily Housing,81.6,45.0,611.1,10461,126760.0
nyc,6404686,4002-4004 Carpenter Avenue,Multifamily Housing,68.8,83.0,217.8,10466,42490.0
nyc,4896845,A&E - Queens - 35-16 34th Street,Multifamily Housing,110.4,37.0,322.9,11106,50232.0
nyc,11701283,DSA - 29-28 41st Ave,Multifamily Housing,46.9,68.0,311.8,11101,96456.0
nyc,10890603,Lasker Management LLC - 170 Linden st + 174 Linden st Campus,Multifamily Housing,158.5,1.0,483.1,11221,54504.0
nyc,6825485,4605 BULLARD AVENUE,Manufacturing/Industrial Plant,56.7,,94.0,10470,28350.0
nyc,6289129,Cameo Holding,Retail Store,33.7,,89.1,11104,36730.0
nyc,6793647,540 West 235th Street,Office,245.8,1.0,509.7,10463,29703.0
nyc,2638890,808 Broadway,Multifamily Housing,46.5,61.0,332.4,10003,104722.0
nyc,6335757,86 REALTY PROPERTY LLC,Multifamily Housing,105.5,3.0,275.1,11212,43500.0
nyc,3120728,Dartmouth_4114 9th Avenue,Multifamily Housing,67.8,73.0,274.3,11232,66219.0
nyc,2671721,Greenway Mews Realty LLC,Office,88.5,70.0,789.0,10014,129835.0
nyc,7164623,Besen - 325 E. 206th St.,Multifamily Housing,96.2,48.0,259.5,10467,47905.0
nyc,6570027,TRINITY TOWERS LLC,Multifamily Housing,79.3,59.0,257.1,10458,56550.0
nyc,4042612,Leor: 2716 Marion Ave,Multifamily Housing,60.3,85.0,329.8,10458,94588.0
nyc,10539661,INV: 2837-2839 Decatur Avenue,Multifamily Housing,,,,10458,40590.0
nyc,10021077,Decatur: 3505 Decatur Ave,Multifamily Housing,19.7,100.0,132.3,10467,91678.0
nyc,2805398,160-15 Powells Cove Blvd - 28307,Multifamily Housing,91.3,62.0,450.8,11357,85615.0
nyc,4043157,2140 Cruger Avenue,Multifamily Housing,87.9,57.0,456.7,10462,88810.0
nyc,2665076,Abro - 445 East 77th Street,Multifamily Housing,86.8,23.0,556.4,10075,104500.0
nyc,2364104,30 Rockefeller Plaza (Bld 1 & 9),Office,17.4,63.0,10082.5,10111,2911536.0
nyc,6599513,New York Hanover Corp - 108 E 81 st,Multifamily Housing,53.4,,112.2,10028,35621.0
nyc,11878623,AKAM - 114 East 90th Street,Multifamily Housing,76.2,64.0,246.7,10128,54997.0
nyc,6255264,400 Ocean Ave,Multifamily Housing,72.3,57.0,178.6,11226,40327.0
nyc,6301170,72-34 Austin Condominium,Multifamily Housing,89.0,68.0,316.0,11375,47289.0
nyc,6702267,754 Coster St.,Multifamily Housing,116.5,39.0,259.6,10474,29710.0
nyc,6834508,Leab Holdings - 138-28 90th ave,Multifamily Housing,133.3,3.0,233.8,11435,31400.0
nyc,4389086,Harbor Garden Apartments,Multifamily Housing,60.8,79.0,437.8,10301,121000.0
nyc,2810911,Duncan Elder Apts,Multifamily Housing,34.3,79.0,267.0,10460,105230.0
nyc,4405055,Rheingold Heights 1,Multifamily Housing,55.7,86.0,303.4,11206,90627.0
nyc,3114445,Superior Ink Condominium,Multifamily Housing,68.7,17.0,891.1,10014,191094.0
nyc,3966756,46-15 Center Boulevard,Multifamily Housing,72.8,45.0,1605.1,11109,354622.0
nyc,2806396,(7242) - Crossing 23rd Condo,Multifamily Housing,73.7,56.0,440.8,10010,96425.0
nyc,3111705,DEPM 2830 - 1067 Fifth Ave,Multifamily Housing,75.0,,320.3,10128,56800.0
nyc,2669773,120 East 79th St & 116 East 79th St,Multifamily Housing,77.1,62.0,367.7,10075,81851.0
nyc,7953179,The 24th Avenue Condominium,Multifamily Housing,33.6,84.0,100.6,11204,37655.0
nyc,4043768,305 West 16th St Owners Corp,Multifamily Housing,65.1,43.0,366.2,10011,81989.0
nyc,3114580,Carnegie Park,Multifamily Housing,106.2,13.0,2468.1,10128,374176.0
nyc,4885613,ADL004751 Adler 475 10th Avenue,Office,57.9,80.0,971.5,10018,241508.0
nyc,6264408,"540 Associates, LLC",Multifamily Housing,130.0,28.0,314.4,10033,32238.0
nyc,6352429,2504 Olinville Avenue,Multifamily Housing,124.3,29.0,222.1,10467,31751.0
nyc,6664415,66 Post Avenue,Multifamily Housing,110.3,42.0,194.1,10034,30725.0
nyc,6260857,517 West 113th Street,Multifamily Housing,63.7,69.0,186.9,10025,48222.0
nyc,4404039,Medallion: 43-08 41st St,Multifamily Housing,74.1,72.0,313.7,11104,57245.0
nyc,7468797,Brusco West 75 Street,Multifamily Housing,114.4,64.0,183.7,10023,27713.0
nyc,2669097,SW - 65 Hillside Ave,Multifamily Housing,102.0,28.0,323.5,10040,56140.0
nyc,2721235,4054 ASSOCIATES,Multifamily Housing,88.8,51.0,316.9,10466,62610.0
nyc,2704398,222 East 35th Street (Gregory House),Multifamily Housing,64.5,83.0,280.5,10016,59300.0
nyc,6225113,2734 SEDGWICK AVENUE - 35476,Multifamily Housing,107.6,48.0,408.6,10468,51418.0
nyc,5860566,303 East 37th St,Multifamily Housing,54.8,98.0,327.2,10016,80000.0
nyc,2797979,47-21 41st Street,Multifamily Housing,75.3,72.0,277.8,11104,64758.0
nyc,6586700,880 Dekalb Avenue,Multifamily Housing,39.6,94.0,101.5,11221,39017.0
nyc,15532879,Square-Churchill Mercer LLC,Multifamily Housing,35.7,91.0,70.2,10013,25460.0
nyc,6692174,534-36 West 152 Street HDFC,Multifamily Housing,83.6,70.0,199.5,10031,32022.0
nyc,2952061,Section D BLK 7847 LOT 1,Multifamily Housing,188.8,1.0,493.5,11364,48500.0
nyc,6579212,Brooklyn Property Managers - 609 45th st,Multifamily Housing,135.1,,316.0,11220,40397.0
nyc,2703646,310 West 99th Street,Multifamily Housing,47.3,99.0,293.9,10025,108358.0
nyc,6282892,Impact: 450 W. 147th St,Multifamily Housing,64.3,98.0,156.3,10031,35545.0
nyc,5055930,"276 Managers, LLC",Office,63.7,82.0,699.4,10312,145410.0
nyc,4952433,AKAM - 166 East 63rd Street,Multifamily Housing,77.8,53.0,1086.6,10065,183827.0
nyc,10714383,11 East 36th Street,Multifamily Housing,78.2,4.0,418.2,10016,76246.0
nyc,6282542,Chatam: 2267 Haviland Avenue,Multifamily Housing,103.1,7.0,217.5,10462,36120.0
nyc,4408061,Lovett - 23-20 Bell Boulevard,Multifamily Housing,66.0,79.0,694.7,11360,176942.0
nyc,4897242,A&E - Sunnyside - 43-38 39th Place,Multifamily Housing,78.6,70.0,130.0,11104,28600.0
nyc,6303376,749 West End Avenue,Multifamily Housing,69.8,89.0,201.2,10025,48000.0
nyc,6404588,3073 Buhre Avenue,Multifamily Housing,94.9,48.0,298.9,10461,42000.0
nyc,6789485,L.P. Homeowners Incorporated,Multifamily Housing,55.8,94.0,86.6,11354,26100.0
nyc,6381655,45 Park Terrace West,Multifamily Housing,95.0,51.0,336.8,10034,47180.0
nyc,6686852,Chestnut - 1175 Morris Avenue,Multifamily Housing,99.5,47.0,254.9,10456,44865.0
nyc,6282957,Vanderbilt: 133 Beach 120th St,Multifamily Housing,92.5,22.0,236.3,11694,43335.0
nyc,11711585,Century - 41 Fifth Avenue,Multifamily Housing,55.0,96.0,309.5,10003,95117.0
nyc,2978066,3214 L.L.C.,Multifamily Housing,75.4,71.0,271.5,10463,63000.0
nyc,6675099,Citi Apartments - 409 W 129 ST,Multifamily Housing,77.9,54.0,281.7,10027,61602.0
nyc,6605521,76-05 113th Street,Multifamily Housing,29.8,97.0,79.8,11375,40911.0
nyc,2669141,SW - 80 Bennett Ave,Multifamily Housing,89.9,48.0,371.4,10033,71661.0
nyc,6735340,Lexin NY 551,Office,41.0,85.0,458.2,10022,149179.0
nyc,6690428,MP Management - 710 Hunts Point ave,Multifamily Housing,194.5,1.0,573.0,10474,45600.0
nyc,6662860,382 Wadsworth Ave,Multifamily Housing,89.7,59.0,279.8,10040,54268.0
nyc,2608470,260 Convent Ave,Multifamily Housing,83.5,83.0,340.2,10031,70863.0
nyc,7123685,2363 Valentine Avenue,Multifamily Housing,129.4,10.0,236.6,10458,31472.0
nyc,6810820,Milio Brothers Inc.,Multifamily Housing,123.7,1.0,269.6,10458,28900.0
nyc,6282583,City Skyline: 520 W 136th,Multifamily Housing,57.7,100.0,153.0,10031,44460.0
nyc,10537928,The 60 East 8th Street Condominium,Multifamily Housing,83.0,40.0,2539.3,10003,529035.0
nyc,6694211,Grogan & Associates - 295 West 11th st,Multifamily Housing,100.5,,285.7,10014,37638.0
nyc,4219041,The Center Building,Office,70.0,70.0,2393.2,11101,444606.0
nyc,4952016,AKAM - 45 West 67th Street,Multifamily Housing,69.6,48.0,1027.8,10023,232505.0
nyc,6680756,1064 Cauldwell Avenue -Bronx,Multifamily Housing,22.8,100.0,60.7,10456,37355.0
nyc,6199882,2430 Morris Avenue,Multifamily Housing,106.7,42.0,244.3,10468,40189.0
nyc,15318173,1738 University Avenue,Multifamily Housing,115.2,27.0,434.3,10453,67000.0
nyc,6275321,3133 Rochambeau Ave,Multifamily Housing,109.0,24.0,256.6,10467,41600.0
nyc,2664815,MMIKP BRONX REALTY 25,Multifamily Housing,94.5,48.0,299.4,11230,55026.0
nyc,6297525,2303-2305 Holland Avenue,Multifamily Housing,101.3,50.0,217.3,10467,36970.0
nyc,6310599,2608 Creston Avenue,Multifamily Housing,121.0,25.0,403.0,10468,58896.0
nyc,15305363,1515 Selwyn Avenue,Multifamily Housing,144.2,8.0,344.9,10457,42370.0
nyc,6750810,3006 DECATUR AVENUE CORP: 3006 Decatur Ave,Multifamily Housing,92.5,56.0,328.4,10458,48150.0
nyc,2665256,500 West 175th Street,Multifamily Housing,112.6,43.0,544.2,10033,64838.0
nyc,7468573,564 WEST 52 STREET,Multifamily Housing,77.8,,151.9,10018,32453.0
nyc,15569100,Maxwell: 357 W 55th St,Multifamily Housing,24.9,,129.9,10019,75442.0
nyc,2775458,CQ- 55-25 98 Place,Multifamily Housing,79.7,78.0,1054.4,11368,225240.0
nyc,6430326,1098-1100 Gerard Avenue,Multifamily Housing,91.4,24.0,288.9,10452,55000.0
nyc,4406347,595 East 170 Street,Multifamily Housing,81.6,63.0,371.1,10456,78300.0
nyc,2653135,140 East 46th (W01),Multifamily Housing,110.9,36.0,1102.9,10017,131175.0
nyc,6465108,BPS 5 LLC / 946-50,Multifamily Housing,22.2,100.0,86.6,10460,53964.0
nyc,4038845,Orsid - 61 University Place,Multifamily Housing,73.8,74.0,823.9,10003,187600.0
nyc,2734684,Chatam: 1155 Walton Ave,Multifamily Housing,119.4,,412.7,10452,61600.0
nyc,6457791,89-28 165th Street AKA 89-41 164th Street,Strip Mall,74.3,,213.7,11432,46918.0
nyc,2705467,10 Hillside Avenue,Multifamily Housing,155.6,9.0,1263.7,10040,121810.0
nyc,6692215,"3900 Broadway, 10032",Multifamily Housing,102.0,46.0,310.0,10032,49576.0
nyc,4405485,5035 - The Shops at Atlas Park,Enclosed Mall,30.2,,2461.5,11385,1037000.0
nyc,6252172,Cadman Towers,Multifamily Housing,111.9,20.0,4141.1,11201,624799.0
nyc,6722918,Grymes Hill Apartments,Multifamily Housing,97.0,49.0,2204.8,10301,396772.0
nyc,3129256,Benjamin: 209-31 86 Drive (Parent),Multifamily Housing,27.8,99.0,588.5,11427,310420.0
nyc,6078431,(5502) - St. Charles Condo 4,Multifamily Housing,52.6,86.0,112.3,10030,36188.0
nyc,8169145,539 West 112 St,Residence Hall/Dormitory,62.4,92.0,150.9,10025,43182.0
nyc,4046313,2131 Presidential Assets LLC,Multifamily Housing,102.6,34.0,1049.5,10462,178126.0
nyc,6244154,CSM,Laboratory,,,0.0,10029,479603.0
nyc,15530375,St. Thomas Moore Church,Worship Facility,,,0.0,11439,13370.0
nyc,6821880,Alumni Hall,College/University,,,0.0,10471,22804.0
nyc,4442334,First Housing Company Bldg 3,Multifamily Housing,,,0.0,11365,35000.0
nyc,11168441,Parker 104-60,Multifamily Housing,,,0.0,11375,580486.0
nyc,11283549,280 Lexington Ave,Multifamily Housing,,,0.0,11216,2585.0
nyc,15530379,Priest House,Residence Hall/Dormitory,,,0.0,11439,14400.0
nyc,6128948,Howard,Multifamily Housing,,,,11374,300000.0
nyc,15619636,ZAL02004D 2004 Davidson Ave,Multifamily Housing,,,0.0,10453,27326.0
nyc,6791287,403 East 60 Street,Parking,,,,10022,40686.0
nyc,6187157,Parking Garage E,Parking,10.7,,17.0,10033,25984.0
nyc,14845408,E Vipul Test Property,Multifamily Housing,84.3,95.0,788.9,10462,126054.0
nyc,6297035,HRA - 2016777 - Fordham Job Center (LL84) (Leased),Office,91.7,59.0,259.7,10458,44162.0
nyc,16085552,DOE Fund 510 Gates Ave,Office,13.1,99.0,34.3,11216,32883.0
nyc,6297291,QPL - 4011018 - Broadway Community Library (LL84),Library,446.7,,388.9,11103,15700.0
nyc,12344536,BBL 1-01920-0026: NYPL (LL84),Library,146.4,,607.2,10030,63345.0
nyc,1634753,Q451-0400221,K-12 School,43.2,93.0,34.8,11101,12710.0
nyc,1633468,M057-0100068,K-12 School,55.1,75.0,383.4,10029,109300.0
nyc,1634277,K994-0301793,K-12 School,111.9,12.0,193.1,11216,25400.0
nyc,2976834,1214 - FLUSHING,Retail Store,56.3,86.0,477.5,11355,122750.0
nyc,6790095,Mehran: 133-28 37th,Retail Store,121.7,,223.8,11354,27264.0
nyc,6319436,Bay  Plaza,Retail Store,108.8,,274.1,10475,35130.0
nyc,10550377,Rocklyn: 333 Hart St,Worship Facility,26.2,,87.7,11209,42072.0
nyc,4030401,ASPCA,Veterinary Office,224.1,,745.1,10128,50302.0
nyc,6293938,ACS - 3041852 - Shirley Chisholm Day Care Center Inc. (LL84) (Leased In),Pre-school/Daycare,49.7,,112.9,11233,28860.0
nyc,6205633,GRIFFIN-CHAMBERS ENA,Multifamily Housing,66.8,92.0,178.6,11230,36000.0
nyc,2811100,92-01 LAMONT AVE LLC,Multifamily Housing,86.7,84.0,389.6,11373,83380.0
nyc,5887131,173 EAST 90TH STREET (mc014),Multifamily Housing,4.0,100.0,18.5,10128,59375.0
nyc,14359907,Hoffman and Hoffman,Multifamily Housing,25.2,,72.9,11222,36413.0
nyc,12915497,527 West 125th Street,Social/Meeting Hall,26.0,,52.3,10027,33972.0
nyc,2705516,437 5th Avenue,Office,52.3,60.0,279.8,10016,67365.0
nyc,6290284,Plastic Center Realty Sub,Non-Refrigerated Warehouse,27.1,75.0,67.3,11101,45000.0
nyc,6294417,NYPD - 3327591 - Traffic Office and Warehouse (LL84) (Leased In),Non-Refrigerated Warehouse,121.2,24.0,139.7,11236,19950.0
nyc,6297112,NYPD - 1009128 - Property Clerk and Youth Aid (LL84) (Leased),Non-Refrigerated Warehouse,69.9,45.0,171.1,10003,41490.0
nyc,4509450,CO/GLC 31120/11-31 46TH RD/LONG ISLAND CITY/NY,Other - Technology/Science,236.6,,1838.1,11101,102949.0
nyc,6297062,HRA - 1057874 - Confidential Location 5 (LL84),Other - Lodging/Residential,114.9,,429.4,10027,63750.0
nyc,6801445,R.R. Lalena Corp.,Distribution Center,5.8,98.0,13.2,11378,28800.0
nyc,9636546,2590 Park Avenue,Manufacturing/Industrial Plant,88.5,,323.0,10451,48952.0
nyc,6249268,4C Warehouse #3,Non-Refrigerated Warehouse,28.3,71.0,78.8,11208,44200.0
nyc,6294349,DHS - 2003811 - Jackson Family Residence (LL84),Other - Lodging/Residential,96.0,,422.8,10454,72000.0
nyc,12373160,240 alabama ave,Manufacturing/Industrial Plant,12.0,,29.9,11207,43000.0
