city,property_id,property_name,year,property_type,gross_floor_area_sqft,energy_star_score,electricity_kbtu,natural_gas_kbtu,water_kgal,chicago_energy_rating,address,zip,year_built
chicago,253963,Montclare Senior Residences of Avalon Park,2020,Multifamily Housing,137038.0,93.0,1842814.4,4169748.4,,4.0,1210  E 78th St,60619,2015.0
chicago,251774,Catholic Charities Saint Alibe - (Faith Apartments),2020,Multifamily Housing,192927.0,68.0,2260052.7,8547151.8,,3.0,1244 East 93rd Street,60619,2000.0
chicago,102613,,2020,Multifamily Housing,30268.0,,619329.2,5234960.0,,1.0,7914 7932 S WABASH AVE,60619,1927.0
chicago,101226,,2020,Multifamily Housing,113616.0,84.0,1721531.5,4113218.3,,4.0,1200  E 78TH ST,60619,2009.0
chicago,175462,,2020,Multifamily Housing,60200.0,,1372521.4,6159283.6,,1.0,741  E 79TH ST,60619,1929.0
chicago,173961,Chatham Park South Co-op,2020,Multifamily Housing,75634.0,53.0,3079592.8,1922929.2,,3.5,660  E 85TH ST,60619,1983.0
chicago,252123,Gary Comer Youth Center (South Shore Drill Team),2020,Other,115500.0,,3514945.8,1532663.1,,2.0,7200 S Ingleside Ave,60619,2006.0
chicago,175347,Much-Musikantow Co.,2020,Other - Public Services,117032.0,,277905.0,1084180.6,,4.0,8001 - 8007 S Cottage Grove Ave,60619,1956.0
chicago,160029,Senior Suites of Chatham,2020,Senior Living Community,76387.0,15.0,2366501.8,4179399.8,,1.0,8300 S Cottage Grove Ave,60619,2014.0
chicago,251538,Morgan Elementary,2020,,80300.0,,,,,,8407 S KERFOOT AVE,60620,
chicago,251876,Sizemore - Shabazz Charter,2020,,70232.0,,,,,0.0,1540 W 84TH ST,60620,
chicago,172056,,2020,,143488.0,,,,,,1230  W 76TH ST,60620,
chicago,126141,,2020,,67068.0,,,,,0.0,839 W 79TH ST,60620,
chicago,174123,Stewart Business Center,2020,,220000.0,,,,,0.0,400 W 76th St,60620,
chicago,121038,Sherman Plaza,2020,,187780.0,,,,,0.0,163 W 87th St,60620,
chicago,100572,Perspectives Middle Academy -CPS,2020,,305000.0,,,,,0.0,8131 S May St,60620,
chicago,260078,,2020,,74165.0,,,,,0.0,1626  W 87TH ST,60620,
chicago,125013,,2020,,193200.0,,,,,0.0,122 160 W 79TH ST,60620,
chicago,251211,87th Street Center,2020,,174739.0,,,,,0.0,35 W 87th St,60620,
chicago,252025,CICS Ralph Ellison (St Thomas Moore),2020,K-12 School,150000.0,45.0,1889292.6,4443200.0,,3.0,1817 W 80th St,60620,1920.0
chicago,251447,Foster Park Elementary -CPS,2020,K-12 School,68005.0,30.0,2688278.2,1924759.9,,2.0,8500 S Wood,60620,1937.0
chicago,100396,St. Rita of Cascia HS,2020,K-12 School,435118.0,77.0,4445020.1,13678699.9,,4.0,7740 S Western Ave,60620,1960.0
chicago,251654,Cook Elementary -CPS,2020,K-12 School,98500.0,10.0,3979380.2,6629690.2,,1.0,8150 S Bishop St,60620,1925.0
chicago,251528,Oglesby -CPS,2020,K-12 School,77140.0,70.0,1053802.5,3965350.3,,4.0,7646 S Green St,60620,1907.0
chicago,251649,"Ryder, William H -CPS",2020,K-12 School,73326.0,35.0,1553326.7,5164340.1,,2.5,8716 S Wallace St,60620,1912.0
chicago,251572,Barton Elementary -CPS,2020,K-12 School,82203.0,17.0,3010391.7,4804370.4,,2.0,7650 S Wolcott Ave,60620,1928.0
chicago,251543,Harvard Elemtary-CPS,2020,K-12 School,80584.0,70.0,1413743.7,3373600.1,,4.0,7525 S Harvard Ave,60620,1905.0
chicago,156999,Lenart Regional Gifted Center -CPS,2020,K-12 School,60474.0,76.0,588035.4,3351600.0,,4.0,8101 S LaSalle St,60620,1961.0
chicago,251598,Joplin Elementary -CPS,2020,K-12 School,77483.0,38.0,1261282.5,6240710.2,,2.5,7931 S Honore St,60620,1957.0
chicago,251636,Gresham Elementary -CPS,2020,K-12 School,113339.0,61.0,1497638.1,7065410.0,,4.0,8524 S Green St,60620,1895.0
chicago,251522,Cuffe Math/Science/Tech Academy -CPS,2020,K-12 School,82120.0,22.0,3327703.8,3260570.0,,2.0,8324 S Racine Ave,60620,2003.0
chicago,172053,Leo High School,2020,K-12 School,111882.0,,,5317035.5,,0.0,7901 S Sangamon St,60620,1926.0
chicago,250051,Simeon Career Academy HS -CPS,2020,K-12 School,210316.0,9.0,10676782.8,15910060.6,,1.0,8235 S Vincennes Ave,60620,2003.0
chicago,251667,Fort Dearborn Elementary -CPS,2020,K-12 School,83424.0,67.0,1110781.8,4615180.2,,4.0,9001 S Throop St,60620,1937.0
chicago,251469,Mahalia Jackson Elementary -CPS,2020,K-12 School,74586.0,9.0,5092823.6,,,1.0,917 W 88th St,60620,1972.0
chicago,159091,Continental Plaza Apartments,2020,Multifamily Housing,203603.0,33.0,5918667.3,4405600.4,,2.5,1330 1358 W 76th St,60620,2006.0
chicago,102914,,2020,Multifamily Housing,44700.0,,,,,0.0,8915  S LOOMIS ST,60620,2000.0
chicago,254048,Catholic Charities: St. Leo Residence,2020,Multifamily Housing,67170.0,31.0,2413440.7,4708995.6,,1.5,7750 S Emerald Ave,60620,2006.0
chicago,254047,Sabina Senior Housing Corporation (St. Sabina Elders Village),2020,Multifamily Housing,86040.0,38.0,1835819.8,4985198.6,,1.5,1222 W 79th St,60620,2000.0
chicago,251792,Saint Sabina Parish,2020,Other,162602.0,,1147632.2,13901809.6,,3.0,7801 S Throop St,60620,1916.0
chicago,132117,Home Depot,2020,Retail Store,103580.0,53.0,3896347.2,7539754.0,,2.5,200 W 87th St,60620,1997.0
chicago,119914,,2020,Retail Store,115928.0,15.0,7262319.4,2963951.1,,2.0,8411 S HOLLAND RD,60620,2007.0
chicago,119885,,2020,Senior Living Community,60500.0,36.0,2246119.6,3124400.2,,2.5,1050  W 79TH ST,60620,2005.0
chicago,132823,Bria of Forest Edge,2020,Senior Living Community,85771.0,2.0,5214252.7,12653500.1,,1.0,8001 S Western Ave,60620,1963.0
chicago,251318,"Jewel Osco, 03181-87th & State St",2020,Supermarket/Grocery Store,70022.0,41.0,11056688.8,7430199.9,,2.0,87 W 87th St,60620,1974.0
chicago,132870,Chatham Ridge Shopping Center,2020,Supermarket/Grocery Store,61732.0,64.0,7979409.5,5189302.1,,3.0,112 W 87th St,60620,2009.0
chicago,175683,"Jewel Osco, 03176-Ashland & 95th St",2020,Supermarket/Grocery Store,66467.0,40.0,10286190.5,6411700.1,,1.5,9400 S Ashland Ave,60620,1991.0
chicago,251272,Walmart Supercenter #5781,2020,Wholesale Club/Supercenter,148364.0,46.0,11107358.7,4462121.6,,3.0,8331 S Stewart Ave,60620,2012.0
chicago,172181,Emmanuel Baptist Church,2020,Worship Facility,75627.0,61.0,486113.5,3096736.0,,4.0,8301 S Damen Ave,60620,1961.0
chicago,175262,,2020,,53913.0,,,,,0.0,6800  S NORMAL BLVD,60621,
chicago,251894,Robeson HS -CPS,2020,,190104.0,,,,,0.0,6821 S Normal,60621,
chicago,117535,Parker Elementary -CPS,2020,,279300.0,,,,,0.0,6800 S Stewart Ave,60621,
chicago,252302,Eastwood Garden Apartments,2020,,175848.0,,,,,,6531 S. Lowe Ave.,60621,
chicago,251378,"Wentworth, Daniel S",2020,,57000.0,,,,,0.0,6950 S SANGAMON ST,60621,
chicago,251705,Yale -CPS,2020,,61667.0,,,,,,7025 S Princeton Ave,60621,
chicago,256794,,2020,,50000.0,,,,,,6342 S GREEN ST,60621,
chicago,152408,,2020,,57888.0,,,,,0.0,735 745 W GARFIELD BLVD,60621,
chicago,175220,Joshua's Prayer House Coptic Temple,2020,,52214.0,,,,,0.0,6855 S EMERALD ST,60621,
chicago,251914,Mays,2020,,52819.0,,,,,,838 W MARQUETTE RD,60621,
chicago,100683,,2020,,54892.0,,,,,0.0,7000  S PARNELL AVE,60621,
chicago,250004,Kennedy-King College,2020,College/University,741244.0,,30403813.0,51194702.0,,1.0,6301 S Halsted Ave,60621,2007.0
chicago,250121,St Bernard Hospital,2020,Hospital (General Medical & Surgical),492653.0,96.0,21716693.8,46813301.4,,4.0,326 West 64th St,60621,1904.0
chicago,251467,Holmes Elementary -CPS,2020,K-12 School,67141.0,50.0,1531913.8,3232570.1,,3.0,955 W Garfield Blvd,60621,1959.0
chicago,251442,"Hinton Elementary, William Augustus -CPS",2020,K-12 School,71892.0,70.0,1201727.9,3154710.3,,4.0,646 W 71st St,60621,1965.0
chicago,256746,Englewood STEM High School,2020,K-12 School,160000.0,89.0,2690142.7,4336410.3,,4.0,6835 S Normal Blvd,60621,2019.0
chicago,251685,Noble - John and Eunice Johnson College Prep,2020,K-12 School,63816.0,57.0,1462816.5,4554214.2,,3.5,6350 S Stewart St,60621,1963.0
chicago,251729,Hope College Prepa HS -CPS,2020,K-12 School,159500.0,7.0,7757678.3,12767779.6,,1.0,5515 South Lowe Ave,60621,1970.0
chicago,100533,Englewood Academy HS -CPS,2020,K-12 School,188800.0,21.0,7213052.0,12271600.2,,2.0,6201 S Stewart Ave,60621,1979.0
chicago,251680,Bond Elementary -CPS,2020,K-12 School,104126.0,51.0,1773517.0,6532609.8,,3.5,7050 S May St,60621,1926.0
chicago,251427,Banneker Elementary -CPS,2020,K-12 School,65017.0,50.0,1011301.9,4448080.2,,3.0,6646 S Normal,60621,1963.0
chicago,251434,Nicholson Math And Science Elementary - CPS,2020,K-12 School,71602.0,55.0,1151279.6,4256559.9,,3.5,6006 S Peoria St,60621,1958.0
chicago,251359,"Kershaw Elementary, Joshua D -CPS",2020,K-12 School,51900.0,22.0,1263915.5,4265720.0,,2.0,6450 S Lowe Ave,60621,1962.0
chicago,251629,Bass Elementary -CPS,2020,K-12 School,85881.0,6.0,2955214.6,8702070.0,,1.0,6554 S May St,60621,1894.0
chicago,251671,Sherwood Elementary -CPS,2020,K-12 School,52237.0,41.0,957720.6,3685170.0,,3.0,245 W 57th St,60621,1951.0
chicago,251874,"Stagg Elementary, Amos A -CPS",2020,K-12 School,68227.0,76.0,881382.2,3205460.0,,4.0,7424 S Morgan St,60621,1969.0
chicago,254385,"Ambulatory Care Center, St. Bernard Hospital",2020,Medical Office,98018.0,59.0,4204723.5,2236782.3,,2.5,6307 S STEWART AVE,60621,2016.0
chicago,254227,Adele and Robert Stern Red Shield Center,2020,Mixed Use Property,50000.0,,2508441.0,3222660.1,,2.0,945 W 69th St,60621,2006.0
chicago,250108,Vivian Carter Apts,2020,Multifamily Housing,150136.0,65.0,3346772.8,9734000.1,,4.0,6401 S Yale Ave,60621,1971.0
chicago,116428,,2020,Multifamily Housing,81078.0,38.0,4301403.8,1927138.6,,2.5,900  W 63RD PKWY,60621,1983.0
chicago,251777,Catholic Charities Tolton Manor,2020,Multifamily Housing,78167.0,49.0,1326084.1,5141729.3,,2.0,6345 S Stewart,60621,1995.0
chicago,160329,Lafayette Plaza Housing Cooperative,2020,Multifamily Housing,273708.0,55.0,3937946.3,19457800.1,,2.5,50 W 71st St,60621,1965.0
chicago,250107,Mayor Robert H Lawrence Apts,2020,Multifamily Housing,158732.0,74.0,3347578.1,7914480.5,,4.0,655 W 65th St,60621,1967.0
chicago,100946,New Englewood Terrace Apartments,2020,Multifamily Housing,379680.0,78.0,5278967.5,16825191.1,,3.5,6425 S Lowe,60621,1966.0
chicago,254025,Mercy Housing Lakefront?s Englewood Apartments,2020,Multifamily Housing,62800.0,82.0,2109449.3,1299914.0,,4.0,901 W 63rd St,60621,2010.0
chicago,116418,,2020,Multifamily Housing,50388.0,97.0,1678353.9,599234.0,,4.0,6950  S VINCENNES AVE,60621,1983.0
chicago,136845,US Bank -- Englewood,2020,Office,63034.0,95.0,158658.0,3114115.3,,4.0,815 W 63rd St,60621,1920.0
chicago,159276,"Foxboro Properties, LLC",2020,Office,186800.0,70.0,4206069.4,1230492.0,,4.0,6201 S Emerald Dr,60621,1995.0
chicago,250015,Hamilton Park,2020,Other - Recreation,66458.0,,991638.6,8869586.5,,1.0,513 W 72nd St,60621,1905.0
chicago,250057,Englewood Health Center,2020,Outpatient Rehabilitation/Physical Therapy,54189.0,,2394744.8,3185042.0,,3.0,641 W 63rd St,60621,1972.0
chicago,254345,Alden Princeton Rehab & Health Care Center,2020,Senior Living Community,97394.0,33.0,3487538.7,7761846.6,,2.5,255 W 69th St,60621,1990.0
chicago,149001,Wentworth Rehab and Healthcare Center,2020,Senior Living Community,100448.0,10.0,3945435.7,13304020.4,,1.0,201  W 69TH ST,60621,1976.0
chicago,256567,,2020,,55720.0,,,,,0.0,1554 N Talman Ave,60622,
chicago,255943,Wicker Park Connection,2020,,167696.0,,,,,0.0,1640 W Division St,60622,
chicago,254571,Centrum Wicker Park,2020,,88581.0,,,,,0.0,1664 W Division St,60622,
chicago,252033,Erie Elementary Charter School,2020,,58856.0,,,,,0.0,1405 N Washtenaw,60622,
chicago,146897,,2020,,109218.0,,,,,0.0,1624  W DIVISION ST,60622,
chicago,250118,Norwegian American Hospital,2020,Hospital (General Medical & Surgical),312898.0,55.0,34488939.2,28632579.5,,2.5,1044 N Francisco Ave,60622,1917.0
chicago,100433,Presence SMEMC St Mary Campus,2020,Hospital (General Medical & Surgical),981153.0,58.0,65483978.2,97798072.1,,3.5,2233 W Division St,60622,1976.0
chicago,256796,,2020,Hotel,96599.0,80.0,3040151.6,2694009.7,,3.5,1555 N ASHLAND AVE,60622,2019.0
chicago,171878,Josephinum Academy,2020,K-12 School,85000.0,85.0,311177.2,4868622.5,,4.0,1501 N Oakley Blvd,60622,1959.0
chicago,251404,"Burr Elementary, Jonathan -CPS",2020,K-12 School,60929.0,34.0,800519.2,5661870.2,,2.5,1621 W Wabansia Ave,60622,1896.0
chicago,251867,Talcott Fine Arts And Museum Academy -CPS,2020,K-12 School,127371.0,66.0,1535817.9,7713240.2,,4.0,1840 W Ohio St,60622,1895.0
chicago,251720,Lafayette Elementary -CPS,2020,K-12 School,171400.0,88.0,2079426.4,7420620.0,,4.0,2714 W Augusta Blvd,60622,1892.0
chicago,251906,Sabin Magnet CPS,2020,K-12 School,95219.0,52.0,1933222.5,5070759.8,,3.5,2216 W Hirsch St,60622,1915.0
chicago,251586,Andersen Elementary -CPS,2020,K-12 School,92173.0,46.0,1194578.3,7362570.0,,3.0,1148 N Honore St,60622,1894.0
chicago,100002,Clemente Community Academy HS -CPS,2020,K-12 School,354518.0,18.0,23008936.8,1664640.0,,2.0,1147 N Western Ave,60622,1974.0
chicago,251591,Chopin Elementary -CPS,2020,K-12 School,96895.0,34.0,1304722.8,8914260.1,,2.5,2450 W Rice St,60622,1917.0
chicago,251735,"Pritzker Elementary, A.N -CPS",2020,K-12 School,66300.0,38.0,1510336.7,4112609.9,,2.5,2009 W Schiller St,60622,1961.0
chicago,156414,De Diego Community Academy -CPS,2020,K-12 School,238557.0,94.0,2224504.4,7461120.1,,4.0,1313 N Claremont Ave,60622,1918.0
chicago,156413,Wells Community Academy HS -CPS,2020,K-12 School,264101.0,90.0,2955344.9,10629919.9,,4.0,936 N Ashland Ave,60622,1935.0
chicago,251297,Presence St Elizabeth Professional Office Building,2020,Medical Office,71110.0,15.0,3866879.8,6431871.0,,1.0,1431 N Western Ave,60622,1991.0
chicago,100001,Presence SMEMC St Elizabeth Campus,2020,Mixed Use Property,505417.0,,18515849.3,35580195.2,,,1431 N Claremont Ave,60622,1928.0
chicago,252029,1812-1840 Hubbard St,2020,Mixed Use Property,121299.0,,682410.2,3760085.1,,,1812 - 1840 W Hubbard St,60622,1914.0
chicago,117024,,2020,Multifamily Housing,73000.0,100.0,1075865.1,,,4.0,1830  N WINCHESTER AVE,60622,1994.0
chicago,255190,,2020,Multifamily Housing,80109.0,,,,,0.0,1241 N Milwaukee Ave,60622,2017.0
chicago,250111,Wicker Park Apts,2020,Multifamily Housing,201000.0,62.0,2719841.7,14520125.2,,4.0,1414 N Damen Ave,60622,1958.0
chicago,148673,,2020,Multifamily Housing,52240.0,6.0,2329570.1,3276799.9,,1.0,1154  N CAMPBELL,60622,2005.0
chicago,128321,,2020,Multifamily Housing,76497.0,91.0,1226706.8,3625609.5,,4.0,2315  W LEMOYNE ST,60622,1992.0
chicago,255005,Luxe on Chicago,2020,Multifamily Housing,75992.0,74.0,2065667.6,1033726.9,,4.0,1838 W CHICAGO AVE,60622,2016.0
chicago,175263,,2020,Multifamily Housing,55892.0,62.0,1025029.6,1295837.9,,3.0,1725  W NORTH AVE,60622,1916.0
chicago,102397,,2020,Multifamily Housing,95110.0,65.0,3252847.2,2857454.0,,4.0,1734  N PAULINA ST,60622,1984.0
chicago,172318,,2020,Multifamily Housing,65340.0,40.0,1405456.5,5012299.6,,1.5,1307 1325 N CALIFORNIA AVE,60622,1983.0
chicago,157100,,2020,Multifamily Housing,112734.0,81.0,2292017.8,4175204.4,,4.0,1611  W DIVISION ST,60622,2013.0
chicago,116786,,2020,Multifamily Housing,66000.0,56.0,1255582.2,3847199.8,,3.5,1111  N FRANCISCO AVE,60622,1993.0
chicago,172607,,2020,Multifamily Housing,76478.0,98.0,777338.9,2170708.1,,4.0,1734 1740 N MARSHFIELD AVE,60622,1993.0
chicago,253991,PAC Lofts,2020,Multifamily Housing,207846.0,65.0,3275393.8,9503325.1,,4.0,1735 N Paulina,60622,2007.0
chicago,250067,Goldblatts Building,2020,Office,160280.0,58.0,8755592.0,3824434.7,,3.5,1609 W Chicago Ave,60622,1940.0
chicago,156500,Flat Iron Building,2020,Office,92168.0,58.0,2309425.8,4535471.5,,3.5,1579 N. Milwaukee Avenue,60622,1913.0
chicago,172611,Saint Mary of the Angels Parish,2020,Other,72186.0,,814991.9,5337580.1,,3.0,1850 N Hermitage Ave,60622,1899.0
chicago,250017,Humboldt Park,2020,Other - Recreation,65529.0,,,,,0.0,1440 N Sacramento Dr,60622,1928.0
chicago,156609,,2020,Retail Store,67000.0,59.0,3417039.5,2082267.2,,3.5,1360 N ASHLAND AVE,60622,1990.0
chicago,252034,Center Home For Hispanic Elderly,2020,Senior Living Community,75000.0,41.0,1932526.3,10748000.0,,2.0,1401 N California Ave,60622,1925.0
chicago,125235,8527-Ukrainian Village,2020,Supermarket/Grocery Store,54963.0,66.0,7104480.7,7398300.6,,4.0,2021 W Chicago Ave,60622,2013.0
chicago,122919,03241-Paulina & Division,2020,Supermarket/Grocery Store,52422.0,70.0,7837039.9,3900499.7,,4.0,1341 N Paulina St,60622,1984.0
chicago,251703,"Pope Elementary, Nathaniel -CPS",2020,,116245.0,,,,,,1852 S Albany Ave,60623,
chicago,251428,"Henson Elementary, Matthew A -CPS",2020,,64300.0,,,,,,1326 S Avers Ave,60623,
chicago,251371,Paderewski Learning Academy,2020,,56100.0,,,,,0.0,2221 S LAWNDALE ST,60623,
chicago,171972,Little Village Plaza,2020,,72949.0,,,,,0.0,3045 3101 W 26TH ST,60623,
chicago,251413,"Lathrop Elementary, Julia C -CPS",2020,,63000.0,,,,,0.0,1440 S Christiana Ave,60623,
chicago,251911,Cardenas Elementary -CPS,2020,,65670.0,,,,,0.0,2345 S Millard Ave,60623,
chicago,100179,Saint Anthony Hospital - Main Hospital,2020,Hospital (General Medical & Surgical),450612.0,55.0,25103817.1,41003170.4,,2.5,2875 W 19th St,60623,1897.0
chicago,251761,Whitney -CPS,2020,K-12 School,108653.0,15.0,2113715.6,11923470.7,,2.0,2815 S Komensky Ave,60623,1904.0
chicago,251660,Lawndale Community Academy -CPS,2020,K-12 School,116650.0,78.0,1338050.6,5724580.3,,4.0,3500 W Douglas Blvd,60623,1923.0
chicago,251431,Kanoon Magnet Elementary -CPS,2020,K-12 School,67900.0,28.0,3486605.9,,,2.0,2233 S Kedzie Ave,60623,1980.0
chicago,251386,Crown Community Academy -CPS,2020,K-12 School,63352.0,40.0,1550927.7,3538150.3,,2.5,2128 S St Louis Ave,60623,1961.0
chicago,255021,Legacy Charter School,2020,K-12 School,63000.0,10.0,3833366.9,964699.9,,1.0,3300 W OGDEN AVE,60623,2017.0
chicago,251466,Dvorak Math/Science/Tech Academy - CPS,2020,K-12 School,69287.0,46.0,1963884.7,2618630.0,,3.0,3615 W 16th St,60623,1963.0
chicago,251521,Mccormick -CPS,2020,K-12 School,100260.0,60.0,2128797.7,4244070.0,,3.5,2712 S Sawyer Ave,60623,1905.0
chicago,157011,Little Village HS Campus -CPS,2020,K-12 School,290134.0,7.0,18968732.3,10805920.0,,1.0,3120 S Kostner Ave,60623,2005.0
chicago,251396,Hammond Elementary -CPS,2020,K-12 School,59692.0,49.0,1133018.8,3595800.0,,3.0,2819 W 21st Pl,60623,1912.0
chicago,251487,Corkery Elementary -CPS,2020,K-12 School,71668.0,12.0,1884570.7,7247530.0,,2.0,2510 S Kildare Ave,60623,1911.0
chicago,251712,Penn Elementary -CPS,2020,K-12 School,158325.0,58.0,2948318.4,8132600.1,,3.5,1616 S Avers Ave,60623,1924.0
chicago,251651,Gary Elementary -CPS,2020,K-12 School,132193.0,51.0,2945797.4,6414819.6,,3.5,3740 W 31st St,60623,1911.0
chicago,100598,Farragut Career Academy HS -CPS,2020,K-12 School,359255.0,4.0,27468314.6,9309760.2,,1.0,2345 S Christiana Ave,60623,1909.0
chicago,251435,Little Village Academy -CPS,2020,K-12 School,73770.0,23.0,3148983.0,2278260.0,,2.0,2620 S Lawndale Ave,60623,1996.0
chicago,251890,Saucedo Elementary Academy - CPS,2020,K-12 School,292121.0,91.0,3522931.7,8507839.9,,4.0,2850 W 24th Blvd,60623,1913.0
chicago,251451,Madero Middle -CPS,2020,K-12 School,62071.0,15.0,2363458.7,3809910.0,,2.0,3202 W 28th St,60623,1996.0
chicago,251707,Herzl -CPS,2020,K-12 School,142911.0,88.0,871313.2,7219060.2,,4.0,3711 W Douglas Blvd,60623,1914.0
chicago,167641,Mason Elementary -CPS,2020,K-12 School,208829.0,52.0,2098970.5,16891489.2,,3.5,4217 W 18th St,60623,1972.0
chicago,250041,"North Lawndale College Prep Charter, Collins - CPS",2020,K-12 School,206018.0,8.0,10370524.2,14875320.0,,1.0,1313 S Sacramento Blvd,60623,1976.0
chicago,251423,Ortiz De Dominguez -CPS,2020,K-12 School,63900.0,61.0,2334985.1,,,4.0,3000 S Lawndale Ave,60623,1996.0
chicago,251437,Spry Community Elementary -CPS,2020,K-12 School,106010.0,87.0,1716532.7,3497550.1,,4.0,2400 S Marshall Blvd,60623,1889.0
chicago,251697,Catalyst Charter Es - Howland -CPS,2020,K-12 School,138936.0,83.0,2499623.4,5530070.4,,4.0,1616 S Spaulding Ave,60623,1893.0
chicago,251863,"Zapata Elementary Academy, Emiliano -CPS",2020,K-12 School,108845.0,46.0,2735713.9,4594630.1,,3.0,2730 S Kostner Ave,60623,1996.0
chicago,251563,Castellanos Elementary -CPS,2020,K-12 School,84116.0,91.0,1010908.5,2449380.0,,4.0,2524 S Central Ave,60623,1912.0
chicago,251356,Johnson Elementary -CPS,2020,K-12 School,56581.0,24.0,1240703.0,3808259.5,,2.0,1504 S Albany Ave,60623,1963.0
chicago,254372,Lawndale Christian Health Center,2020,Mixed Use Property,64779.0,,2625115.6,1372605.1,,,3750 W OGDEN AVE,60623,2012.0
chicago,175172,"Saint Anthony Hospital Community Wellness Program, North Lawndale and King Legacy Apartments",2020,Multifamily Housing,62631.0,96.0,1534052.3,256602.6,,4.0,3810 3816 W 16TH ST,60623,2011.0
chicago,172256,,2020,Multifamily Housing,86544.0,91.0,875437.3,4480099.9,,4.0,1333 1339 S INDEPENDENCE BLVD,60623,1920.0
chicago,250080,Albany Terrace Apts,2020,Multifamily Housing,262612.0,86.0,4098996.6,14917360.0,,4.0,3030 W 21st Pl,60623,1974.0
chicago,250018,Douglas Park,2020,Other - Recreation,69619.0,,1549213.9,1163845.3,,3.0,1401 S Sacramento Dr,60623,1928.0
chicago,172252,,2020,Residential Care Facility,71584.0,,970881.2,7018044.8,,4.0,1550  S ALBANY AVE,60623,1912.0
chicago,255016,The Montclare Supportive Living Community,2020,Senior Living Community,98851.0,100.0,1946491.0,2597586.7,,4.0,4339 W 18TH PL,60623,2017.0
chicago,251508,Polaris Charter Academy Elementary School - CPS,2020,,80000.0,,,,,0.0,620 N Sawyer Ave,60624,
chicago,172471,,2020,,66974.0,,,,,0.0,4320 4326 W MADISON ST,60624,
chicago,175910,,2020,,65000.0,,,,,0.0,4432 4444 W WEST END AVE,60624,
chicago,251412,"Goldblatt Elementary, Nathan R -CPS",2020,,57743.0,,,,,,4255 W Adams,60624,
chicago,254369,Therapeutic Youth Home,2020,,54000.0,,,,,0.0,3640 W FILLMORE ST,60624,
chicago,254059,Safer Foundation,2020,,127263.0,,,,,,3210 W Arthington St,60624,
chicago,102323,,2020,,93000.0,,,,,0.0,3515 3525 W FRANKLIN BLVD,60624,
chicago,250027,Garfield Park Conservatory,2020,,419907.0,,,,,0.0,300 N Central Park Ave,60624,
chicago,251374,Laura S Ward Elementary -CPS,2020,,56600.0,,,,,,410 N Monticello Ave,60624,
chicago,100668,Allstate Building,2020,,324027.0,,,,,0.0,3245 W ARTHINGTON ST,60624,
chicago,251453,"Melody Elementary, Genevieve",2020,,69100.0,,,,,0.0,412 S KEELER AVE,60624,
chicago,132388,,2020,,57100.0,,,,,0.0,3913 3959 W MADISON ST,60624,
chicago,172448,,2020,,123991.0,,,,,0.0,100 118 N PULASKI RD,60624,
chicago,123973,Dream Town,2020,,87000.0,,,,,,4032 W Madison St,60624,
chicago,251606,Ryerson -CPS,2020,K-12 School,114019.0,35.0,1989044.3,9181500.1,,2.5,646 N Lawndale Ave,60624,1889.0
chicago,251525,Tilton-CPS,2020,K-12 School,104888.0,36.0,1613929.8,8873130.0,,2.5,223 N Keeler Ave,60624,1909.0
chicago,251491,Frazier International Magnet -CPS,2020,K-12 School,72000.0,31.0,1264862.9,6140970.0,,2.5,4027 W Grenshaw St,60624,1966.0
chicago,250049,Orr Academy HS -CPS,2020,K-12 School,303310.0,21.0,16370649.5,6627510.1,,2.0,730 N Pulaski Rd,60624,1973.0
chicago,251498,"Ericson Scholastic Academy, Leif -CPS",2020,K-12 School,74410.0,32.0,1989680.8,4474709.6,,2.5,3600 W 5th Ave,60624,1962.0
chicago,101039,Marshall Metro HS -CPS,2020,K-12 School,366981.0,81.0,5576535.3,16240537.7,,4.0,3250 W Adams St,60624,1916.0
chicago,251575,"Delano Elementary, Edward C -CPS",2020,K-12 School,99420.0,16.0,2982153.6,7933980.0,,2.0,3937 W Wilcox St,60624,1911.0
chicago,251405,Hefferan Elementary -CPS,2020,K-12 School,60934.0,33.0,1237008.9,4632940.1,,2.5,4409 W Wilcox St,60624,1961.0
chicago,251496,"Sumner Math & Science Community Acad, Charles -CPS",2020,K-12 School,85420.0,10.0,1487308.2,10017430.2,,1.0,4320 W 5th Ave,60624,1893.0
chicago,162430,Providence St. Mel School,2020,K-12 School,187689.0,86.0,3124802.2,5425012.1,,4.0,119 S Central Park Blvd,60624,1929.0
chicago,251647,Gregory Elementary -CPS,2020,K-12 School,109900.0,61.0,1113079.9,7749640.1,,4.0,3707 W Polk,60624,1923.0
chicago,251749,Webster -CPS,2020,K-12 School,60295.0,51.0,939296.6,3997030.0,,3.5,4055 W Arthington St,60624,1962.0
chicago,251594,Raby HS -CPS,2020,K-12 School,156248.0,25.0,6536915.2,7447810.0,,2.0,3545 W Fulton St,60624,1927.0
chicago,251403,"Faraday Elementary, Michael -CPS",2020,K-12 School,61645.0,76.0,,5037700.2,,4.0,3250 W Monroe St,60624,1963.0
chicago,251891,Westinghouse HS -CPS,2020,K-12 School,225314.0,23.0,10730237.0,7757200.4,,2.0,3301 W Franklin Blvd,60624,2009.0
chicago,116752,Ike Sims Village,2020,Multifamily Housing,68664.0,12.0,3806013.4,2429039.2,,1.0,3333  W MAYPOLE AVE,60624,1981.0
