city,property_id,property_name,year,property_type,gross_floor_area_sqft,energy_star_score,electricity_kbtu,natural_gas_kbtu,water_kgal,chicago_energy_rating,address,zip,year_built
chicago,256833,,2020,,206584.0,,,,,,145 South Wells,,
chicago,256264,Michigan Avenue Gardens,2020,,53143.0,,,,,0.0,1808 S Michigan,,
chicago,256606,Pullman Industrial Center,2020,,526349.0,,,,,0.0,900 East 103rd Street,,
chicago,256832,,2020,,217628.0,,,,,,4155 S Packers Ave,,
chicago,256608,Laystrom Manufacturing Company,2020,,76600.0,,,,,0.0,3900 W Palmer St,,
chicago,255977,,2020,,97000.0,,,,,0.0,3905-29 N. Western Ave.,,
chicago,256653,,2020,,50000.0,,,,,0.0,3212 West Diversey Ave,,
chicago,256607,The Edge on Broadway,2020,,72800.0,,,,,,6149 N. Broadway,,
chicago,256645,Coeval 2,2020,,53352.0,,,,,0.0,1419 S Wabash Ave,,
chicago,256842,,2020,,60718.0,,,,,,2017 Mendell St,,
chicago,256659,3161 N lIncoln,2020,,24000.0,,,,,0.0,3145-61 N Lincoln,,
chicago,256675,Signature Lofts,2020,,76256.0,,,,,0.0,1750 N Wolcott Avenue,,
chicago,256830,,2020,,100000.0,,,,,,717 S. Wells,,
chicago,256826,,2020,,140646.0,,,,,0.0,1201 W Lake Street,,
chicago,256646,Coeval 1,2020,,184905.0,,,,,2.5,51 E 145h Street,,
chicago,256779,,2020,,86976.0,,,,,0.0,1342 W TAYLOR ST,,
chicago,256647,,2020,,54884.0,,,,,0.0,2356 East 70th Street,,
chicago,256795,,2020,,50000.0,,,,,,2845 W BELDEN AVE,,
chicago,256806,,2020,,50000.0,,,,,0.0,3435 W MONTROSE AVE,,
chicago,256856,,2020,,294973.0,,,,,,2201 Lakeside Blvd,,
chicago,256656,,2020,,50000.0,,,,,0.0,2600 North Kedzie Ave,,
chicago,256759,,2020,,57390.0,,,,,0.0,1533 W.Warren Blvd,,
chicago,256614,Block 37,2020,Enclosed Mall,572359.0,,32962325.4,3069675.2,,1.0,108 North State Street,,2009.0
chicago,256838,,2020,Hospital (General Medical & Surgical),5441713.0,7.0,625686586.2,6752333.9,,1.0,5841 S. Maryland Ave MC0985,,1926.0
chicago,256840,,2020,Mixed Use Property,64582.0,,,,,,1643 N Milwaukee Avenue,,1894.0
chicago,256077,Thornwood House Apartments (University Park),2020,Multifamily Housing,142622.0,77.0,3004340.4,6584612.4,,3.5,1 Thornwood Drive,,1975.0
chicago,256674,Cityview Lofts,2020,Multifamily Housing,50590.0,53.0,941503.9,2163344.1,,2.5,1259 N Wood Street,,1909.0
chicago,256727,The Jax,2020,Multifamily Housing,129646.0,73.0,2618273.3,6713600.3,,3.5,1220 W. Jackson Blvd,,2020.0
chicago,256670,,2020,Multifamily Housing,80144.0,83.0,1251890.1,2184178.3,,4.0,1 S Leavitt Street,,2004.0
chicago,256080,Oakwood Shores 2D,2020,Multifamily Housing,198993.0,98.0,3593394.7,3817348.8,,4.0,3744-54 S ELLIS AVE,,2005.0
chicago,256667,Oakwood Court,2020,Multifamily Housing,134153.0,98.0,712974.9,4076913.3,,4.0,6547 N Harlem Avenue,,1970.0
chicago,256672,River Walk Townhomes,2020,Multifamily Housing,96737.0,64.0,1549174.3,4233378.4,,3.0,2903-2923 N Claremont Ave,,2004.0
chicago,256673,Harding Court,2020,Multifamily Housing,51824.0,97.0,625146.7,1713754.3,,4.0,4845-4859 N Harding,,1960.0
chicago,256671,Chantico Lofts,2020,Multifamily Housing,74104.0,89.0,707290.5,2394902.6,,4.0,1061 W 16th Street,,2007.0
chicago,256634,The Burnham at Woodlawn Park,2020,Multifamily Housing,73673.0,53.0,2464128.6,1418806.9,,2.5,6134 S. Cottage Grove Avenue,,2015.0
chicago,256669,Francisco,2020,Multifamily Housing,76732.0,89.0,1052564.5,1918507.3,,4.0,4011 N Francisco Avenue,,2004.0
chicago,256658,Midpointe Apartments,2020,Multifamily Housing,393938.0,45.0,6273346.3,28056449.9,,,4050 West 115th Street,,1973.0
chicago,256615,Marquee at Block 37,2020,Multifamily Housing,590021.0,62.0,17541187.8,22961959.2,,3.0,25 West Randolph Street,,2016.0
chicago,256797,,2020,Multifamily Housing,91524.0,10.0,4547927.0,1308411.7,,1.0,1135 W SHERIDAN RD,,2019.0
chicago,256676,Union Row,2020,Multifamily Housing,87500.0,96.0,1455975.5,2201531.1,,4.0,560-648 W 16th Street,,2010.0
chicago,256668,,2020,Multifamily Housing,51576.0,97.0,705905.2,1108447.4,,4.0,900-10 W Winona Street,,1912.0
chicago,256630,The Residences at 8 East Huron,2020,Multifamily Housing,196844.0,53.0,3508451.4,9454675.3,,3.5,8 E Huron St,,2017.0
chicago,256819,,2020,Office,68847.0,,2491928.0,55108.5,,3.0,100 South State Street,,1910.0
chicago,256845,,2020,Senior Living Community,71620.0,36.0,2599621.9,5894069.9,,1.5,4900 N Bernard,,1975.0
chicago,256814,,2020,,50000.0,,,,,0.0,730 N MILWAUKEE AVE,60048,
chicago,256768,,2020,,50000.0,,,,,0.0,355 E WACKER DR,60601,
chicago,254361,Mila Chicago,2020,,592050.0,,,,,0.0,201 N GARLAND CT,60601,
chicago,157170,Garvey Court,2020,,104142.0,,,,,,201 N CLARK ST,60601,
chicago,250063,Gallery 37,2020,,75000.0,,,,,0.0,66 E Randolph St,60601,
chicago,158424,Virgin Hotels Chicago,2020,,198000.0,,,,,0.0,203 209 N WABASH AVE,60601,
chicago,254367,GEMS World Academy Chicago,2020,,80500.0,,,,,0.0,350 E SOUTH WATER ST,60601,
chicago,158134,The Goodman Theatre,2020,,171000.0,,,,,0.0,170 N Dearborn Ave,60601,
chicago,156139,,2020,,90000.0,,,,,,300 308 N MICHIGAN AVE,60601,
chicago,158265,Randolph Tower City,2020,,369145.0,,,,,0.0,188 W Randolph St,60601,
chicago,256568,Vista Tower,2020,,1782886.0,,,,,0.0,363 E Wacker Dr,60601,
chicago,256125,Hotel Julian,2020,,96000.0,,,,,,168 N Michigan ave,60601,
chicago,175590,Hampton Inn Chicago Downtown/N Loop/Michigan Ave,2020,,85961.0,,,,,0.0,68  E WACKER PL,60601,
chicago,101980,Harold Washington College,2020,College/University,345300.0,,15201735.0,1089499.9,,3.0,30 E Lake St,60601,1983.0
chicago,121212,Village Market,2020,Enclosed Mall,104652.0,,2544341.3,8761068.3,,3.0,333 E Benton PL,60601,2011.0
chicago,175899,Illinois Center Lakeshore Athletic Club,2020,Fitness Center/Health Club/Gym,118000.0,,10251859.2,1454201.1,,1.0,211 N STETSON AVE,60601,1991.0
chicago,158336,,2020,Hotel,710000.0,100.0,6476871.4,6477139.4,,4.0,200 N COLUMBUS DR,60601,1987.0
chicago,158316,Hard Rock Hotel,2020,Hotel,304200.0,64.0,13455791.9,12933453.0,,4.0,230 N Michigan Ave,60601,1929.0
chicago,101776,Hyatt Regency Chicago,2020,Hotel,2295495.0,93.0,50754797.4,99737806.5,,4.0,151 E Wacker Dr,60601,1974.0
chicago,160217,,2020,Hotel,132872.0,16.0,11784764.7,22589442.7,,2.0,201 N State St,60601,2009.0
chicago,158219,Chicago Swissotel,2020,Hotel,891733.0,81.0,24309934.2,32738102.1,,4.0,323 E Wacker Dr,60601,1988.0
chicago,101901,Allegro Hotel and Palace Theater,2020,Hotel,383168.0,71.0,8164936.4,34494201.5,,4.0,151 171 W Randolph St,60601,1926.0
chicago,251317,Hotel Monaco Chicago,2020,Hotel,150626.0,46.0,3890031.2,12588149.9,,3.0,225 N Wabash,60601,1998.0
chicago,160105,Wyndham Grand Chicago Riverfront,2020,Hotel,250000.0,52.0,7420795.6,12522087.3,,2.5,71 E Wacker Dr,60601,2000.0
chicago,160414,Cambria Hotel,2020,Hotel,250000.0,,,,,0.0,32 W RANDOLPH ST,60601,1926.0
chicago,103780,,2020,Hotel,390430.0,61.0,11460725.8,18856403.4,,4.0,360 N Michigan Ave,60601,2016.0
chicago,250137,Club Quarters,2020,Hotel,178845.0,91.0,5391815.7,5283899.9,,4.0,75 E Wacker Dr,60601,1928.0
chicago,158236,Renaissance Chicago Downtown,2020,Hotel,537323.0,85.0,16464476.6,27254100.0,,4.0,1 W Wacker Dr,60601,1990.0
chicago,244747,Lancaster Condo Association,2020,Multifamily Housing,434100.0,45.0,9047089.1,18188518.0,,3.0,201 N Westshore Dr,60601,2004.0
chicago,231019,Aqua,2020,Multifamily Housing,1668187.0,24.0,30768518.2,152388451.9,,1.0,225 N Columbus Dr,60601,2009.0
chicago,241820,Park Millennium Condominium Association.,2020,Multifamily Housing,811703.0,25.0,20779029.2,33161242.3,,2.0,222 N Columbus Dr,60601,2002.0
chicago,160279,Millennium Park Plaza,2020,Multifamily Housing,663464.0,2.0,42877203.4,22289746.4,,1.0,151 - 155 N Michigan Ave,60601,1982.0
chicago,159525,Columbus Plaza,2020,Multifamily Housing,443853.0,7.0,23531472.5,18630583.7,,1.0,233 E Wacker Dr,60601,1980.0
chicago,159524,North Harbor Tower,2020,Multifamily Housing,629694.0,93.0,16060471.2,8957598.7,,4.0,175 N Harbor Dr,60601,1989.0
chicago,243690,The 400 Condominium Association,2020,Multifamily Housing,1361500.0,72.0,21353803.9,61522782.3,,4.0,400 E Randolph St,60601,1963.0
chicago,160299,,2020,Multifamily Housing,586825.0,28.0,21052300.6,16743999.2,,1.0,111 W WACKER DR,60601,2014.0
chicago,240429,The Buckingham Condominium Association,2020,Multifamily Housing,680267.0,18.0,29350605.1,2626393.5,,1.0,360 E Randolph St,60601,1981.0
chicago,244791,The Chandler at Lakeshore East,2020,Multifamily Housing,572886.0,82.0,7964820.7,24370678.8,,4.0,450 E Waterside Dr,60601,2007.0
chicago,160321,Coast at Lakeshore East,2020,Multifamily Housing,679680.0,78.0,13482736.7,21194696.0,,3.5,345 E Wacker Dr,60601,2013.0
chicago,240956,Harbor Point,2020,Multifamily Housing,1380262.0,50.0,35086373.4,42997302.0,,2.0,155 N Harbor Dr,60601,1974.0
chicago,240752,200 N. Dearborn CA,2020,Multifamily Housing,419953.0,43.0,8659656.3,22341354.4,,2.0,200 N Dearborn St,60601,1989.0
chicago,243929,The ParkShore Condominium Association,2020,Multifamily Housing,1122828.0,97.0,13369574.0,29138399.9,,4.0,195 N Harbor Dr,60601,1991.0
chicago,242510,The Residences at Joffrey Tower Condo Association,2020,Multifamily Housing,440398.0,18.0,11292143.5,24059039.1,,1.0,8 E Randolph St,60601,2008.0
chicago,160434,MDA City Apartments,2020,Multifamily Housing,175376.0,15.0,7044367.7,11387799.7,,2.0,63 E Lake St,60601,2005.0
chicago,100211,,2020,Multifamily Housing,407921.0,79.0,7448258.8,14943968.1,,3.5,73 E LAKE ST,60601,2014.0
chicago,160304,The Tides at Lakeshore East,2020,Multifamily Housing,615718.0,43.0,13922609.3,30171568.4,,2.0,360 E South Water St,60601,2007.0
chicago,251269,Century Tower,2020,Multifamily Housing,255605.0,62.0,7281003.4,10284900.3,,3.0,182 W Lake St,60601,1930.0
chicago,241767,340 on the Park,2020,Multifamily Housing,1008356.0,27.0,38325261.6,10585399.9,,1.0,340 E Randolph St,60601,2007.0
chicago,244387,Regatta Condominium Association,2020,Multifamily Housing,640423.0,59.0,12501609.2,23022600.4,,2.5,420 E Waterside Dr,60601,2006.0
chicago,158224,The Shoreham Apartments,2020,Multifamily Housing,458305.0,35.0,12650255.7,29013848.6,,1.5,400 E South Water St,60601,2005.0
chicago,158394,180 N Michigan Ave,2020,Office,231521.0,60.0,8308210.4,10751864.7,,2.5,180 N Michigan Ave,60601,1927.0
chicago,101797,303 E Wacker,2020,Office,1121259.0,87.0,60083302.9,80595.4,,4.0,303 E Wacker,60601,1979.0
chicago,103644,200 N LaSalle Ave,2020,Office,698645.0,77.0,32309291.8,,,4.0,200 N LaSalle Ave,60601,1984.0
chicago,158406,Wilton U.S. 65 East LLC,2020,Office,249062.0,83.0,4744992.1,8349661.1,,4.0,65 E Wacker Pl,60601,1928.0
chicago,101850,One East Wacker,2020,Office,728275.0,87.0,12733764.7,28914469.2,,4.0,1 E Wacker Dr,60601,1962.0
chicago,101707,111 E Wacker Dr,2020,Office,1219035.0,47.0,45974946.5,52872672.9,,2.0,111 E Wacker Dr,60601,1969.0
chicago,103639,LaSalle-Wacker Building,2020,Office,540618.0,77.0,13498103.8,20161411.6,,3.5,221 N LaSalle St,60601,1930.0
chicago,158392,55 W Wacker Dr,2020,Office,283780.0,65.0,8729285.6,13196399.8,,4.0,55 W Wacker Dr,60601,1967.0
chicago,101745,161 North Clark,2020,Office,1253060.0,72.0,69734848.1,,,4.0,161 N Clark,60601,1992.0
chicago,250145,180 N Wabash Ave,2020,Office,162202.0,32.0,9358751.2,9302126.8,,1.5,180 N Wabash Ave,60601,1919.0
chicago,101708,233 N Michigan Ave,2020,Office,1291092.0,55.0,37849466.8,52542589.8,,2.5,233 N Michigan Ave,60601,1972.0
chicago,103804,190 N State St,2020,Office,245000.0,83.0,9656595.2,,,4.0,190 N State St,60601,1917.0
chicago,175450,Goodman Theatre,2020,Office,50913.0,,1933368.9,6376600.8,,4.0,56 60 W Randolph St,60601,2000.0
chicago,101713,Aon Center,2020,Office,3457865.0,81.0,88649320.1,74788659.9,,4.0,200 E Randolph St,60601,1972.0
chicago,103645,203 N LaSalle St,2020,Office,1191631.0,74.0,34656715.2,400857.8,,4.0,203 N LaSalle St,60601,1985.0
chicago,101889,333 N Michigan,2020,Office,354146.0,73.0,7928157.0,19642001.5,,4.0,333 N Michigan Ave,60601,1928.0
chicago,250140,Page Building,2020,Office,53053.0,12.0,6663632.4,49931.2,,2.0,177 N State St,60601,1872.0
chicago,101790,The Jewelers Building,2020,Office,632100.0,79.0,19837704.6,20635797.4,,4.0,35 E Wacker Dr,60601,1927.0
chicago,101765,77 West Wacker Drive,2020,Office,1178377.0,69.0,51938089.3,,,3.0,77 W Wacker Dr,60601,1992.0
chicago,156731,Seventy East,2020,Office,154373.0,93.0,4203787.3,,,4.0,70 E Lake St,60601,1927.0
chicago,101813,150 N Michigan Ave,2020,Office,708981.0,76.0,29450481.6,38410.8,,4.0,150 N Michigan Ave,60601,1984.0
chicago,102157,Prudential Plaza,2020,Office,3021067.0,73.0,118399839.9,45550332.9,,3.5,130 E Randolph St,60601,1972.0
chicago,158414,Old Republic Building,2020,Office,219636.0,75.0,6666117.4,9502799.8,,4.0,301 - 317 N Michigan Ave,60601,1925.0
chicago,101801,Michigan Plaza,2020,Office,2159198.0,75.0,102086963.1,83851.5,,4.0,205 N Michigan Ave,60601,1981.0
chicago,103643,180 N LaSalle St,2020,Office,859786.0,80.0,20415344.1,23641640.4,,4.0,180 N LaSalle St,60601,1972.0
chicago,101738,300 E Randolph,2020,Office,2286697.0,53.0,144238480.8,728377.1,,3.5,300 E Randolph,60601,2010.0
chicago,101760,Leo Burnett Building,2020,Office,1398335.0,78.0,59041037.3,,,4.0,35 W Wacker Dr,60601,1989.0
chicago,101910,Michael A. Bilandic Building,2020,Office,464498.0,79.0,13045901.7,12600101.5,,4.0,160 N LaSalle St,60601,1920.0
chicago,103598,222 N LaSalle St,2020,Office,1246961.0,84.0,45006291.6,,,4.0,222 N LaSalle St,60601,1986.0
chicago,101742,James R Thompson Center,2020,Office,1193163.0,40.0,76964455.7,42412652.0,,2.5,100 W Randolph St,60601,1985.0
chicago,173598,The Chicago Theatre,2020,Performing Arts,142000.0,,1727173.9,1923019.6,,4.0,175 N State St,60601,1921.0
chicago,252107,Harris Theater for Music and Dance,2020,Performing Arts,140160.0,,3464916.0,,,4.0,205 E Randolph St,60601,2003.0
chicago,101873,Oriental Theater,2020,Performing Arts,83411.0,,5221694.5,332062.7,,3.0,24 W Randolph,60601,1926.0
chicago,250167,162 North State Street,2020,Residence Hall/Dormitory,318360.0,64.0,6602028.8,20602997.3,,4.0,162 N State St,60601,1999.0
chicago,160440,Pittsfield Building,2020,,320400.0,,,,,0.0,55 E WASHINGTON ST,60602,
chicago,256762,,2020,,700394.0,,,,,0.0,24 East Washington Street,60602,
chicago,127079,GAP - 1454 - STATE STREET,2020,,62357.0,,,,,,35 N State St,60602,
chicago,134965,"""I AM"" Temple of Chicago",2020,,59812.0,,,,,,176 W WASHINGTON ST,60602,
chicago,102160,"108 North State Street, LLC",2020,,1162380.0,,,,,0.0,108 N State St,60602,
chicago,101827,Burnham Center,2020,,597773.0,,,,,0.0,111 W Washington,60602,
chicago,101762,Richard J Daley Center,2020,Courthouse,1593714.0,73.0,45571417.1,65724181.5,,3.5,50 W Washington,60602,1965.0
chicago,173657,,2020,Hotel,85000.0,15.0,6113455.1,1306006.8,,1.0,1  W WASHINGTON ST,60602,1895.0
chicago,173615,Five North Wabash,2020,Multifamily Housing,170184.0,89.0,2763047.8,4704004.9,,4.0,1 5 N WABASH AVE,60602,1910.0
chicago,253967,Twenty N. State Condominium Association,2020,Multifamily Housing,211608.0,67.0,6793967.6,7219756.7,,4.0,20 N State St,60602,1930.0
chicago,250171,The Heritage at Millennium Park,2020,Multifamily Housing,1173350.0,40.0,43859399.6,12940835.6,,2.5,130 N Garland Ct,60602,2005.0
chicago,240122,,2020,Multifamily Housing,276268.0,18.0,7407840.8,13242000.3,,1.0,6 N Michigan Ave,60602,1898.0
chicago,156406,,2020,Office,70680.0,,2432858.3,3448385.9,,4.0,17 23 N WABASH AVE,60602,1900.0
chicago,103711,Two North LaSalle,2020,Office,776691.0,73.0,27846698.4,,,4.0,2 N LaSalle St,60602,1978.0
chicago,103597,30 N LaSalle St,2020,Office,1095104.0,76.0,32826510.8,31469670.8,,3.5,30 N LaSalle St,60602,1974.0
chicago,101872,100 N LaSalle,2020,Office,160475.0,61.0,5484206.0,7978390.1,,4.0,100 N LaSalle St,60602,1927.0
chicago,101756,Cook County Building,2020,Office,638592.0,53.0,31463456.1,30530798.1,,3.5,118 N Clark St,60602,1906.0
chicago,101766,181 West Madison,2020,Office,1107510.0,70.0,58104631.7,,,4.0,181 W Madison St,60602,1990.0
chicago,101968,30 N Michigan Ave,2020,Office,222125.0,50.0,11668508.0,9141352.4,,2.0,30 N Michigan Ave,60602,1914.0
chicago,101812,One North Dearborn,2020,Office,1088373.0,86.0,33988140.4,3789.3,,4.0,1 N Dearborn St,60602,1904.0
chicago,103743,33 N Dearborn,2020,Office,372137.0,87.0,7047401.5,13405719.8,,4.0,33 N Dearborn St,60602,1966.0
chicago,101969,Chicago Temple Building,2020,Office,238531.0,62.0,7873748.3,10663400.1,,4.0,77 W Washington,60602,1924.0
chicago,173639,Madison 123 Assoc LLC,2020,Office,90318.0,41.0,6535102.5,,,3.0,119 - 123 Madison St,60602,1912.0
chicago,173617,,2020,Office,140000.0,38.0,8868736.3,6862699.8,,1.5,105 W MADISON ST,60602,1928.0
chicago,250001,120 North LaSalle,2020,Office,557345.0,70.0,21792095.6,,,4.0,120 N LaSalle St,60602,1991.0
chicago,103641,33 N LaSalle St,2020,Office,477171.0,62.0,13931403.9,24449224.5,,3.0,33 N LaSalle St,60602,1929.0
chicago,103640,One North LaSalle,2020,Office,554777.0,80.0,11875792.0,24213785.0,,4.0,1 N LaSalle St,60602,1929.0
chicago,103698,22 W Washington St,2020,Office,496607.0,72.0,45805151.8,,,3.5,22 W Washington St,60602,2008.0
chicago,156711,20 North Michigan Avenue,2020,Office,214800.0,76.0,6828183.3,5701588.5,,4.0,20 N Michigan Ave,60602,1880.0
chicago,103739,20 N Clark St,2020,Office,433246.0,86.0,17225785.9,,,4.0,20 N Clark St,60602,1981.0
chicago,250115,City Hall,2020,Office,411500.0,31.0,23034484.3,36753220.5,,2.5,121 N LaSalle St,60602,1911.0
chicago,101718,Three First National Plaza,2020,Office,1636819.0,75.0,66300331.7,312624.7,,4.0,70 W Madison St,60602,1981.0
chicago,101958,17 N State LLC,2020,Office,409072.0,81.0,13035845.8,11084288.0,,4.0,17 N State St,60602,1914.0
chicago,103685,One North State,2020,Office,829068.0,71.0,27471989.3,23335905.7,,4.0,1 N State St,60602,1910.0
chicago,103699,George W Dunne Cook County Office Building,2020,Office,821526.0,78.0,25659314.8,29067102.4,,3.5,69 W Washington St,60602,1965.0
chicago,101881,25 E Washington,2020,Office,488324.0,90.0,13139147.0,,,4.0,25 E Washington St,60602,1914.0
chicago,101954,Garland Building,2020,Office,259000.0,39.0,14051291.4,15493629.9,,2.5,111 N Wabash Ave,60602,1914.0
chicago,160237,134 N. LaSalle LLC,2020,Office,215572.0,71.0,8121139.9,8770740.4,,4.0,134 N LaSalle St,60602,1926.0
chicago,160184,29 E. Madison LLC,2020,Office,240076.0,54.0,12308616.3,16447909.5,,3.5,29 E Madison St,60602,1904.0
chicago,101960,Chicago Cultural Center,2020,Other - Entertainment/Public Assembly,240000.0,,9045151.4,9903976.3,,2.0,78 E Washington St,60602,1897.0
chicago,173632,The Chicago Building,2020,Residence Hall/Dormitory,104965.0,67.0,2554315.0,5914599.6,,3.0,7 W Madison St,60602,1904.0
chicago,166787,St. Peter's Church,2020,Residence Hall/Dormitory,68779.0,19.0,2230401.9,6146338.4,,2.0,110 W Madison St,60602,1900.0
chicago,101735,71215A State St,2020,Retail Store,1841736.0,68.0,50747763.2,46958411.7,,4.0,101 N State St E,60602,1879.0
chicago,158420,Millenium on LaSalle,2020,,340887.0,,,,,0.0,29 S LaSalle St,60603,
chicago,252086,Palmer House Office Center - Thor Equities,2020,,61100.0,,,,,0.0,27 E Monroe St,60603,
chicago,101919,Marquette Building,2020,,372265.0,,,,,0.0,140 S Dearborn St,60603,
chicago,173594,19 South LaSalle Street,2020,,161339.0,,,,,0.0,19 S LaSalle St,60603,
chicago,134783,Alice B. Sharp Building,2020,College/University,227736.0,,11068970.4,9959099.6,,3.0,37 S Wabash Ave,60603,1903.0
chicago,260127,The Gage Commericial Condominium Building,2020,College/University,209399.0,,5271507.0,3461048.1,,4.0,18 28 S Michigan Ave,60603,1899.0
chicago,252065,280 S Columbus Dr,2020,College/University,142184.0,,4578419.5,9046840.5,,4.0,280 S Columbus Dr,60603,1973.0
chicago,128798,MacLean Center,2020,College/University,237256.0,,7579478.8,8843700.1,,4.0,112 S Michigan Ave,60603,1908.0
chicago,134775,116 S Michigan Ave,2020,College/University,114507.0,,5585989.8,211400.0,,4.0,116 S Michigan Ave,60603,1906.0
chicago,101940,Mallers Building LLC,2020,Enclosed Mall,315000.0,,12679388.4,2703522.6,,,5 S Wabash Ave,60603,1912.0
chicago,101720,131 S Dearborn 3,2020,Financial Office,272235.0,96.0,7498484.0,,,4.0,131 S Dearborn,60603,2000.0
chicago,158121,Chase Tower Chicago,2020,Financial Office,2521929.0,96.0,71360320.7,811300.0,,4.0,10 S Dearborn St,60603,1967.0
chicago,103664,Northern Trust Headquarters,2020,Financial Office,581260.0,79.0,16877412.2,14827622.5,,4.0,50 S LaSalle St,60603,1963.0
chicago,252068,Hampton Inn Majestic,2020,Hotel,70265.0,86.0,2779828.3,1421780.6,,4.0,22 W Monroe St,60603,1906.0
chicago,160179,Gray Hotel - Kimpton Hotel,2020,Hotel,239678.0,85.0,8686711.1,7008409.7,,4.0,39 S LaSalle St,60603,2016.0
chicago,156350,The Silversmith Hotel & Suites,2020,Hotel,135000.0,66.0,6655461.4,2617800.2,,4.0,10 S Wabash Ave,60603,2007.0
chicago,134776,University Club of Chicago,2020,Hotel,144036.0,,7408949.7,20771701.0,,3.0,76 E Monroe St,60603,1907.0
chicago,103716,The Palmer House Hotel,2020,Hotel,1749427.0,88.0,36891526.2,103199234.9,,4.0,17 E Monroe St,60603,1925.0
chicago,103767,,2020,Hotel,608318.0,96.0,7926906.8,10818247.6,,4.0,11 S LaSalle St,60603,2015.0
chicago,158402,W CHICAGO - CITY CENTER,2020,Hotel,243373.0,49.0,9922696.0,20133321.3,,3.0,172 W Adams St,60603,2009.0
chicago,158472,Metropolis Condominium Association,2020,Multifamily Housing,258704.0,38.0,8202380.6,8890415.4,,1.5,8 W Monroe St,60603,1912.0
chicago,251341,The Legacy at Millennium Park,2020,Multifamily Housing,1014137.0,45.0,25785443.9,19950467.9,,3.0,60 E Monroe St,60603,2009.0
chicago,156543,Mentor Building,2020,Multifamily Housing,72150.0,5.0,3203400.4,3714530.4,,1.0,39 S STATE ST,60603,1903.0
chicago,252066,The Park Monroe Condominium Homes Association,2020,Multifamily Housing,568809.0,37.0,19858290.0,4948705.9,,1.5,65 E Monroe St,60603,2009.0
chicago,160196,The Art Institute of Chicago,2020,Museum,1008416.0,,79096897.3,160912625.4,,2.0,111 S Michigan Ave,60603,1892.0
chicago,101791,John Hancock,2020,Office,895765.0,78.0,34603154.7,,,4.0,55 W Monroe,60603,1980.0
chicago,101961,Inland Steel Building,2020,Office,311003.0,63.0,8659372.7,19525200.4,,3.0,30 W Monroe,60603,1958.0
chicago,158380,The Monroe Building,2020,Office,243166.0,79.0,8352542.2,7806960.5,,4.0,104 S Michigan Ave,60603,1912.0
chicago,103647,135 S LaSalle Property LLC,2020,Office,1547120.0,55.0,44403069.6,72467511.9,,2.5,135 S LaSalle St,60603,1934.0
chicago,158184,33 West Monroe,2020,Office,1134375.0,63.0,50088609.1,,,4.0,33 W Monroe St,60603,1980.0
chicago,181840,Bennett Brothers Building (Hartman Building),2020,Office,175200.0,,7248292.4,,,,30 32 E ADAMS ST,60603,1923.0
chicago,103611,Clark-Adams,2020,Office,490273.0,,14507621.6,26359783.5,,,105 W Adams St,60603,1927.0
chicago,250148,8 S. Michigan Ave,2020,Office,180547.0,74.0,5752645.6,10908534.4,,4.0,8 S Michigan Ave,60603,1929.0
chicago,173612,Bell Federal Building,2020,Office,198650.0,39.0,14972119.1,,,2.5,79 W Monroe St,60603,1904.0
chicago,103601,120 S LaSalle St,2020,Office,760892.0,82.0,15899942.2,17882478.9,,4.0,120 S LaSalle St,60603,1929.0
chicago,103600,10 S LaSalle St,2020,Office,871962.0,70.0,43754334.4,564607.8,,4.0,10 S LaSalle St,60603,1986.0
chicago,250144,Home Federal,2020,Office,161166.0,32.0,7208201.6,16424105.7,,2.5,11 E Adams St,60603,1961.0
chicago,101755,Harris Bank Building,2020,Office,1526102.0,57.0,62158178.6,85619806.5,,3.5,115 S LaSalle St,60603,1974.0
chicago,101739,One South Dearborn,2020,Office,1048763.0,84.0,38710554.2,,,4.0,1 S Dearborn,60603,2005.0
chicago,101987,20 S Clark,2020,Office,464592.0,58.0,24542657.4,,,3.5,20 S Clark St,60603,1970.0
chicago,103705,The National,2020,Office,580000.0,78.0,13408193.1,28858203.3,,4.0,125 S Clark St,60603,1907.0
chicago,103687,Sullivan Center,2020,Office,963386.0,85.0,21444491.8,33790574.8,,4.0,1 S State St,60603,1899.0
chicago,101841,122 Property LLC,2020,Office,512369.0,63.0,16690679.8,32327924.7,,4.0,122 S Michigan Ave,60603,1910.0
chicago,103602,190 S LaSalle St,2020,Office,901459.0,66.0,53915677.0,742265.5,,3.0,190 S LaSalle St,60603,1985.0
chicago,101717,55 E Monroe,2020,Office,2144478.0,68.0,88292385.4,,,4.0,55 E Monroe St,60603,1972.0
chicago,120931,,2020,Retail Store,56109.0,,470015.0,,,4.0,10 S STATE ST,60603,1970.0
chicago,124056,,2020,,152025.0,,,,,0.0,211 223 S STATE ST,60604,
chicago,101929,"200 S Michigan, LLC",2020,,271566.0,,,,,0.0,200 S Michigan Ave,60604,
chicago,135082,Standard Club of Chicago,2020,,164478.0,,,,,,320 S Plymouth Ct,60604,
chicago,251220,The John Marshall Law School,2020,,219500.0,,,,,0.0,304 S State St,60604,
chicago,134779,CDM Center,2020,College/University,184461.0,,9755557.9,7334713.5,,3.0,243 S Wabash Ave,60604,1916.0
chicago,101562,DePaul Center,2020,College/University,701699.0,,31858923.0,371352.0,,4.0,1 E Jackson Blvd,60604,1910.0
